timestamp,buffer_voltage_mv,resistance,pwr_pw
1722516337657,42,1000000,1764
1722516337661,45,1000000,2025
1722516337665,44,1000000,1936
1722516337669,43,1000000,1849
1722516337673,42,1000000,1764
1722516337677,43,1000000,1849
1722516337682,44,1000000,1936
1722516337685,44,1000000,1936
1722516337690,43,1000000,1849
1722516337694,42,1000000,1764
1722516337698,42,1000000,1764
1722516337702,44,1000000,1936
1722516337705,44,1000000,1936
1722516337709,43,1000000,1849
1722516337713,42,1000000,1764
1722516337717,43,1000000,1849
1722516337721,43,1000000,1849
1722516337725,44,1000000,1936
1722516337729,43,1000000,1849
1722516337733,42,1000000,1764
1722516337738,43,1000000,1849
1722516337742,45,1000000,2025
1722516337746,43,1000000,1849
1722516337750,43,1000000,1849
1722516337754,42,1000000,1764
1722516337758,43,1000000,1849
1722516337762,45,1000000,2025
1722516337766,44,1000000,1936
1722516337770,43,1000000,1849
1722516337774,42,1000000,1764
1722516337778,42,1000000,1764
1722516337782,45,1000000,2025
1722516337787,43,1000000,1849
1722516337791,43,1000000,1849
1722516337795,42,1000000,1764
1722516337798,43,1000000,1849
1722516337802,44,1000000,1936
1722516337806,44,1000000,1936
1722516337810,43,1000000,1849
1722516337814,42,1000000,1764
1722516337818,43,1000000,1849
1722516337822,45,1000000,2025
1722516337826,43,1000000,1849
1722516337830,43,1000000,1849
1722516337834,42,1000000,1764
1722516337838,42,1000000,1764
1722516337842,45,1000000,2025
1722516337846,43,1000000,1849
1722516337850,43,1000000,1849
1722516337854,43,1000000,1849
1722516337858,42,1000000,1764
1722516337862,45,1000000,2025
1722516337866,43,1000000,1849
1722516337870,43,1000000,1849
1722516337874,43,1000000,1849
1722516337878,43,1000000,1849
1722516337882,45,1000000,2025
1722516337886,43,1000000,1849
1722516337891,42,1000000,1764
1722516337895,42,1000000,1764
1722516337898,43,1000000,1849
1722516337902,45,1000000,2025
1722516337906,43,1000000,1849
1722516337910,43,1000000,1849
1722516337914,43,1000000,1849
1722516337918,43,1000000,1849
1722516337922,45,1000000,2025
1722516337926,44,1000000,1936
1722516337930,42,1000000,1764
1722516337934,42,1000000,1764
1722516337939,43,1000000,1849
1722516337943,45,1000000,2025
1722516337947,43,1000000,1849
1722516337951,43,1000000,1849
1722516337955,43,1000000,1849
1722516337959,43,1000000,1849
1722516337963,45,1000000,2025
1722516337967,43,1000000,1849
1722516337971,42,1000000,1764
1722516337975,42,1000000,1764
1722516337979,43,1000000,1849
1722516337983,45,1000000,2025
1722516337988,43,1000000,1849
1722516337991,42,1000000,1764
1722516337995,42,1000000,1764
1722516337999,43,1000000,1849
1722516338003,45,1000000,2025
1722516338007,43,1000000,1849
1722516338011,43,1000000,1849
1722516338015,42,1000000,1764
1722516338019,43,1000000,1849
1722516338023,44,1000000,1936
1722516338027,43,1000000,1849
1722516338031,42,1000000,1764
1722516338035,43,1000000,1849
1722516338040,43,1000000,1849
1722516338044,44,1000000,1936
1722516338048,43,1000000,1849
1722516338052,42,1000000,1764
1722516338056,42,1000000,1764
1722516338060,43,1000000,1849
1722516338064,45,1000000,2025
1722516338068,43,1000000,1849
1722516338072,42,1000000,1764
1722516338076,43,1000000,1849
1722516338080,43,1000000,1849
1722516338084,44,1000000,1936
1722516338088,43,1000000,1849
1722516338092,42,1000000,1764
1722516338096,43,1000000,1849
1722516338100,42,1000000,1764
1722516338104,44,1000000,1936
1722516338108,43,1000000,1849
1722516338112,42,1000000,1764
1722516338116,43,1000000,1849
1722516338120,43,1000000,1849
1722516338124,44,1000000,1936
1722516338128,43,1000000,1849
1722516338132,42,1000000,1764
1722516338136,42,1000000,1764
1722516338141,43,1000000,1849
1722516338145,44,1000000,1936
1722516338149,43,1000000,1849
1722516338153,42,1000000,1764
1722516338157,42,1000000,1764
1722516338160,44,1000000,1936
1722516338164,44,1000000,1936
1722516338168,43,1000000,1849
1722516338172,42,1000000,1764
1722516338176,43,1000000,1849
1722516338180,43,1000000,1849
1722516338184,44,1000000,1936
1722516338189,43,1000000,1849
1722516338193,42,1000000,1764
1722516338197,42,1000000,1764
1722516338200,43,1000000,1849
1722516338204,44,1000000,1936
1722516338208,43,1000000,1849
1722516338212,43,1000000,1849
1722516338216,42,1000000,1764
1722516338220,43,1000000,1849
1722516338224,44,1000000,1936
1722516338228,43,1000000,1849
1722516338232,42,1000000,1764
1722516338236,42,1000000,1764
1722516338241,44,1000000,1936
1722516338245,44,1000000,1936
1722516338249,43,1000000,1849
1722516338253,42,1000000,1764
1722516338257,42,1000000,1764
1722516338261,43,1000000,1849
1722516338265,44,1000000,1936
1722516338269,43,1000000,1849
1722516338273,42,1000000,1764
1722516338277,43,1000000,1849
1722516338281,45,1000000,2025
1722516338285,43,1000000,1849
1722516338289,43,1000000,1849
1722516338294,42,1000000,1764
1722516338298,43,1000000,1849
1722516338302,45,1000000,2025
1722516338305,44,1000000,1936
1722516338309,43,1000000,1849
1722516338313,42,1000000,1764
1722516338317,42,1000000,1764
1722516338321,45,1000000,2025
1722516338325,44,1000000,1936
1722516338329,43,1000000,1849
1722516338333,42,1000000,1764
