timestamp,buffer_voltage_mv,resistance,pwr_pw
1722517006156,43,1000000,1849
1722517006160,44,1000000,1936
1722517006164,44,1000000,1936
1722517006168,43,1000000,1849
1722517006172,42,1000000,1764
1722517006176,43,1000000,1849
1722517006179,44,1000000,1936
1722517006183,44,1000000,1936
1722517006187,43,1000000,1849
1722517006191,42,1000000,1764
1722517006196,42,1000000,1764
1722517006200,43,1000000,1849
1722517006204,43,1000000,1849
1722517006208,43,1000000,1849
1722517006212,42,1000000,1764
1722517006216,42,1000000,1764
1722517006220,45,1000000,2025
1722517006224,43,1000000,1849
1722517006228,43,1000000,1849
1722517006232,43,1000000,1849
1722517006236,43,1000000,1849
1722517006240,45,1000000,2025
1722517006245,43,1000000,1849
1722517006249,43,1000000,1849
1722517006253,42,1000000,1764
1722517006257,43,1000000,1849
1722517006261,45,1000000,2025
1722517006265,43,1000000,1849
1722517006269,43,1000000,1849
1722517006273,42,1000000,1764
1722517006277,43,1000000,1849
1722517006281,45,1000000,2025
1722517006284,43,1000000,1849
1722517006287,43,1000000,1849
1722517006292,42,1000000,1764
1722517006296,42,1000000,1764
1722517006300,45,1000000,2025
1722517006304,43,1000000,1849
1722517006308,43,1000000,1849
1722517006312,42,1000000,1764
1722517006316,43,1000000,1849
1722517006320,45,1000000,2025
1722517006324,43,1000000,1849
1722517006328,43,1000000,1849
1722517006332,42,1000000,1764
1722517006336,43,1000000,1849
1722517006340,45,1000000,2025
1722517006344,43,1000000,1849
1722517006348,43,1000000,1849
1722517006353,42,1000000,1764
1722517006357,43,1000000,1849
1722517006361,45,1000000,2025
1722517006365,43,1000000,1849
1722517006369,42,1000000,1764
1722517006373,42,1000000,1764
1722517006377,43,1000000,1849
1722517006381,45,1000000,2025
1722517006385,43,1000000,1849
1722517006388,43,1000000,1849
1722517006392,42,1000000,1764
1722517006396,43,1000000,1849
1722517006400,45,1000000,2025
1722517006405,43,1000000,1849
1722517006409,42,1000000,1764
1722517006413,43,1000000,1849
1722517006417,43,1000000,1849
1722517006421,44,1000000,1936
1722517006425,43,1000000,1849
1722517006429,43,1000000,1849
1722517006433,42,1000000,1764
1722517006437,43,1000000,1849
1722517006441,45,1000000,2025
1722517006445,43,1000000,1849
1722517006449,43,1000000,1849
1722517006454,42,1000000,1764
1722517006458,42,1000000,1764
1722517006462,45,1000000,2025
1722517006466,43,1000000,1849
1722517006470,42,1000000,1764
1722517006474,42,1000000,1764
1722517006478,43,1000000,1849
1722517006482,44,1000000,1936
1722517006486,43,1000000,1849
1722517006490,42,1000000,1764
1722517006493,42,1000000,1764
1722517006497,43,1000000,1849
1722517006501,45,1000000,2025
1722517006506,43,1000000,1849
1722517006509,43,1000000,1849
1722517006514,43,1000000,1849
1722517006518,43,1000000,1849
1722517006522,44,1000000,1936
1722517006526,43,1000000,1849
1722517006530,42,1000000,1764
1722517006534,42,1000000,1764
1722517006538,43,1000000,1849
1722517006542,45,1000000,2025
1722517006546,43,1000000,1849
1722517006550,42,1000000,1764
1722517006554,42,1000000,1764
1722517006558,44,1000000,1936
1722517006563,44,1000000,1936
1722517006567,43,1000000,1849
1722517006571,42,1000000,1764
1722517006575,42,1000000,1764
1722517006579,43,1000000,1849
1722517006583,44,1000000,1936
1722517006587,43,1000000,1849
1722517006591,42,1000000,1764
1722517006594,42,1000000,1764
1722517006598,44,1000000,1936
1722517006602,44,1000000,1936
1722517006607,43,1000000,1849
1722517006610,42,1000000,1764
1722517006615,42,1000000,1764
1722517006619,43,1000000,1849
1722517006623,45,1000000,2025
1722517006627,43,1000000,1849
1722517006631,42,1000000,1764
1722517006635,42,1000000,1764
1722517006639,44,1000000,1936
1722517006643,44,1000000,1936
1722517006647,43,1000000,1849
1722517006651,42,1000000,1764
1722517006655,43,1000000,1849
1722517006659,44,1000000,1936
1722517006663,44,1000000,1936
1722517006667,43,1000000,1849
1722517006671,42,1000000,1764
1722517006675,42,1000000,1764
1722517006679,43,1000000,1849
1722517006683,44,1000000,1936
1722517006687,43,1000000,1849
1722517006691,42,1000000,1764
1722517006695,43,1000000,1849
1722517006698,44,1000000,1936
1722517006702,44,1000000,1936
1722517006706,43,1000000,1849
1722517006710,42,1000000,1764
1722517006715,42,1000000,1764
1722517006719,44,1000000,1936
1722517006723,44,1000000,1936
1722517006727,43,1000000,1849
1722517006731,42,1000000,1764
1722517006735,43,1000000,1849
1722517006739,44,1000000,1936
1722517006743,44,1000000,1936
1722517006747,43,1000000,1849
1722517006751,42,1000000,1764
1722517006755,42,1000000,1764
1722517006759,45,1000000,2025
1722517006764,43,1000000,1849
1722517006768,43,1000000,1849
1722517006772,42,1000000,1764
1722517006776,43,1000000,1849
1722517006780,45,1000000,2025
1722517006784,43,1000000,1849
1722517006788,43,1000000,1849
1722517006792,43,1000000,1849
1722517006796,43,1000000,1849
1722517006799,45,1000000,2025
1722517006803,44,1000000,1936
1722517006807,43,1000000,1849
1722517006811,42,1000000,1764
1722517006815,43,1000000,1849
1722517006820,44,1000000,1936
1722517006824,44,1000000,1936
1722517006828,43,1000000,1849
1722517006832,42,1000000,1764
1722517006836,43,1000000,1849
1722517006840,45,1000000,2025
1722517006844,43,1000000,1849
1722517006848,43,1000000,1849
1722517006852,43,1000000,1849
1722517006856,43,1000000,1849
1722517006860,45,1000000,2025
1722517006865,43,1000000,1849
1722517006869,42,1000000,1764
1722517006873,43,1000000,1849
1722517006877,43,1000000,1849
1722517006881,45,1000000,2025
1722517006885,43,1000000,1849
1722517006889,43,1000000,1849
1722517006893,43,1000000,1849
1722517006897,43,1000000,1849
1722517006900,45,1000000,2025
1722517006904,43,1000000,1849
1722517006908,43,1000000,1849
1722517006912,43,1000000,1849
1722517006916,43,1000000,1849
1722517006921,45,1000000,2025
1722517006925,43,1000000,1849
1722517006929,43,1000000,1849
1722517006933,43,1000000,1849
1722517006937,43,1000000,1849
1722517006941,45,1000000,2025
1722517006945,43,1000000,1849
1722517006949,43,1000000,1849
1722517006953,43,1000000,1849
1722517006957,43,1000000,1849
1722517006961,45,1000000,2025
1722517006965,43,1000000,1849
1722517006969,42,1000000,1764
1722517006974,43,1000000,1849
1722517006978,43,1000000,1849
1722517006982,45,1000000,2025
1722517006986,43,1000000,1849
1722517006990,42,1000000,1764
1722517006994,42,1000000,1764
1722517006998,43,1000000,1849
1722517007002,45,1000000,2025
1722517007005,43,1000000,1849
1722517007009,43,1000000,1849
1722517007013,43,1000000,1849
1722517007017,43,1000000,1849
1722517007021,45,1000000,2025
1722517007025,43,1000000,1849
1722517007029,43,1000000,1849
1722517007033,42,1000000,1764
1722517007037,43,1000000,1849
1722517007041,45,1000000,2025
1722517007045,43,1000000,1849
1722517007049,42,1000000,1764
1722517007053,42,1000000,1764
1722517007058,43,1000000,1849
1722517007062,45,1000000,2025
1722517007066,43,1000000,1849
1722517007070,42,1000000,1764
1722517007074,42,1000000,1764
1722517007078,43,1000000,1849
1722517007082,45,1000000,2025
1722517007086,43,1000000,1849
1722517007090,42,1000000,1764
1722517007094,42,1000000,1764
1722517007098,43,1000000,1849
1722517007102,44,1000000,1936
1722517007106,43,1000000,1849
1722517007110,43,1000000,1849
1722517007114,42,1000000,1764
1722517007118,43,1000000,1849
1722517007122,45,1000000,2025
1722517007126,43,1000000,1849
1722517007130,43,1000000,1849
1722517007134,43,1000000,1849
1722517007138,43,1000000,1849
1722517007142,44,1000000,1936
1722517007146,43,1000000,1849
1722517007150,42,1000000,1764
1722517007154,42,1000000,1764
1722517007159,43,1000000,1849
1722517007163,45,1000000,2025
1722517007167,43,1000000,1849
1722517007171,42,1000000,1764
1722517007175,42,1000000,1764
1722517007179,43,1000000,1849
1722517007183,44,1000000,1936
1722517007187,43,1000000,1849
1722517007191,42,1000000,1764
1722517007195,43,1000000,1849
1722517007199,43,1000000,1849
1722517007202,45,1000000,2025
1722517007206,43,1000000,1849
1722517007211,42,1000000,1764
1722517007215,42,1000000,1764
1722517007219,43,1000000,1849
1722517007223,44,1000000,1936
1722517007227,43,1000000,1849
1722517007231,42,1000000,1764
1722517007235,42,1000000,1764
1722517007239,43,1000000,1849
1722517007243,44,1000000,1936
1722517007247,43,1000000,1849
1722517007252,42,1000000,1764
1722517007255,42,1000000,1764
1722517007259,43,1000000,1849
1722517007264,44,1000000,1936
1722517007267,43,1000000,1849
1722517007271,42,1000000,1764
1722517007275,42,1000000,1764
1722517007279,44,1000000,1936
1722517007283,44,1000000,1936
1722517007287,43,1000000,1849
1722517007291,43,1000000,1849
1722517007295,43,1000000,1849
1722517007299,43,1000000,1849
1722517007303,43,1000000,1849
1722517007306,43,1000000,1849
1722517007310,42,1000000,1764
1722517007315,42,1000000,1764
1722517007319,44,1000000,1936
1722517007323,44,1000000,1936
1722517007327,43,1000000,1849
1722517007331,42,1000000,1764
1722517007335,42,1000000,1764
1722517007339,43,1000000,1849
1722517007343,44,1000000,1936
1722517007347,43,1000000,1849
1722517007351,42,1000000,1764
1722517007355,43,1000000,1849
1722517007360,44,1000000,1936
1722517007364,44,1000000,1936
1722517007368,43,1000000,1849
1722517007372,42,1000000,1764
1722517007376,42,1000000,1764
1722517007380,44,1000000,1936
1722517007384,43,1000000,1849
1722517007388,43,1000000,1849
1722517007392,42,1000000,1764
1722517007396,43,1000000,1849
1722517007400,45,1000000,2025
1722517007404,43,1000000,1849
1722517007407,43,1000000,1849
1722517007411,42,1000000,1764
1722517007416,42,1000000,1764
1722517007420,43,1000000,1849
1722517007424,44,1000000,1936
1722517007428,43,1000000,1849
1722517007432,42,1000000,1764
1722517007436,42,1000000,1764
1722517007440,45,1000000,2025
1722517007444,44,1000000,1936
