timestamp,buffer_voltage_mv,resistance,pwr_pw
1722514801723,42,1000000,1764
1722514801727,42,1000000,1764
1722514801731,43,1000000,1849
1722514801735,44,1000000,1936
1722514801740,43,1000000,1849
1722514801744,42,1000000,1764
1722514801748,42,1000000,1764
1722514801752,43,1000000,1849
1722514801756,45,1000000,2025
1722514801760,43,1000000,1849
1722514801763,42,1000000,1764
1722514801767,43,1000000,1849
1722514801771,43,1000000,1849
1722514801775,45,1000000,2025
1722514801779,43,1000000,1849
1722514801784,43,1000000,1849
1722514801787,42,1000000,1764
1722514801792,43,1000000,1849
1722514801796,45,1000000,2025
1722514801800,43,1000000,1849
1722514801804,42,1000000,1764
1722514801808,42,1000000,1764
1722514801812,43,1000000,1849
1722514801816,44,1000000,1936
1722514801820,43,1000000,1849
1722514801824,42,1000000,1764
1722514801828,42,1000000,1764
1722514801832,43,1000000,1849
1722514801836,44,1000000,1936
1722514801840,43,1000000,1849
1722514801844,42,1000000,1764
1722514801848,42,1000000,1764
1722514801852,43,1000000,1849
1722514801856,44,1000000,1936
1722514801860,43,1000000,1849
1722514801863,42,1000000,1764
1722514801867,42,1000000,1764
1722514801871,43,1000000,1849
1722514801875,45,1000000,2025
1722514801879,43,1000000,1849
1722514801883,42,1000000,1764
1722514801887,42,1000000,1764
1722514801892,44,1000000,1936
1722514801895,44,1000000,1936
1722514801900,43,1000000,1849
1722514801904,42,1000000,1764
1722514801908,42,1000000,1764
1722514801912,44,1000000,1936
1722514801916,44,1000000,1936
1722514801920,43,1000000,1849
1722514801924,42,1000000,1764
1722514801928,42,1000000,1764
1722514801932,45,1000000,2025
1722514801936,44,1000000,1936
1722514801940,43,1000000,1849
1722514801945,42,1000000,1764
1722514801949,43,1000000,1849
1722514801953,44,1000000,1936
1722514801957,44,1000000,1936
1722514801961,43,1000000,1849
1722514801965,42,1000000,1764
1722514801968,42,1000000,1764
1722514801972,44,1000000,1936
1722514801976,44,1000000,1936
1722514801980,43,1000000,1849
1722514801984,42,1000000,1764
1722514801988,42,1000000,1764
1722514801992,44,1000000,1936
1722514801996,44,1000000,1936
1722514802001,43,1000000,1849
1722514802005,42,1000000,1764
1722514802009,43,1000000,1849
1722514802013,45,1000000,2025
1722514802017,43,1000000,1849
1722514802021,43,1000000,1849
1722514802025,42,1000000,1764
1722514802029,43,1000000,1849
1722514802033,45,1000000,2025
1722514802037,43,1000000,1849
1722514802041,43,1000000,1849
1722514802045,43,1000000,1849
1722514802049,43,1000000,1849
1722514802054,45,1000000,2025
1722514802058,43,1000000,1849
1722514802062,43,1000000,1849
1722514802066,42,1000000,1764
1722514802070,43,1000000,1849
1722514802073,44,1000000,1936
1722514802077,44,1000000,1936
1722514802081,43,1000000,1849
1722514802085,43,1000000,1849
1722514802089,42,1000000,1764
1722514802093,44,1000000,1936
1722514802098,43,1000000,1849
1722514802102,43,1000000,1849
1722514802106,42,1000000,1764
1722514802110,43,1000000,1849
1722514802114,45,1000000,2025
1722514802118,43,1000000,1849
1722514802122,42,1000000,1764
1722514802126,43,1000000,1849
1722514802130,43,1000000,1849
1722514802134,45,1000000,2025
1722514802138,43,1000000,1849
1722514802142,43,1000000,1849
1722514802146,43,1000000,1849
1722514802151,43,1000000,1849
1722514802155,45,1000000,2025
1722514802159,43,1000000,1849
1722514802163,43,1000000,1849
1722514802167,42,1000000,1764
1722514802171,43,1000000,1849
1722514802175,45,1000000,2025
1722514802178,43,1000000,1849
1722514802182,43,1000000,1849
1722514802186,42,1000000,1764
1722514802190,43,1000000,1849
1722514802194,45,1000000,2025
1722514802198,43,1000000,1849
1722514802202,43,1000000,1849
1722514802207,43,1000000,1849
1722514802210,43,1000000,1849
1722514802215,45,1000000,2025
1722514802218,43,1000000,1849
1722514802222,42,1000000,1764
1722514802226,43,1000000,1849
1722514802230,43,1000000,1849
1722514802234,45,1000000,2025
1722514802238,43,1000000,1849
1722514802242,43,1000000,1849
1722514802246,42,1000000,1764
1722514802250,43,1000000,1849
1722514802255,45,1000000,2025
1722514802259,43,1000000,1849
1722514802263,42,1000000,1764
1722514802267,42,1000000,1764
1722514802271,43,1000000,1849
1722514802275,44,1000000,1936
1722514802279,43,1000000,1849
1722514802282,43,1000000,1849
1722514802286,43,1000000,1849
1722514802290,43,1000000,1849
1722514802294,45,1000000,2025
1722514802298,44,1000000,1936
1722514802302,42,1000000,1764
1722514802306,42,1000000,1764
1722514802311,43,1000000,1849
1722514802315,44,1000000,1936
1722514802319,43,1000000,1849
1722514802323,42,1000000,1764
1722514802327,42,1000000,1764
1722514802331,43,1000000,1849
1722514802335,44,1000000,1936
1722514802339,43,1000000,1849
1722514802343,42,1000000,1764
1722514802347,42,1000000,1764
1722514802351,43,1000000,1849
1722514802355,45,1000000,2025
1722514802359,43,1000000,1849
1722514802364,42,1000000,1764
1722514802368,43,1000000,1849
1722514802372,43,1000000,1849
1722514802376,44,1000000,1936
1722514802380,43,1000000,1849
1722514802384,43,1000000,1849
1722514802387,42,1000000,1764
1722514802391,43,1000000,1849
1722514802395,44,1000000,1936
1722514802399,43,1000000,1849
1722514802403,42,1000000,1764
