timestamp,buffer_voltage_mv,resistance,pwr_pw
1722514955401,43,1000000,1849
1722514955405,42,1000000,1764
1722514955409,43,1000000,1849
1722514955413,45,1000000,2025
1722514955418,43,1000000,1849
1722514955422,42,1000000,1764
1722514955426,43,1000000,1849
1722514955430,43,1000000,1849
1722514955434,45,1000000,2025
1722514955438,43,1000000,1849
1722514955441,43,1000000,1849
1722514955445,42,1000000,1764
1722514955449,43,1000000,1849
1722514955453,45,1000000,2025
1722514955457,43,1000000,1849
1722514955461,42,1000000,1764
1722514955465,42,1000000,1764
1722514955470,43,1000000,1849
1722514955474,44,1000000,1936
1722514955478,43,1000000,1849
1722514955482,42,1000000,1764
1722514955485,42,1000000,1764
1722514955489,43,1000000,1849
1722514955493,45,1000000,2025
1722514955497,43,1000000,1849
1722514955501,43,1000000,1849
1722514955505,42,1000000,1764
1722514955509,43,1000000,1849
1722514955513,44,1000000,1936
1722514955518,43,1000000,1849
1722514955522,43,1000000,1849
1722514955526,42,1000000,1764
1722514955530,43,1000000,1849
1722514955534,44,1000000,1936
1722514955538,43,1000000,1849
1722514955542,42,1000000,1764
1722514955546,42,1000000,1764
1722514955550,43,1000000,1849
1722514955554,44,1000000,1936
1722514955558,43,1000000,1849
1722514955562,42,1000000,1764
1722514955566,42,1000000,1764
1722514955571,44,1000000,1936
1722514955575,44,1000000,1936
1722514955579,43,1000000,1849
1722514955582,42,1000000,1764
1722514955586,42,1000000,1764
1722514955590,43,1000000,1849
1722514955594,44,1000000,1936
1722514955598,43,1000000,1849
1722514955602,42,1000000,1764
1722514955606,42,1000000,1764
1722514955610,43,1000000,1849
1722514955614,44,1000000,1936
1722514955619,43,1000000,1849
1722514955623,43,1000000,1849
1722514955627,42,1000000,1764
1722514955631,43,1000000,1849
1722514955635,44,1000000,1936
1722514955639,43,1000000,1849
1722514955643,42,1000000,1764
1722514955647,42,1000000,1764
1722514955651,44,1000000,1936
1722514955655,44,1000000,1936
1722514955659,43,1000000,1849
1722514955663,42,1000000,1764
1722514955667,42,1000000,1764
1722514955672,43,1000000,1849
1722514955676,43,1000000,1849
1722514955679,43,1000000,1849
1722514955683,42,1000000,1764
1722514955687,42,1000000,1764
1722514955691,44,1000000,1936
1722514955695,44,1000000,1936
1722514955699,43,1000000,1849
1722514955703,42,1000000,1764
1722514955707,42,1000000,1764
1722514955711,44,1000000,1936
1722514955715,44,1000000,1936
1722514955720,43,1000000,1849
1722514955724,42,1000000,1764
1722514955728,43,1000000,1849
1722514955732,44,1000000,1936
1722514955736,44,1000000,1936
1722514955740,42,1000000,1764
1722514955744,43,1000000,1849
1722514955748,43,1000000,1849
1722514955752,44,1000000,1936
1722514955756,43,1000000,1849
1722514955760,43,1000000,1849
1722514955764,42,1000000,1764
1722514955768,43,1000000,1849
1722514955773,45,1000000,2025
1722514955776,44,1000000,1936
1722514955780,43,1000000,1849
1722514955784,42,1000000,1764
1722514955788,42,1000000,1764
1722514955792,43,1000000,1849
1722514955796,43,1000000,1849
1722514955800,43,1000000,1849
1722514955804,42,1000000,1764
1722514955808,43,1000000,1849
1722514955813,45,1000000,2025
1722514955817,44,1000000,1936
1722514955821,43,1000000,1849
1722514955825,43,1000000,1849
1722514955829,42,1000000,1764
1722514955833,45,1000000,2025
1722514955837,43,1000000,1849
1722514955840,43,1000000,1849
1722514955844,43,1000000,1849
1722514955848,43,1000000,1849
1722514955852,45,1000000,2025
1722514955856,43,1000000,1849
1722514955860,43,1000000,1849
1722514955864,43,1000000,1849
1722514955867,42,1000000,1764
1722514955872,44,1000000,1936
1722514955876,43,1000000,1849
1722514955880,43,1000000,1849
1722514955884,43,1000000,1849
1722514955888,42,1000000,1764
1722514955892,45,1000000,2025
1722514955896,43,1000000,1849
1722514955900,43,1000000,1849
1722514955904,43,1000000,1849
1722514955908,43,1000000,1849
1722514955913,45,1000000,2025
1722514955916,43,1000000,1849
1722514955921,43,1000000,1849
1722514955925,43,1000000,1849
1722514955929,43,1000000,1849
1722514955933,45,1000000,2025
1722514955937,43,1000000,1849
1722514955941,43,1000000,1849
1722514955945,43,1000000,1849
1722514955949,43,1000000,1849
1722514955953,45,1000000,2025
1722514955957,43,1000000,1849
1722514955961,43,1000000,1849
1722514955965,43,1000000,1849
1722514955968,43,1000000,1849
1722514955973,45,1000000,2025
1722514955977,43,1000000,1849
1722514955981,43,1000000,1849
1722514955985,42,1000000,1764
1722514955989,43,1000000,1849
1722514955993,45,1000000,2025
1722514955997,43,1000000,1849
1722514956001,43,1000000,1849
1722514956005,43,1000000,1849
1722514956009,43,1000000,1849
1722514956014,45,1000000,2025
1722514956017,43,1000000,1849
1722514956022,42,1000000,1764
1722514956026,43,1000000,1849
1722514956030,43,1000000,1849
1722514956034,45,1000000,2025
1722514956038,43,1000000,1849
1722514956042,42,1000000,1764
1722514956046,42,1000000,1764
1722514956050,43,1000000,1849
1722514956053,45,1000000,2025
1722514956057,43,1000000,1849
1722514956061,42,1000000,1764
1722514956066,42,1000000,1764
1722514956070,43,1000000,1849
1722514956074,45,1000000,2025
1722514956078,43,1000000,1849
1722514956082,42,1000000,1764
1722514956086,43,1000000,1849
1722514956090,43,1000000,1849
1722514956094,44,1000000,1936
1722514956098,43,1000000,1849
1722514956102,42,1000000,1764
1722514956106,42,1000000,1764
1722514956111,43,1000000,1849
1722514956114,45,1000000,2025
1722514956119,43,1000000,1849
1722514956123,42,1000000,1764
1722514956127,42,1000000,1764
1722514956131,44,1000000,1936
1722514956135,44,1000000,1936
1722514956139,43,1000000,1849
1722514956143,42,1000000,1764
1722514956146,42,1000000,1764
1722514956150,42,1000000,1764
1722514956154,44,1000000,1936
1722514956158,43,1000000,1849
1722514956162,42,1000000,1764
1722514956167,42,1000000,1764
1722514956171,43,1000000,1849
1722514956175,45,1000000,2025
1722514956179,43,1000000,1849
1722514956183,42,1000000,1764
1722514956187,42,1000000,1764
1722514956191,43,1000000,1849
1722514956195,44,1000000,1936
1722514956199,43,1000000,1849
1722514956203,42,1000000,1764
1722514956207,42,1000000,1764
1722514956211,44,1000000,1936
1722514956215,44,1000000,1936
1722514956219,43,1000000,1849
1722514956223,42,1000000,1764
1722514956227,43,1000000,1849
1722514956231,44,1000000,1936
1722514956235,44,1000000,1936
1722514956238,43,1000000,1849
1722514956242,42,1000000,1764
1722514956246,42,1000000,1764
1722514956250,44,1000000,1936
1722514956254,44,1000000,1936
1722514956259,43,1000000,1849
1722514956263,42,1000000,1764
1722514956267,42,1000000,1764
1722514956271,43,1000000,1849
1722514956275,44,1000000,1936
1722514956279,43,1000000,1849
1722514956283,42,1000000,1764
1722514956287,42,1000000,1764
1722514956291,44,1000000,1936
1722514956295,44,1000000,1936
1722514956299,43,1000000,1849
1722514956303,43,1000000,1849
1722514956307,43,1000000,1849
1722514956311,44,1000000,1936
1722514956316,44,1000000,1936
1722514956320,43,1000000,1849
1722514956324,42,1000000,1764
1722514956328,42,1000000,1764
1722514956332,46,1000000,2116
1722514956335,44,1000000,1936
1722514956339,43,1000000,1849
1722514956343,42,1000000,1764
1722514956347,42,1000000,1764
1722514956351,43,1000000,1849
1722514956355,43,1000000,1849
1722514956360,43,1000000,1849
1722514956364,42,1000000,1764
1722514956368,43,1000000,1849
1722514956372,45,1000000,2025
1722514956376,43,1000000,1849
1722514956380,43,1000000,1849
1722514956384,43,1000000,1849
1722514956388,43,1000000,1849
1722514956392,45,1000000,2025
1722514956396,43,1000000,1849
1722514956400,43,1000000,1849
1722514956404,42,1000000,1764
1722514956408,43,1000000,1849
1722514956412,45,1000000,2025
1722514956417,43,1000000,1849
1722514956421,43,1000000,1849
1722514956425,43,1000000,1849
1722514956428,42,1000000,1764
1722514956432,44,1000000,1936
1722514956436,43,1000000,1849
1722514956440,43,1000000,1849
1722514956444,42,1000000,1764
1722514956448,42,1000000,1764
1722514956452,45,1000000,2025
1722514956456,43,1000000,1849
1722514956460,43,1000000,1849
1722514956465,43,1000000,1849
1722514956469,43,1000000,1849
1722514956473,45,1000000,2025
1722514956477,43,1000000,1849
1722514956481,43,1000000,1849
1722514956485,43,1000000,1849
1722514956489,43,1000000,1849
1722514956493,45,1000000,2025
1722514956497,43,1000000,1849
1722514956501,43,1000000,1849
1722514956505,42,1000000,1764
1722514956509,43,1000000,1849
1722514956513,45,1000000,2025
1722514956518,43,1000000,1849
1722514956521,43,1000000,1849
1722514956525,42,1000000,1764
1722514956529,43,1000000,1849
1722514956533,45,1000000,2025
1722514956537,43,1000000,1849
1722514956541,43,1000000,1849
1722514956545,43,1000000,1849
1722514956549,43,1000000,1849
1722514956553,45,1000000,2025
1722514956557,43,1000000,1849
1722514956562,43,1000000,1849
1722514956566,43,1000000,1849
1722514956569,43,1000000,1849
1722514956573,44,1000000,1936
1722514956577,43,1000000,1849
1722514956581,43,1000000,1849
1722514956585,42,1000000,1764
1722514956589,43,1000000,1849
1722514956593,45,1000000,2025
1722514956597,43,1000000,1849
1722514956601,42,1000000,1764
1722514956605,42,1000000,1764
1722514956609,43,1000000,1849
1722514956614,44,1000000,1936
1722514956617,43,1000000,1849
1722514956621,43,1000000,1849
1722514956625,43,1000000,1849
1722514956629,43,1000000,1849
1722514956633,45,1000000,2025
1722514956637,43,1000000,1849
1722514956641,42,1000000,1764
1722514956645,43,1000000,1849
1722514956649,43,1000000,1849
1722514956653,44,1000000,1936
1722514956658,43,1000000,1849
1722514956662,42,1000000,1764
1722514956666,42,1000000,1764
1722514956670,43,1000000,1849
1722514956674,44,1000000,1936
1722514956678,43,1000000,1849
1722514956682,42,1000000,1764
1722514956686,42,1000000,1764
1722514956690,43,1000000,1849
1722514956694,44,1000000,1936
1722514956698,43,1000000,1849
1722514956702,42,1000000,1764
1722514956706,42,1000000,1764
1722514956710,43,1000000,1849
1722514956713,45,1000000,2025
1722514956718,43,1000000,1849
1722514956722,42,1000000,1764
1722514956726,42,1000000,1764
1722514956730,43,1000000,1849
1722514956734,44,1000000,1936
1722514956738,43,1000000,1849
1722514956742,42,1000000,1764
1722514956746,42,1000000,1764
1722514956750,43,1000000,1849
1722514956754,44,1000000,1936
1722514956759,43,1000000,1849
1722514956763,42,1000000,1764
1722514956767,42,1000000,1764
1722514956771,43,1000000,1849
1722514956775,44,1000000,1936
1722514956779,43,1000000,1849
1722514956783,42,1000000,1764
1722514956787,43,1000000,1849
1722514956791,43,1000000,1849
1722514956795,44,1000000,1936
1722514956799,43,1000000,1849
1722514956803,42,1000000,1764
1722514956807,42,1000000,1764
1722514956811,43,1000000,1849
1722514956814,44,1000000,1936
1722514956819,43,1000000,1849
1722514956823,42,1000000,1764
1722514956827,43,1000000,1849
1722514956831,44,1000000,1936
1722514956835,44,1000000,1936
1722514956839,43,1000000,1849
1722514956843,42,1000000,1764
1722514956847,42,1000000,1764
1722514956851,45,1000000,2025
1722514956855,44,1000000,1936
1722514956860,43,1000000,1849
1722514956864,42,1000000,1764
1722514956868,42,1000000,1764
1722514956872,44,1000000,1936
1722514956876,44,1000000,1936
1722514956880,43,1000000,1849
1722514956884,42,1000000,1764
