timestamp,buffer_voltage_mv,resistance,pwr_pw
1722514083047,43,1000000,1849
1722514083051,43,1000000,1849
1722514083055,43,1000000,1849
1722514083059,45,1000000,2025
1722514083063,44,1000000,1936
1722514083067,43,1000000,1849
1722514083071,43,1000000,1849
1722514083076,43,1000000,1849
1722514083079,45,1000000,2025
1722514083084,43,1000000,1849
1722514083088,43,1000000,1849
1722514083092,42,1000000,1764
1722514083096,43,1000000,1849
1722514083100,45,1000000,2025
1722514083104,43,1000000,1849
1722514083108,43,1000000,1849
1722514083111,42,1000000,1764
1722514083115,43,1000000,1849
1722514083119,45,1000000,2025
1722514083123,43,1000000,1849
1722514083128,43,1000000,1849
1722514083132,43,1000000,1849
1722514083136,43,1000000,1849
1722514083140,45,1000000,2025
1722514083144,43,1000000,1849
1722514083148,42,1000000,1764
1722514083152,43,1000000,1849
1722514083156,43,1000000,1849
1722514083160,45,1000000,2025
1722514083164,43,1000000,1849
1722514083168,43,1000000,1849
1722514083172,43,1000000,1849
1722514083176,43,1000000,1849
1722514083181,45,1000000,2025
1722514083185,43,1000000,1849
1722514083189,42,1000000,1764
1722514083193,42,1000000,1764
1722514083197,43,1000000,1849
1722514083201,44,1000000,1936
1722514083205,43,1000000,1849
1722514083209,42,1000000,1764
1722514083212,43,1000000,1849
1722514083216,43,1000000,1849
1722514083220,45,1000000,2025
1722514083224,43,1000000,1849
1722514083228,42,1000000,1764
1722514083233,43,1000000,1849
1722514083237,43,1000000,1849
1722514083241,45,1000000,2025
1722514083245,43,1000000,1849
1722514083249,43,1000000,1849
1722514083253,42,1000000,1764
1722514083257,43,1000000,1849
1722514083261,45,1000000,2025
1722514083265,43,1000000,1849
1722514083269,42,1000000,1764
1722514083274,42,1000000,1764
1722514083277,43,1000000,1849
1722514083282,44,1000000,1936
1722514083286,43,1000000,1849
1722514083290,42,1000000,1764
1722514083294,42,1000000,1764
1722514083298,43,1000000,1849
1722514083301,45,1000000,2025
1722514083305,43,1000000,1849
1722514083309,42,1000000,1764
1722514083313,42,1000000,1764
1722514083317,43,1000000,1849
1722514083321,44,1000000,1936
1722514083325,43,1000000,1849
1722514083330,43,1000000,1849
1722514083334,42,1000000,1764
1722514083338,43,1000000,1849
1722514083342,44,1000000,1936
1722514083346,43,1000000,1849
1722514083350,42,1000000,1764
1722514083353,42,1000000,1764
1722514083357,44,1000000,1936
1722514083361,44,1000000,1936
1722514083365,43,1000000,1849
1722514083369,42,1000000,1764
1722514083374,42,1000000,1764
1722514083378,44,1000000,1936
1722514083381,45,1000000,2025
1722514083385,43,1000000,1849
1722514083389,43,1000000,1849
1722514083393,42,1000000,1764
1722514083397,43,1000000,1849
1722514083401,44,1000000,1936
1722514083405,43,1000000,1849
1722514083409,42,1000000,1764
1722514083413,42,1000000,1764
1722514083417,43,1000000,1849
1722514083422,45,1000000,2025
1722514083426,43,1000000,1849
1722514083430,42,1000000,1764
1722514083434,42,1000000,1764
1722514083438,44,1000000,1936
1722514083442,44,1000000,1936
1722514083446,43,1000000,1849
1722514083450,42,1000000,1764
1722514083454,42,1000000,1764
1722514083458,43,1000000,1849
1722514083462,44,1000000,1936
1722514083466,43,1000000,1849
1722514083470,42,1000000,1764
1722514083474,43,1000000,1849
1722514083478,43,1000000,1849
1722514083482,44,1000000,1936
1722514083486,43,1000000,1849
1722514083490,42,1000000,1764
1722514083494,42,1000000,1764
1722514083498,44,1000000,1936
1722514083503,43,1000000,1849
1722514083506,43,1000000,1849
1722514083511,42,1000000,1764
1722514083515,42,1000000,1764
1722514083519,45,1000000,2025
1722514083523,44,1000000,1936
1722514083527,43,1000000,1849
1722514083531,43,1000000,1849
1722514083535,43,1000000,1849
1722514083539,45,1000000,2025
1722514083543,43,1000000,1849
1722514083547,43,1000000,1849
1722514083550,42,1000000,1764
1722514083554,43,1000000,1849
1722514083559,44,1000000,1936
1722514083563,44,1000000,1936
1722514083567,43,1000000,1849
1722514083571,42,1000000,1764
1722514083575,42,1000000,1764
1722514083579,43,1000000,1849
1722514083583,43,1000000,1849
1722514083587,43,1000000,1849
1722514083591,43,1000000,1849
1722514083595,43,1000000,1849
1722514083599,45,1000000,2025
1722514083603,44,1000000,1936
1722514083608,43,1000000,1849
1722514083612,42,1000000,1764
1722514083616,43,1000000,1849
1722514083620,45,1000000,2025
1722514083624,43,1000000,1849
1722514083628,43,1000000,1849
1722514083632,43,1000000,1849
1722514083636,43,1000000,1849
1722514083640,45,1000000,2025
1722514083643,44,1000000,1936
1722514083647,43,1000000,1849
1722514083651,42,1000000,1764
1722514083656,43,1000000,1849
