timestamp,dbm
1722514035841,-99.53572082519531
1722514035882,-99.53572082519531
1722514035948,-99.53572082519531
1722514036009,-100.9388198852539
1722514036068,-100.9388198852539
1722514036120,-100.9388198852539
1722514036180,-100.9388198852539
1722514036253,-100.46226501464844
1722514036325,-100.46226501464844
1722514036374,-100.46226501464844
1722514036431,-100.46226501464844
1722514036500,-100.34326171875
1722514036565,-100.34326171875
1722514036635,-100.34326171875
1722514036699,-100.34326171875
1722514036783,-100.37315368652344
1722514036849,-100.37315368652344
1722514036917,-100.37315368652344
1722514036984,-102.44993591308594
1722514037047,-102.44993591308594
1722514037113,-102.44993591308594
1722514037173,-102.44993591308594
1722514037236,-100.11235809326172
1722514037298,-100.11235809326172
1722514037367,-100.11235809326172
1722514037433,-100.11235809326172
1722514037515,-101.82144927978516
1722514037581,-101.82144927978516
1722514037645,-101.82144927978516
1722514037714,-101.96855926513672
1722514037781,-101.96855926513672
1722514037839,-101.96855926513672
1722514037899,-101.96855926513672
1722514037969,-100.34014129638672
1722514038036,-100.34014129638672
1722514038098,-100.34014129638672
1722514038164,-100.34014129638672
1722514038232,-100.48390197753906
1722514038295,-100.48390197753906
1722514038364,-100.48390197753906
1722514038430,-100.48390197753906
1722514038497,-101.67375946044922
1722514038564,-101.67375946044922
1722514038635,-101.67375946044922
1722514038696,-101.67375946044922
1722514038764,-99.66815948486328
1722514038831,-99.66815948486328
1722514038895,-99.66815948486328
1722514038965,-100.62760925292969
1722514039028,-100.62760925292969
1722514039094,-100.62760925292969
1722514039164,-100.62760925292969
1722514039230,-99.58846282958984
1722514039295,-99.58846282958984
1722514039365,-99.58846282958984
1722514039429,-99.58846282958984
1722514039496,-100.11518859863281
1722514039564,-100.11518859863281
1722514039630,-100.11518859863281
1722514039697,-100.11888885498047
1722514039763,-100.11888885498047
1722514039828,-100.11888885498047
1722514039893,-100.11888885498047
1722514039962,-101.72525787353516
1722514040028,-101.72525787353516
1722514040097,-101.72525787353516
1722514040159,-101.72525787353516
1722514040228,-102.30178833007812
1722514040304,-102.30178833007812
1722514040368,-102.30178833007812
1722514040429,-102.30178833007812
1722514040483,-100.04743194580078
1722514040546,-100.04743194580078
1722514040611,-100.04743194580078
1722514040679,-100.04743194580078
1722514040732,-100.14928436279297
1722514040792,-100.14928436279297
1722514040863,-100.14928436279297
1722514040926,-100.14928436279297
1722514040994,-99.38834381103516
1722514041063,-99.38834381103516
1722514041134,-99.38834381103516
1722514041197,-101.6709976196289
1722514041261,-101.6709976196289
1722514041326,-101.6709976196289
1722514041395,-101.6709976196289
1722514041460,-102.69500732421875
1722514041527,-102.69500732421875
1722514041594,-102.69500732421875
1722514041649,-102.69500732421875
1722514041712,-99.79945373535156
1722514041780,-99.79945373535156
1722514041847,-99.79945373535156
1722514041911,-99.79945373535156
1722514041978,-99.14326477050781
1722514042040,-99.14326477050781
1722514042112,-99.14326477050781
1722514042177,-99.14326477050781
1722514042243,-101.35614776611328
1722514042293,-101.35614776611328
1722514042348,-101.35614776611328
1722514042409,-101.35614776611328
1722514042476,-101.67879486083984
1722514042544,-101.67879486083984
1722514042607,-101.67879486083984
1722514042666,-101.67879486083984
1722514042727,-102.06974029541016
1722514042782,-102.06974029541016
1722514042840,-102.06974029541016
1722514042909,-102.06974029541016
1722514042976,-100.8524169921875
1722514043044,-100.8524169921875
1722514043109,-100.8524169921875
1722514043173,-100.8524169921875
1722514043243,-101.5047836303711
1722514043310,-101.5047836303711
1722514043376,-101.5047836303711
1722514043445,-101.5990982055664
1722514043508,-101.5990982055664
1722514043575,-101.5990982055664
1722514043642,-101.5990982055664
1722514043708,-101.43763732910156
1722514043772,-101.43763732910156
1722514043843,-101.43763732910156
1722514043909,-101.43763732910156
1722514043973,-100.73200988769531
1722514044043,-100.73200988769531
1722514044097,-100.73200988769531
1722514044156,-100.73200988769531
1722514044222,-101.83462524414062
1722514044290,-101.83462524414062
1722514044357,-101.83462524414062
1722514044421,-101.83462524414062
1722514044489,-100.08763122558594
1722514044556,-100.08763122558594
1722514044623,-100.08763122558594
1722514044692,-100.05265808105469
1722514044759,-100.05265808105469
1722514044825,-100.05265808105469
1722514044892,-100.05265808105469
1722514044956,-101.15607452392578
1722514045025,-101.15607452392578
1722514045090,-101.15607452392578
1722514045159,-101.15607452392578
1722514045222,-99.81195831298828
1722514045289,-99.81195831298828
1722514045357,-99.81195831298828
1722514045426,-101.60179901123047
1722514045493,-101.60179901123047
1722514045553,-101.60179901123047
1722514045625,-101.60179901123047
1722514045697,-101.09152221679688
1722514045753,-101.09152221679688
1722514045823,-101.09152221679688
1722514045888,-101.09152221679688
1722514045954,-99.62638092041016
1722514046022,-99.62638092041016
1722514046091,-99.62638092041016
1722514046158,-99.62638092041016
1722514046206,-100.1307373046875
1722514046273,-100.1307373046875
