timestamp,buffer_voltage_mv,resistance,pwr_pw
1722513920470,42,1000000,1764
1722513920474,42,1000000,1764
1722513920479,43,1000000,1849
1722513920483,44,1000000,1936
1722513920486,43,1000000,1849
1722513920490,42,1000000,1764
1722513920494,42,1000000,1764
1722513920498,43,1000000,1849
1722513920502,44,1000000,1936
1722513920506,43,1000000,1849
1722513920510,42,1000000,1764
1722513920514,42,1000000,1764
1722513920518,43,1000000,1849
1722513920522,44,1000000,1936
1722513920526,43,1000000,1849
1722513920531,42,1000000,1764
1722513920535,42,1000000,1764
1722513920539,44,1000000,1936
1722513920543,44,1000000,1936
1722513920547,43,1000000,1849
1722513920551,43,1000000,1849
1722513920555,42,1000000,1764
1722513920559,43,1000000,1849
1722513920563,44,1000000,1936
1722513920567,43,1000000,1849
1722513920571,42,1000000,1764
1722513920575,43,1000000,1849
1722513920580,45,1000000,2025
1722513920584,44,1000000,1936
1722513920588,43,1000000,1849
1722513920591,42,1000000,1764
1722513920595,42,1000000,1764
1722513920599,43,1000000,1849
1722513920603,44,1000000,1936
1722513920607,43,1000000,1849
1722513920611,42,1000000,1764
1722513920615,43,1000000,1849
1722513920619,44,1000000,1936
1722513920623,44,1000000,1936
1722513920627,43,1000000,1849
1722513920631,42,1000000,1764
1722513920635,43,1000000,1849
1722513920639,44,1000000,1936
1722513920643,44,1000000,1936
1722513920647,43,1000000,1849
1722513920651,42,1000000,1764
1722513920655,43,1000000,1849
1722513920659,45,1000000,2025
1722513920663,43,1000000,1849
1722513920667,43,1000000,1849
1722513920671,43,1000000,1849
1722513920675,42,1000000,1764
1722513920679,45,1000000,2025
1722513920684,43,1000000,1849
1722513920688,43,1000000,1849
1722513920692,42,1000000,1764
1722513920695,43,1000000,1849
1722513920699,44,1000000,1936
1722513920703,44,1000000,1936
1722513920707,43,1000000,1849
1722513920711,42,1000000,1764
1722513920715,42,1000000,1764
1722513920719,44,1000000,1936
1722513920723,43,1000000,1849
1722513920727,43,1000000,1849
1722513920732,42,1000000,1764
1722513920736,43,1000000,1849
1722513920740,46,1000000,2116
1722513920744,43,1000000,1849
1722513920748,43,1000000,1849
1722513920752,43,1000000,1849
1722513920756,43,1000000,1849
1722513920760,45,1000000,2025
1722513920764,43,1000000,1849
1722513920768,43,1000000,1849
1722513920772,43,1000000,1849
1722513920776,43,1000000,1849
1722513920780,45,1000000,2025
1722513920784,43,1000000,1849
1722513920789,43,1000000,1849
1722513920793,43,1000000,1849
1722513920796,43,1000000,1849
1722513920800,45,1000000,2025
1722513920804,43,1000000,1849
1722513920808,43,1000000,1849
1722513920812,42,1000000,1764
1722513920816,43,1000000,1849
1722513920820,45,1000000,2025
1722513920824,43,1000000,1849
1722513920828,43,1000000,1849
1722513920832,42,1000000,1764
1722513920837,43,1000000,1849
1722513920841,45,1000000,2025
1722513920845,43,1000000,1849
1722513920849,42,1000000,1764
1722513920853,42,1000000,1764
1722513920857,43,1000000,1849
1722513920861,45,1000000,2025
1722513920865,43,1000000,1849
1722513920869,43,1000000,1849
