exp_id,node_id,rx_gain_ch0,rx_gain_ch1,rx_gain_diff,angle_diff,angle_diff_std,max_IQ_ampl_ch0,max_IQ_ampl_ch1
20240911130529,T04,0.0,0.0,0.0,-24.349148325491388,50.38078025185111,0.012563718224372961,0.0035150240400408732
20240911130529,T04,0.0,9.0,9.0,-8.9069471604574,46.2125075738427,0.01252703864580999,0.007734723504837467
20240911130529,T04,1.0,21.0,20.0,-36.393739907343004,48.485984660415376,0.012625062993943805,0.027989429044588662
20240911130529,T04,1.0,22.0,21.0,-25.26082697543428,46.74475575987224,0.012485705746174514,0.03179829259897237
20240911130529,T04,1.0,23.0,22.0,-30.11159511508049,46.34857711782403,0.012505255838893264,0.03569965544003347
20240911130529,T04,1.0,24.0,23.0,-23.916679402960437,48.46940372416883,0.012514556194459452,0.04087544157107297
20240911130529,T04,1.0,25.0,24.0,-41.78882006103892,46.22815492161009,0.012561607977408601,0.04403103541129541
20240911130529,T04,1.0,26.0,25.0,-22.993707130396793,45.81154766232557,0.012506121037066893,0.04984632866210625
20240911130529,T04,1.0,27.0,26.0,-23.768555813630396,42.307858120360656,0.012544940027778725,0.0562403694190774
20240911130529,T04,1.0,28.0,27.0,-23.048120913364656,45.76462385851692,0.012524668876290194,0.062423409254258766
20240911130529,T04,1.0,29.0,28.0,-41.86861936290223,43.53661036436991,0.012515471250120922,0.07007284028761414
20240911130529,T04,1.0,30.0,29.0,-27.6938030979559,46.676794497637424,0.012526476996077843,0.08093943403181085
20240911130529,T04,0.0,10.0,10.0,-22.132110845409297,49.73318292598688,0.012636169777397576,0.008671068593815723
20240911130529,T04,1.0,31.0,30.0,-30.918706677182623,43.30608156418738,0.012507271844616882,0.09985375153754379
20240911130529,T04,1.0,32.0,31.0,-29.06312948557845,45.58434055126135,0.012531925891332328,0.10089322518694047
20240911130529,T04,1.0,33.0,32.0,-31.678928739843236,47.546487269390425,0.012509671883463297,0.11427725832245644
20240911130529,T04,1.0,34.0,33.0,44.01764561931168,44.33580189887636,0.012492938808689064,0.14129206940286235
