exp_id,node_id,rx_gain_ch0,rx_gain_ch1,rx_gain_diff,angle_diff,angle_diff_std,max_IQ_ampl_ch0,max_IQ_ampl_ch1
20240911105338,T04,37.0,0.0,-37.0,20.86194049117691,50.20790156753877,0.6347326721647487,0.003504411434359758
20240911105338,T04,37.0,9.0,-28.0,29.03288704310368,47.283087258644926,0.6326380866787645,0.007738039605592042
20240911105338,T04,37.0,10.0,-27.0,39.131584785728016,46.53652641988214,0.6316207257144931,0.008698104221528129
20240911105338,T04,37.0,11.0,-26.0,33.67564676281467,44.43243755445456,0.6340212332712689,0.009768543504556236
20240911105338,T04,37.0,12.0,-25.0,39.82540870196489,47.66909740321478,0.6354895880107148,0.011181099543057191
20240911105338,T04,37.0,13.0,-24.0,39.565708631443826,45.98684657087379,0.6358173967565468,0.012183585622268903
20240911105338,T04,37.0,14.0,-23.0,28.322755240367563,42.99825482735152,0.6320738647107774,0.013758280078553736
20240911105338,T04,37.0,15.0,-22.0,41.78481907313435,43.92165796822731,0.6286429673970694,0.015320634189049963
20240911105338,T04,37.0,16.0,-21.0,41.85413934110991,44.95629415999449,0.6340908320368941,0.017375961181255496
20240911105338,T04,37.0,17.0,-20.0,47.55377095166878,45.22985149964956,0.6306974860703012,0.01958033099568604
20240911105338,T04,37.0,18.0,-19.0,42.41943959274705,46.340654483448645,0.6338952447301052,0.02231540302005526
20240911105338,T04,37.0,1.0,-36.0,36.74569931011221,46.65795627970072,0.6311089372998306,0.0035472536056699723
20240911105338,T04,37.0,19.0,-18.0,36.69406774211177,47.439122258472906,0.6325185904852736,0.02419167619441656
20240911105338,T04,37.0,20.0,-17.0,45.3738114183186,46.214091838987834,0.635811564298806,0.0252318894271299
20240911105338,T04,37.0,21.0,-16.0,45.869132352725984,40.16430510485177,0.6357949172305277,0.02802382438937421
20240911105338,T04,37.0,22.0,-15.0,42.44445105172099,41.99999710471057,0.6330722660992266,0.03177251401031334
20240911105338,T04,37.0,23.0,-14.0,51.80936724266334,45.86226255887105,0.6294268321042183,0.035463828416802685
20240911105338,T04,37.0,24.0,-13.0,53.77678811650952,42.821190684699964,0.6336654978280442,0.04084548937340722
20240911105338,T04,37.0,25.0,-12.0,48.87196591191265,45.38170878930924,0.6316941933535428,0.043942902907389746
20240911105338,T04,37.0,26.0,-11.0,58.039536234281194,40.814879802259135,0.630454060897025,0.04997011481844475
20240911105338,T04,37.0,27.0,-10.0,55.2467851510216,41.290764170116844,0.6304900177181159,0.05613356604328372
20240911105338,T04,37.0,28.0,-9.0,50.75877817181264,39.93004710965703,0.6301371087477988,0.0620064557241823
20240911105338,T04,37.0,2.0,-35.0,25.45858518259235,49.962353849903934,0.6353386142353149,0.003522823283737785
20240911105338,T04,37.0,29.0,-8.0,48.91376891198069,44.30889376686107,0.6318715117655885,0.06926902812912357
20240911105338,T04,37.0,30.0,-7.0,50.17328652968726,40.351694276760384,0.6332638818163497,0.08029175847041854
20240911105338,T04,37.0,31.0,-6.0,59.805238114484546,39.03290007184206,0.6285557139279029,0.09981597455298731
20240911105338,T04,37.0,32.0,-5.0,51.02632400845008,39.763685974916314,0.6339474193888347,0.10156099041054259
20240911105338,T04,37.0,33.0,-4.0,56.639152376145745,40.380030549991595,0.6342697829984224,0.11394013803747721
20240911105338,T04,37.0,34.0,-3.0,-48.64092811388075,35.34152110806811,0.626790871089792,0.14041364843016996
20240911105338,T04,37.0,35.0,-2.0,-36.112085794363644,31.840950552641733,0.6310448292619488,0.14725875891293896
20240911105338,T04,37.0,36.0,-1.0,-49.56724186954866,38.0611026735552,0.6281748875796169,0.17016977722666196
20240911105338,T04,37.0,37.0,0.0,-54.01847461924386,35.66289508797132,0.6309179509078686,0.19264249046949553
20240911105338,T04,37.0,38.0,1.0,-51.10743791527558,34.01741666331154,0.6306691517017186,0.21119790477544623
20240911105338,T04,37.0,3.0,-34.0,22.030846986767926,49.433098703120024,0.635845228812101,0.004002801414406628
20240911105338,T04,37.0,39.0,2.0,-50.84895390145213,35.41883494998531,0.6293193232578133,0.2383346261854242
20240911105338,T04,37.0,40.0,3.0,-48.81073785974298,35.23193710033428,0.627721805993693,0.26565042115185394
20240911105338,T04,37.0,41.0,4.0,-54.05924107943653,36.13552331310758,0.6261561701638088,0.29775861917294194
20240911105338,T04,37.0,42.0,5.0,-51.092885998196095,32.39862194189113,0.6287711285403094,0.33947632432186137
20240911105338,T04,37.0,43.0,6.0,-52.105066919724834,33.87891017787856,0.6309108283751416,0.3843666630879811
20240911105338,T04,37.0,44.0,7.0,-46.60755452819097,33.66326481482769,0.6268355150038173,0.42029517836772357
20240911105338,T04,37.0,45.0,8.0,-45.01318415812697,34.07362287339637,0.6258146970787791,0.47162789211024175
20240911105338,T04,37.0,46.0,9.0,-48.63734991812466,35.014201017987986,0.6330072716166601,0.527308400279238
20240911105338,T04,37.0,47.0,10.0,-62.258112220918534,35.647186515311525,0.6305251558554786,0.5945842973656373
20240911105338,T04,37.0,48.0,11.0,-51.89150994108273,31.839980900048147,0.6240962836274383,0.6675673662651371
20240911105338,T04,37.0,4.0,-33.0,27.379912090493708,46.85864664565037,0.6314919810705497,0.00434473594505733
20240911105338,T04,37.0,49.0,12.0,-44.622165897437,47.99943288834229,0.6351285635078749,0.8495128739204667
20240911105338,T04,37.0,50.0,13.0,-50.6777605977214,33.035207650409575,0.634896727203302,0.8661927387368
20240911105338,T04,37.0,51.0,14.0,-53.22383236425018,33.233065346358764,0.6334681039217568,0.9389257732954565
20240911105338,T04,37.0,52.0,15.0,-13.255223466083995,36.631066717242255,0.6249873435931769,1.0146176080119003
20240911105338,T04,37.0,53.0,16.0,-18.329995836354268,31.052136645304124,0.6257130936039597,1.102756132913578
20240911105338,T04,37.0,54.0,17.0,-8.160340515402979,32.88512991250318,0.6311015888434105,1.1272793395319227
20240911105338,T04,37.0,55.0,18.0,-19.477604730804437,29.81619643639441,0.6244969710187563,1.1517947108213493
20240911105338,T04,37.0,56.0,19.0,-45.44855842029344,48.29896952101634,0.6311222329775973,1.172812646212674
20240911105338,T04,37.0,57.0,20.0,-21.503227419783865,41.37009975480533,0.6252394490749277,1.17858674225591
20240911105338,T04,37.0,58.0,21.0,-59.761002485154854,57.24442765389059,0.630754213240043,1.1959370066590755
20240911105338,T04,37.0,5.0,-32.0,39.88263869526627,49.99475983193653,0.6330498540712537,0.00488589300562403
20240911105338,T04,37.0,59.0,22.0,-10.232423539473633,28.151334006574245,0.6228201818140668,1.2007189545972405
20240911105338,T04,37.0,60.0,23.0,-36.78618329076044,65.4340681950645,0.630197862681498,1.1964602095834047
20240911105338,T04,37.0,61.0,24.0,-12.817590445280302,37.55626493807246,0.6341501365716334,1.2107784239212724
20240911105338,T04,37.0,62.0,25.0,-22.612248057967232,42.89945592558058,0.6263161358943754,1.2076765661669815
20240911105338,T04,37.0,63.0,26.0,12.035358561004964,36.42247675536041,0.6305343683517086,1.2080846093196014
20240911105338,T04,37.0,64.0,27.0,-27.16796247485054,34.65385710767548,0.6341261019001485,1.211615515461167
