exp_id,node_id,rx_gain_ch0,rx_gain_ch1,rx_gain_diff,angle_diff,angle_diff_std,max_IQ_ampl_ch0,max_IQ_ampl_ch1
20240911194516,T03,0.0,0.0,0.0,-75.11022920559576,0.6692373464472329,0.011413964,0.003387567
20240911194516,T03,0.0,9.0,9.0,-76.25781296985878,0.33423400409056125,0.011383445,0.007110839
20240911194516,T03,1.0,21.0,20.0,-78.21085621418857,0.14930373242671416,0.0113529265,0.025299937
20240911194516,T03,1.0,22.0,21.0,-78.1947399666515,0.13976186120569953,0.011413964,0.028504392
20240911194516,T03,1.0,23.0,22.0,-80.12147052015435,2.3618179443609533,0.0113529265,0.03207507
20240911194516,T03,1.0,24.0,23.0,-78.19915828585333,0.14559362800220568,0.011413964,0.036622345
20240911194516,T03,1.0,25.0,24.0,-78.1986750270936,0.13552950815008807,0.0113529265,0.039643686
20240911194516,T03,1.0,26.0,25.0,-79.7263784507129,1.8916069555489918,0.011383445,0.04470978
20240911194516,T03,1.0,27.0,26.0,-78.19984060354858,0.14361017533932277,0.0113529265,0.05002002
20240911194516,T03,1.0,28.0,27.0,-78.08120372164748,0.13386202012324128,0.011413964,0.05536078
20240911194516,T03,1.0,29.0,28.0,-78.79374000960611,0.9187770777490949,0.011475001,0.062410578
20240911194516,T03,1.0,30.0,29.0,-79.72318364992955,0.13436301516536286,0.011383445,0.07168824
20240911194516,T03,0.0,10.0,10.0,-76.22458106756109,0.2946021168292856,0.011383445,0.008026397
20240911194516,T03,1.0,31.0,30.0,-79.70654524232351,0.12718204128229502,0.011383445,0.0808133
20240911194516,T03,1.0,32.0,31.0,-78.04155423497929,1.8977145796845356,0.011413964,0.102328934
20240911194516,T03,1.0,33.0,32.0,-79.71395691519689,0.12889165596186736,0.011383445,0.10205427
20240911194516,T03,1.0,34.0,33.0,105.39272246643742,0.12367521614737574,0.011383445,0.11520779
20240911194516,T03,1.0,35.0,34.0,107.97683344103157,2.351585584159024,0.0113529265,0.14426152
20240911194516,T03,1.0,36.0,35.0,101.3073421980388,0.12778803039304107,0.011322408,0.14990747
20240911194516,T03,1.0,37.0,36.0,101.31278230666234,0.12156722156261271,0.0113529265,0.17157568
20240911194516,T03,1.0,38.0,37.0,98.27039386857892,2.6867034143225292,0.0113529265,0.19934763
20240911194516,T03,1.0,39.0,38.0,101.30626202288573,0.12280063838856108,0.0113529265,0.20954084
20240911194516,T03,1.0,40.0,39.0,101.31329146603244,0.1196612487802641,0.011413964,0.235207
20240911194516,T03,0.0,11.0,11.0,-76.21162930325818,0.26784866123530343,0.011413964,0.009002993
20240911194516,T03,1.0,41.0,40.0,98.70978669310747,2.30161900705982,0.011383445,0.28116804
20240911194516,T03,1.0,42.0,41.0,101.30874025393442,0.12236862749995912,0.011383445,0.29743448
20240911194516,T03,1.0,43.0,42.0,101.31866223416938,0.1161307100742457,0.011413964,0.34147283
20240911194516,T03,1.0,44.0,43.0,103.0031454263297,3.223057400607212,0.0113529265,0.409743
20240911194516,T03,1.0,45.0,44.0,101.31990943267897,0.11755950768832216,0.011322408,0.417098
20240911194516,T03,1.0,46.0,45.0,101.31541133046396,0.11399927759668914,0.011383445,0.46788096
20240911194516,T03,1.0,47.0,46.0,98.42739568282317,2.569733750713151,0.011383445,0.56355685
20240911194516,T03,1.0,48.0,47.0,101.3136143980286,0.1159244806700935,0.0113529265,0.59212226
20240911194516,T03,1.0,49.0,48.0,101.32032376618167,0.11373515297432174,0.0113529265,0.6744615
20240911194516,T03,1.0,50.0,49.0,103.76421978455872,1.9037809880383856,0.011383445,0.8388043
20240911194516,T03,0.0,12.0,12.0,-76.20232274948418,0.2300852411548511,0.0113529265,0.010193219
20240911194516,T03,1.0,51.0,50.0,102.25460865780099,2.7335819848055984,0.0113529265,0.966189
20240911194516,T03,1.0,52.0,51.0,99.20280828944138,1.8089567866841554,0.011322408,0.96567017
20240911194516,T03,1.0,53.0,52.0,101.93308062679311,1.2256447795182768,0.0113529265,1.0000342
20240911194516,T03,1.0,54.0,53.0,101.74150651474189,2.0138462233842187,0.011322408,1.0000342
20240911194516,T03,1.0,55.0,54.0,108.4029128409246,2.3278059021583357,0.011383445,1.0000342
20240911194516,T03,1.0,56.0,55.0,108.39078921478969,1.2691662551431855,0.011383445,1.0000342
20240911194516,T03,1.0,57.0,56.0,109.10444309500195,1.950698825798818,0.011413964,1.0000342
20240911194516,T03,1.0,58.0,57.0,109.72300240926607,1.8333952516001992,0.0113529265,1.0000342
20240911194516,T03,1.0,59.0,58.0,110.06650611733598,1.6760866239971928,0.011383445,1.0000342
20240911194516,T03,1.0,60.0,59.0,110.32594400298217,1.6372581549396827,0.011383445,1.0000342
20240911194516,T03,0.0,13.0,13.0,-76.18388741467221,0.21574728017334321,0.011383445,0.0111087775
