X: (Deg),Y: (Hits)
54.9134,0
55.0942,0
55.2749,0
55.4557,0
55.6365,0
55.8172,0
55.998,0
56.1787,0
56.3595,0
56.5402,0
56.721,0
56.9017,0
57.0825,0
57.2633,0
57.444,0
57.6248,0
57.8055,0
57.9863,0
58.167,0
58.3478,0
58.5286,0
58.7093,0
58.8901,0
59.0708,0
59.2516,0
59.4323,0
59.6131,0
59.7938,0
59.9746,0
60.1554,0
60.3361,0
60.5169,0
60.6976,0
60.8784,0
61.0591,0
61.2399,0
61.4206,0
61.6014,0
61.7822,0
61.9629,0
62.1437,0
62.3244,0
62.5052,0
62.6859,0
62.8667,0
63.0474,0
63.2282,0
63.409,0
63.5897,0
63.7705,0
63.9512,0
64.132,0
64.3127,0
64.4935,0
64.6742,0
64.855,0
65.0358,0
65.2165,0
65.3973,0
65.578,0
65.7588,0
65.9395,0
66.1203,0
66.301,0
66.4818,0
66.6626,0
66.8433,0
67.0241,0
67.2048,0
67.3856,0
67.5663,0
67.7471,0
67.9278,0
68.1086,0
68.2894,0
68.4701,0
68.6509,0
68.8316,0
69.0124,0
69.1931,0
69.3739,0
69.5546,0
69.7354,0
69.9162,0
70.0969,0
70.2777,0
70.4584,0
70.6392,0
70.8199,0
71.0007,0
71.1814,0
71.3622,0
71.543,0
71.7237,0
71.9045,0
72.0852,0
72.266,0
72.4467,0
72.6275,0
72.8083,0
72.989,0
73.1698,0
73.3505,0
73.5313,0
73.712,0
73.8928,0
74.0735,0
74.2543,0
74.4351,0
74.6158,0
74.7966,0
74.9773,0
75.1581,0
75.3388,0
75.5196,0
75.7003,0
75.8811,0
76.0619,0
76.2426,0
76.4234,0
76.6041,0
76.7849,0
76.9656,0
77.1464,0
77.3271,0
77.5079,0
77.6887,0
77.8694,0
78.0502,0
78.2309,0
78.4117,0
78.5924,0
78.7732,0
78.9539,0
79.1347,0
79.3155,0
79.4962,0
79.677,0
79.8577,0
80.0385,0
80.2192,0
80.4,0
80.5807,0
80.7615,0
80.9423,0
81.123,0
81.3038,0
81.4845,0
81.6653,0
81.846,0
82.0268,0
82.2075,0
82.3883,0
82.5691,0
82.7498,0
82.9306,0
83.1113,0
83.2921,0
83.4728,0
83.6536,0
83.8343,0
84.0151,0
84.1959,0
84.3766,0
84.5574,0
84.7381,0
84.9189,0
85.0996,0
85.2804,0
85.4612,0
85.6419,0
85.8227,0
86.0034,0
86.1842,0
86.3649,0
86.5457,0
86.7264,0
86.9072,0
87.088,0
87.2687,0
87.4495,0
87.6302,0
87.811,0
87.9917,0
88.1725,0
88.3532,0
88.534,0
88.7148,0
88.8955,0
89.0763,0
89.257,0
89.4378,0
89.6185,0
89.7993,0
89.98,0
90.1608,0
90.3416,0
90.5223,0
90.7031,0
90.8838,0
91.0646,0
91.2453,0
91.4261,0
91.6068,0
91.7876,0
91.9684,0
92.1491,0
92.3299,0
92.5106,0
92.6914,0
92.8721,0
93.0529,0
93.2336,0
93.4144,0
93.5952,0
93.7759,0
93.9567,0
94.1374,0
94.3182,0
94.4989,0
94.6797,0
94.8604,0
95.0412,0
95.222,0
95.4027,0
95.5835,0
95.7642,0
95.945,0
96.1257,0
96.3065,0
96.4872,0
96.668,0
96.8488,0
97.0295,0
97.2103,0
97.391,0
97.5718,0
97.7525,0
97.9333,0
98.1141,0
98.2948,0
98.4756,0
98.6563,0
98.8371,0
99.0178,0
99.1986,0
99.3793,0
99.5601,0
99.7409,0
99.9216,0
100.102,0
100.283,0
100.464,0
100.645,0
100.825,0
101.006,0
101.187,0
101.368,0
101.548,0
101.729,0
101.91,0
102.091,0
102.271,0
102.452,0
102.633,0
102.814,0
102.994,0
103.175,0
103.356,0
103.537,0
103.717,0
103.898,0
104.079,0
104.26,0
104.441,0
104.621,0
104.802,0
104.983,0
105.164,0
105.344,0
105.525,0
105.706,0
105.887,0
106.067,0
106.248,0
106.429,0
106.61,0
106.79,0
106.971,0
107.152,0
107.333,0
107.513,0
107.694,0
107.875,0
108.056,0
108.236,0
108.417,0
108.598,0
108.779,0
108.959,0
109.14,0
109.321,0
109.502,0
109.682,0
109.863,0
110.044,0
110.225,0
110.405,0
110.586,0
110.767,0
110.948,0
111.128,0
111.309,0
111.49,0
111.671,0
111.851,0
112.032,0
112.213,0
112.394,0
112.575,0
112.755,0
112.936,0
113.117,0
113.298,0
113.478,0
113.659,0
113.84,0
114.021,0
114.201,0
114.382,0
114.563,0
114.744,0
114.924,0
115.105,0
115.286,0
115.467,0
115.647,0
115.828,0
116.009,0
116.19,0
116.37,0
116.551,0
116.732,0
116.913,0
117.093,0
117.274,0
117.455,0
117.636,0
117.816,0
117.997,0
118.178,0
118.359,0
118.539,0
118.72,0
118.901,0
119.082,0
119.262,0
119.443,0
119.624,0
119.805,0
119.985,0
120.166,0
120.347,0
120.528,0
120.709,0
120.889,0
121.07,0
121.251,0
121.432,0
121.612,0
121.793,0
121.974,0
122.155,0
122.335,0
122.516,0
122.697,0
122.878,0
123.058,0
123.239,0
123.42,0
123.601,0
123.781,0
123.962,0
124.143,0
124.324,0
124.504,0
124.685,0
124.866,0
125.047,0
125.227,0
125.408,0
125.589,0
125.77,0
125.95,0
126.131,0
126.312,0
126.493,0
126.673,0
126.854,0
127.035,0
127.216,0
127.396,0
127.577,0
127.758,0
127.939,0
128.119,0
128.3,0
128.481,0
128.662,0
128.843,0
129.023,0
129.204,0
129.385,0
129.566,0
129.746,0
129.927,0
130.108,0
130.289,0
130.469,0
130.65,0
130.831,0
131.012,0
131.192,0
131.373,0
131.554,0
131.735,0
131.915,0
132.096,0
132.277,0
132.458,0
132.638,0
132.819,0
133,0
133.181,0
133.361,0
133.542,0
133.723,0
133.904,0
134.084,0
134.265,0
134.446,0
134.627,0
134.807,0
134.988,0
135.169,0
135.35,0
135.53,0
135.711,0
135.892,0
136.073,0
136.254,0
136.434,0
136.615,0
136.796,0
136.977,0
137.157,0
137.338,0
137.519,0
137.7,0
137.88,0
138.061,0
138.242,0
138.423,0
138.603,0
138.784,0
138.965,0
139.146,0
139.326,0
139.507,0
139.688,0
139.869,0
140.049,0
140.23,0
140.411,0
140.592,0
140.772,0
140.953,0
141.134,0
141.315,0
141.495,0
141.676,0
141.857,0
142.038,0
142.218,0
142.399,0
142.58,0
142.761,0
142.941,0
143.122,0
143.303,0
143.484,0
143.664,0
143.845,0
144.026,0
144.207,0
144.388,0
144.568,0
144.749,0
144.93,0
145.111,0
145.291,0
145.472,0
145.653,0
145.834,0
146.014,0
146.195,0
146.376,0
146.557,0
146.737,0
146.918,0
147.099,0
147.28,0
147.46,0
147.641,0
147.822,0
148.003,0
148.183,0
148.364,0
148.545,0
148.726,0
148.906,0
149.087,0
149.268,0
149.449,0
149.629,0
149.81,0
149.991,0
150.172,0
150.352,0
150.533,0
150.714,0
150.895,0
151.075,0
151.256,0
151.437,0
151.618,0
151.798,0
151.979,0
152.16,0
152.341,0
152.522,0
152.702,0
152.883,0
153.064,0
153.245,0
153.425,0
153.606,0
153.787,0
153.968,0
154.148,0
154.329,0
154.51,0
154.691,0
154.871,0
155.052,0
155.233,0
155.414,0
155.594,0
155.775,0
155.956,0
156.137,0
156.317,0
156.498,0
156.679,0
156.86,0
157.04,0
157.221,0
157.402,0
157.583,0
157.763,0
157.944,0
158.125,0
158.306,0
158.486,0
158.667,0
158.848,0
159.029,0
159.209,0
159.39,0
159.571,0
159.752,0
159.933,0
160.113,0
160.294,0
160.475,0
160.656,0
160.836,0
161.017,0
161.198,0
161.379,0
161.559,0
161.74,0
161.921,0
162.102,0
162.282,0
162.463,0
162.644,0
162.825,0
163.005,0
163.186,0
163.367,0
163.548,0
163.728,0
163.909,0
164.09,0
164.271,0
164.451,0
164.632,0
164.813,0
164.994,0
165.174,0
165.355,0
165.536,0
165.717,0
165.897,0
166.078,0
166.259,0
166.44,0
166.62,0
166.801,0
166.982,0
167.163,0
167.343,0
167.524,0
167.705,0
167.886,0
168.067,0
168.247,0
168.428,0
168.609,0
168.79,0
168.97,0
169.151,0
169.332,0
169.513,0
169.693,0
169.874,0
170.055,0
170.236,0
170.416,0
170.597,0
170.778,0
170.959,0
171.139,0
171.32,0
171.501,0
171.682,0
171.862,0
172.043,0
172.224,0
172.405,0
172.585,0
172.766,0
172.947,0
173.128,0
173.308,0
173.489,0
173.67,0
173.851,0
174.031,0
174.212,0
174.393,0
174.574,0
174.754,0
174.935,0
175.116,0
175.297,0
175.477,0
175.658,0
175.839,0
176.02,0
176.201,0
176.381,0
176.562,0
176.743,0
176.924,0
177.104,0
177.285,0
177.466,0
177.647,0
177.827,0
178.008,0
178.189,0
178.37,0
178.55,0
178.731,0
178.912,0
179.093,0
179.273,0
179.454,0
179.635,0
179.816,0
179.996,0
180.177,0
180.358,0
180.539,0
180.719,0
180.9,0
181.081,0
181.262,0
181.442,0
181.623,0
181.804,0
181.985,0
182.165,0
182.346,0
182.527,0
182.708,0
182.888,0
183.069,0
183.25,0
183.431,0
183.612,0
183.792,0
183.973,0
184.154,0
184.335,0
184.515,0
184.696,0
184.877,0
185.058,0
185.238,0
185.419,0
185.6,0
185.781,0
185.961,0
186.142,0
186.323,0
186.504,0
186.684,0
186.865,0
187.046,0
187.227,0
187.407,0
187.588,0
187.769,0
187.95,0
188.13,0
188.311,0
188.492,0
188.673,0
188.853,0
189.034,0
189.215,0
189.396,0
189.576,0
189.757,0
189.938,0
190.119,0
190.299,0
190.48,0
190.661,0
190.842,0
191.022,0
191.203,0
191.384,0
191.565,0
191.746,0
191.926,0
192.107,0
192.288,0
192.469,0
192.649,0
192.83,0
193.011,0
193.192,0
193.372,0
193.553,0
193.734,0
193.915,0
194.095,0
194.276,0
194.457,0
194.638,0
194.818,0
194.999,0
195.18,0
195.361,0
195.541,0
195.722,0
195.903,0
196.084,0
196.264,0
196.445,0
196.626,0
196.807,0
196.987,0
197.168,0
197.349,0
197.53,0
197.71,0
197.891,0
198.072,0
198.253,0
198.433,0
198.614,0
198.795,0
198.976,0
199.156,0
199.337,0
199.518,0
199.699,0
199.88,0
200.06,0
200.241,0
200.422,0
200.603,0
200.783,0
200.964,0
201.145,0
201.326,0
201.506,0
201.687,0
201.868,0
202.049,0
202.229,0
202.41,0
202.591,0
202.772,0
202.952,0
203.133,0
203.314,0
203.495,0
203.675,0
203.856,0
204.037,0
204.218,0
204.398,0
204.579,0
204.76,0
204.941,0
205.121,0
205.302,0
205.483,0
205.664,0
205.844,0
206.025,0
206.206,0
206.387,0
206.567,0
206.748,0
206.929,0
207.11,0
207.29,0
207.471,0
207.652,0
207.833,0
208.014,0
208.194,0
208.375,0
208.556,0
208.737,0
208.917,0
209.098,0
209.279,0
209.46,0
209.64,0
209.821,0
210.002,0
210.183,0
210.363,0
210.544,0
210.725,0
210.906,0
211.086,0
211.267,0
211.448,0
211.629,0
211.809,0
211.99,0
212.171,0
212.352,0
212.532,0
212.713,0
212.894,0
213.075,0
213.255,0
213.436,0
213.617,0
213.798,0
213.978,0
214.159,0
214.34,0
214.521,0
214.701,0
214.882,0
215.063,0
215.244,0
215.425,0
215.605,0
215.786,0
215.967,0
216.148,0
216.328,0
216.509,0
216.69,0
216.871,0
217.051,0
217.232,0
217.413,0
217.594,0
217.774,0
217.955,0
218.136,0
218.317,0
218.497,0
218.678,0
218.859,0
219.04,0
219.22,0
219.401,0
219.582,0
219.763,0
219.943,0
220.124,0
220.305,0
220.486,0
220.666,0
220.847,0
221.028,0
221.209,0
221.389,0
221.57,0
221.751,0
221.932,0
222.112,0
222.293,0
222.474,0
222.655,0
222.835,0
223.016,0
223.197,0
223.378,0
223.559,0
223.739,0
223.92,0
224.101,0
224.282,0
224.462,0
224.643,0
224.824,0
225.005,0
225.185,0
225.366,0
225.547,0
225.728,0
225.908,0
226.089,0
226.27,0
226.451,0
226.631,0
226.812,0
226.993,0
227.174,0
227.354,0
227.535,0
227.716,0
227.897,0
228.077,0
228.258,0
228.439,0
228.62,0
228.8,0
228.981,0
229.162,0
229.343,0
229.523,0
229.704,0
229.885,0
230.066,0
230.246,0
230.427,0
230.608,0
230.789,0
230.969,0
231.15,0
231.331,0
231.512,0
231.693,0
231.873,0
232.054,0
232.235,0
232.416,0
232.596,0
232.777,0
232.958,0
233.139,0
233.319,0
233.5,0
233.681,0
233.862,0
234.042,0
234.223,0
234.404,0
234.585,0
234.765,0
234.946,0
235.127,0
235.308,0
235.488,0
235.669,0
235.85,0
236.031,0
236.211,0
236.392,0
236.573,0
236.754,0
236.934,0
237.115,0
237.296,0
237.477,0
237.657,0
237.838,0
238.019,0
238.2,0
238.38,0
238.561,0
238.742,0
238.923,0
239.104,0
239.284,0
239.465,0
239.646,0
239.827,0
240.007,0
240.188,0
240.369,0
240.55,0
240.73,0
240.911,0
241.092,0
241.273,0
241.453,0
241.634,0
241.815,0
241.996,0
242.176,0
242.357,0
242.538,0
242.719,0
242.899,0
243.08,0
243.261,0
243.442,0
243.622,0
243.803,0
243.984,0
244.165,0
244.345,0
244.526,0
244.707,0
244.888,0
245.068,0
245.249,0
245.43,0
245.611,0
245.791,0
245.972,0
246.153,0
246.334,0
246.514,0
246.695,0
246.876,0
247.057,0
247.238,0
247.418,0
247.599,0
247.78,0
247.961,0
248.141,0
248.322,0
248.503,0
248.684,0
248.864,0
249.045,0
249.226,0
249.407,0
249.587,0
249.768,0
249.949,0
250.13,0
250.31,0
250.491,0
250.672,0
250.853,0
251.033,0
251.214,0
251.395,0
251.576,0
251.756,0
251.937,0
252.118,0
252.299,0
252.479,0
252.66,0
252.841,0
253.022,0
253.202,0
253.383,0
253.564,0
253.745,0
253.925,0
254.106,0
254.287,0
254.468,0
254.648,0
254.829,0
255.01,0
255.191,0
255.372,0
255.552,0
255.733,0
255.914,0
256.095,0
256.275,0
256.456,0
256.637,0
256.818,0
256.998,0
257.179,0
257.36,0
257.541,0
257.721,0
257.902,0
258.083,0
258.264,0
258.444,0
258.625,0
258.806,0
258.987,0
259.167,0
259.348,0
259.529,0
259.71,0
259.89,0
260.071,0
260.252,0
260.433,0
260.613,0
260.794,0
260.975,0
261.156,0
261.336,0
261.517,0
261.698,0
261.879,0
262.059,0
262.24,0
262.421,0
262.602,0
262.783,0
262.963,0
263.144,0
263.325,0
263.506,0
263.686,0
263.867,0
264.048,0
264.229,0
264.409,0
264.59,0
264.771,0
264.952,0
265.132,0
265.313,0
265.494,0
265.675,0
265.855,0
266.036,0
266.217,0
266.398,0
266.578,0
266.759,0
266.94,0
267.121,0
267.301,0
267.482,0
267.663,0
267.844,0
268.024,0
268.205,0
268.386,0
268.567,0
268.747,0
268.928,0
269.109,0
269.29,0
269.47,0
269.651,0
269.832,0
270.013,0
270.193,0
270.374,0
270.555,0
270.736,0
270.917,0
271.097,0
271.278,0
271.459,0
271.64,0
271.82,0
272.001,0
272.182,0
272.363,0
272.543,0
272.724,0
272.905,0
273.086,0
273.266,0
273.447,0
273.628,0
273.809,0
273.989,0
274.17,0
274.351,0
274.532,0
274.712,0
274.893,0
275.074,0
275.255,0
275.435,0
275.616,0
275.797,0
275.978,0
276.158,0
276.339,0
276.52,0
276.701,0
276.881,0
277.062,0
277.243,0
277.424,0
277.604,0
277.785,0
277.966,0
278.147,0
278.327,0
278.508,0
278.689,0
278.87,0
279.051,0
279.231,0
279.412,0
279.593,0
279.774,0
279.954,0
280.135,0
280.316,0
280.497,0
280.677,0
280.858,0
281.039,0
281.22,0
281.4,0
281.581,0
281.762,0
281.943,0
282.123,0
282.304,0
282.485,0
282.666,0
282.846,0
283.027,0
283.208,0
283.389,0
283.569,0
283.75,0
283.931,0
284.112,0
284.292,0
284.473,0
284.654,0
284.835,0
285.015,0
285.196,0
285.377,0
285.558,0
285.738,0
285.919,0
286.1,0
286.281,0
286.461,0
286.642,0
286.823,0
287.004,0
287.185,0
287.365,0
287.546,0
287.727,0
287.908,0
288.088,0
288.269,0
288.45,0
288.631,0
288.811,0
288.992,0
289.173,0
289.354,0
289.534,0
289.715,0
289.896,0
290.077,0
290.257,0
290.438,0
290.619,0
290.8,0
290.98,0
291.161,0
291.342,0
291.523,0
291.703,0
291.884,0
292.065,0
292.246,0
292.426,0
292.607,0
292.788,0
292.969,0
293.149,0
293.33,0
293.511,0
293.692,0
293.872,0
294.053,0
294.234,0
294.415,0
294.596,0
294.776,0
294.957,0
295.138,0
295.319,0
295.499,0
295.68,0
295.861,0
296.042,0
296.222,0
296.403,0
296.584,0
296.765,0
296.945,0
297.126,0
297.307,0
297.488,0
297.668,0
297.849,0
298.03,0
298.211,0
298.391,0
298.572,0
298.753,0
298.934,0
299.114,0
299.295,0
299.476,0
299.657,0
299.837,0
300.018,0
300.199,0
300.38,0
300.56,0
300.741,0
300.922,0
301.103,0
301.283,0
301.464,0
301.645,0
301.826,0
302.006,0
302.187,0
302.368,0
302.549,0
302.73,0
302.91,0
303.091,0
303.272,0
303.453,0
303.633,0
303.814,0
303.995,0
304.176,0
304.356,0
304.537,0
304.718,0
304.899,0
305.079,0
305.26,0
305.441,0
305.622,0
305.802,0
305.983,0
306.164,0
306.345,0
306.525,0
306.706,0
306.887,0
307.068,0
307.248,0
307.429,0
307.61,0
307.791,0
307.971,0
308.152,0
308.333,0
308.514,0
308.694,0
308.875,0
309.056,0
309.237,0
309.417,0
309.598,0
309.779,0
309.96,0
310.14,0
310.321,0
310.502,0
310.683,0
310.864,0
311.044,0
311.225,0
311.406,0
311.587,0
311.767,0
311.948,0
312.129,0
312.31,0
312.49,0
312.671,0
312.852,0
313.033,0
313.213,0
313.394,0
313.575,0
313.756,0
313.936,0
314.117,0
314.298,0
314.479,0
314.659,0
314.84,0
315.021,0
315.202,0
315.382,0
315.563,0
315.744,0
315.925,0
316.105,0
316.286,0
316.467,0
316.648,0
316.828,0
317.009,0
317.19,0
317.371,0
317.551,0
317.732,0
317.913,0
318.094,0
318.275,0
318.455,0
318.636,0
318.817,0
318.998,0
319.178,0
319.359,0
319.54,0
319.721,0
319.901,0
320.082,0
320.263,0
320.444,0
320.624,0
320.805,0
320.986,0
321.167,0
321.347,0
321.528,0
321.709,0
321.89,0
322.07,0
322.251,0
322.432,0
322.613,0
322.793,0
322.974,0
323.155,0
323.336,0
323.516,0
323.697,0
323.878,0
324.059,0
324.239,0
324.42,0
324.601,0
324.782,0
324.962,0
325.143,0
325.324,0
325.505,0
325.685,0
325.866,0
326.047,0
326.228,0
326.409,0
326.589,0
326.77,0
326.951,0
327.132,0
327.312,0
327.493,0
327.674,0
327.855,0
328.035,0
328.216,0
328.397,0
328.578,0
328.758,0
328.939,0
329.12,0
329.301,0
329.481,0
329.662,0
329.843,0
330.024,0
330.204,0
330.385,0
330.566,0
330.747,0
330.927,0
331.108,0
331.289,0
331.47,0
331.65,0
331.831,0
332.012,0
332.193,0
332.373,0
332.554,0
332.735,0
332.916,0
333.096,0
333.277,0
333.458,0
333.639,0
333.819,0
334,0
334.181,0
334.362,0
334.543,0
334.723,0
334.904,0
335.085,0
335.266,0
335.446,0
335.627,0
335.808,0
335.989,0
336.169,0
336.35,0
336.531,0
336.712,0
336.892,0
337.073,0
337.254,0
337.435,0
337.615,0
337.796,0
337.977,0
338.158,0
338.338,0
338.519,0
338.7,0
338.881,0
339.061,0
339.242,0
339.423,0
339.604,0
339.784,0
339.965,0
340.146,0
340.327,0
340.507,0
340.688,0
340.869,0
341.05,0
341.23,0
341.411,0
341.592,0
341.773,0
341.954,0
342.134,0
342.315,0
342.496,0
342.677,0
342.857,0
343.038,0
343.219,0
343.4,0
343.58,0
343.761,0
343.942,0
344.123,0
344.303,0
344.484,0
344.665,0
344.846,0
345.026,0
345.207,0
345.388,0
345.569,0
345.749,0
345.93,0
346.111,0
346.292,0
346.472,0
346.653,0
346.834,0
347.015,0
347.195,0
347.376,0
347.557,0
347.738,0
347.918,0
348.099,0
348.28,0
348.461,0
348.641,0
348.822,0
349.003,0
349.184,0
349.364,0
349.545,0
349.726,0
349.907,0
350.088,0
350.268,0
350.449,0
350.63,0
350.811,0
350.991,0
351.172,0
351.353,2
351.534,2
351.714,2
351.895,6
352.076,7
352.257,13
352.437,22
352.618,33
352.799,53
352.98,70
353.16,102
353.341,117
353.522,131
353.703,207
353.883,240
354.064,297
354.245,393
354.426,501
354.606,598
354.787,675
354.968,776
355.149,958
355.329,1115
355.51,1206
355.691,1322
355.872,1435
356.052,1651
356.233,1828
356.414,2079
356.595,2443
356.775,2793
356.956,3287
357.137,3876
357.318,4516
357.498,5229
357.679,5991
357.86,6834
358.041,7512
358.222,8224
358.402,8960
358.583,9894
358.764,10473
358.945,10943
359.125,11658
359.306,11606
359.487,11667
359.668,11411
359.848,10848
360.029,3447
360.21,0
360.391,0
360.571,0
360.752,0
