X: (Deg),Y: (Hits)
144.741,0
144.921,0
145.102,0
145.282,0
145.462,0
145.643,0
145.823,0
146.004,0
146.184,0
146.365,0
146.545,0
146.725,0
146.906,0
147.086,0
147.267,0
147.447,0
147.628,0
147.808,0
147.988,0
148.169,0
148.349,0
148.53,0
148.71,0
148.891,0
149.071,0
149.251,0
149.432,0
149.612,0
149.793,0
149.973,0
150.154,0
150.334,0
150.514,0
150.695,0
150.875,0
151.056,0
151.236,0
151.417,0
151.597,0
151.777,0
151.958,0
152.138,0
152.319,0
152.499,0
152.68,0
152.86,0
153.04,0
153.221,0
153.401,0
153.582,0
153.762,0
153.943,0
154.123,0
154.303,0
154.484,0
154.664,0
154.845,0
155.025,0
155.206,0
155.386,0
155.566,0
155.747,0
155.927,0
156.108,0
156.288,0
156.468,0
156.649,0
156.829,0
157.01,0
157.19,0
157.371,0
157.551,0
157.731,0
157.912,0
158.092,0
158.273,0
158.453,0
158.634,0
158.814,0
158.994,0
159.175,0
159.355,0
159.536,0
159.716,0
159.897,0
160.077,0
160.257,0
160.438,0
160.618,0
160.799,0
160.979,0
161.16,0
161.34,0
161.52,0
161.701,0
161.881,0
162.062,0
162.242,0
162.423,0
162.603,0
162.783,0
162.964,0
163.144,0
163.325,0
163.505,0
163.686,0
163.866,0
164.046,0
164.227,0
164.407,0
164.588,0
164.768,0
164.949,0
165.129,0
165.309,0
165.49,0
165.67,0
165.851,0
166.031,0
166.212,0
166.392,0
166.572,0
166.753,0
166.933,0
167.114,0
167.294,0
167.475,0
167.655,0
167.835,0
168.016,0
168.196,0
168.377,0
168.557,0
168.738,0
168.918,0
169.098,0
169.279,0
169.459,0
169.64,0
169.82,0
170.001,0
170.181,0
170.361,0
170.542,0
170.722,0
170.903,0
171.083,0
171.263,0
171.444,0
171.624,0
171.805,0
171.985,0
172.166,0
172.346,0
172.526,0
172.707,0
172.887,0
173.068,0
173.248,0
173.429,0
173.609,0
173.789,0
173.97,0
174.15,0
174.331,0
174.511,0
174.692,0
174.872,0
175.052,0
175.233,0
175.413,0
175.594,0
175.774,0
175.955,0
176.135,0
176.315,0
176.496,0
176.676,0
176.857,0
177.037,0
177.218,0
177.398,0
177.578,0
177.759,0
177.939,0
178.12,0
178.3,0
178.481,0
178.661,0
178.841,0
179.022,0
179.202,0
179.383,0
179.563,0
179.744,0
179.924,0
180.104,0
180.285,0
180.465,0
180.646,0
180.826,0
181.007,0
181.187,0
181.367,0
181.548,0
181.728,0
181.909,0
182.089,0
182.27,0
182.45,0
182.63,0
182.811,0
182.991,0
183.172,0
183.352,0
183.533,0
183.713,0
183.893,0
184.074,0
184.254,0
184.435,0
184.615,0
184.796,0
184.976,0
185.156,0
185.337,0
185.517,0
185.698,0
185.878,0
186.059,0
186.239,0
186.419,0
186.6,0
186.78,0
186.961,0
187.141,0
187.321,0
187.502,0
187.682,0
187.863,0
188.043,0
188.224,0
188.404,0
188.584,0
188.765,0
188.945,0
189.126,0
189.306,0
189.487,0
189.667,0
189.847,0
190.028,0
190.208,0
190.389,0
190.569,0
190.75,0
190.93,0
191.11,0
191.291,0
191.471,0
191.652,0
191.832,0
192.013,0
192.193,0
192.373,0
192.554,0
192.734,0
192.915,0
193.095,0
193.276,0
193.456,0
193.636,0
193.817,0
193.997,0
194.178,0
194.358,0
194.539,0
194.719,0
194.899,0
195.08,0
195.26,0
195.441,0
195.621,0
195.802,0
195.982,0
196.162,0
196.343,0
196.523,0
196.704,0
196.884,0
197.065,0
197.245,0
197.425,0
197.606,0
197.786,0
197.967,0
198.147,0
198.328,0
198.508,0
198.688,0
198.869,0
199.049,0
199.23,0
199.41,0
199.591,0
199.771,0
199.951,0
200.132,0
200.312,0
200.493,0
200.673,0
200.854,0
201.034,0
201.214,0
201.395,0
201.575,0
201.756,0
201.936,0
202.116,0
202.297,0
202.477,0
202.658,0
202.838,0
203.019,0
203.199,0
203.379,0
203.56,0
203.74,0
203.921,0
204.101,0
204.282,0
204.462,0
204.642,0
204.823,0
205.003,0
205.184,0
205.364,0
205.545,0
205.725,0
205.905,0
206.086,0
206.266,0
206.447,0
206.627,0
206.808,0
206.988,0
207.168,0
207.349,0
207.529,0
207.71,0
207.89,0
208.071,0
208.251,0
208.431,0
208.612,0
208.792,0
208.973,0
209.153,0
209.334,0
209.514,0
209.694,0
209.875,0
210.055,0
210.236,0
210.416,0
210.597,0
210.777,0
210.957,0
211.138,0
211.318,0
211.499,0
211.679,0
211.86,0
212.04,0
212.22,0
212.401,0
212.581,0
212.762,0
212.942,0
213.123,0
213.303,0
213.483,0
213.664,0
213.844,0
214.025,0
214.205,0
214.386,0
214.566,0
214.746,0
214.927,0
215.107,0
215.288,0
215.468,0
215.649,0
215.829,0
216.009,0
216.19,0
216.37,0
216.551,0
216.731,0
216.912,0
217.092,0
217.272,0
217.453,0
217.633,0
217.814,0
217.994,0
218.174,0
218.355,0
218.535,0
218.716,0
218.896,0
219.077,0
219.257,0
219.437,0
219.618,0
219.798,0
219.979,0
220.159,0
220.34,0
220.52,0
220.7,0
220.881,0
221.061,0
221.242,0
221.422,0
221.603,0
221.783,0
221.963,0
222.144,0
222.324,0
222.505,0
222.685,0
222.866,0
223.046,0
223.226,0
223.407,0
223.587,0
223.768,0
223.948,0
224.129,0
224.309,0
224.489,0
224.67,0
224.85,0
225.031,0
225.211,0
225.392,0
225.572,0
225.752,0
225.933,0
226.113,0
226.294,0
226.474,0
226.655,0
226.835,0
227.015,0
227.196,0
227.376,0
227.557,0
227.737,0
227.918,0
228.098,0
228.278,0
228.459,0
228.639,0
228.82,0
229,0
229.181,0
229.361,0
229.541,0
229.722,0
229.902,0
230.083,0
230.263,0
230.444,0
230.624,0
230.804,0
230.985,0
231.165,0
231.346,0
231.526,0
231.707,0
231.887,0
232.067,1
232.248,0
232.428,0
232.609,1
232.789,0
232.969,0
233.15,0
233.33,0
233.511,0
233.691,0
233.872,0
234.052,0
234.232,0
234.413,0
234.593,0
234.774,0
234.954,0
235.135,0
235.315,0
235.495,0
235.676,0
235.856,0
236.037,0
236.217,0
236.398,0
236.578,0
236.758,0
236.939,0
237.119,0
237.3,0
237.48,0
237.661,0
237.841,0
238.021,0
238.202,0
238.382,0
238.563,0
238.743,0
238.924,0
239.104,0
239.284,0
239.465,0
239.645,0
239.826,0
240.006,0
240.187,0
240.367,0
240.547,0
240.728,0
240.908,0
241.089,0
241.269,0
241.45,0
241.63,0
241.81,0
241.991,0
242.171,0
242.352,0
242.532,0
242.713,0
242.893,0
243.073,0
243.254,0
243.434,0
243.615,0
243.795,0
243.976,0
244.156,0
244.336,0
244.517,0
244.697,0
244.878,0
245.058,0
245.239,0
245.419,0
245.599,0
245.78,0
245.96,0
246.141,0
246.321,0
246.502,0
246.682,0
246.862,0
247.043,0
247.223,0
247.404,0
247.584,0
247.765,0
247.945,0
248.125,0
248.306,0
248.486,0
248.667,0
248.847,0
249.027,0
249.208,0
249.388,0
249.569,0
249.749,0
249.93,0
250.11,0
250.29,0
250.471,0
250.651,0
250.832,0
251.012,0
251.193,0
251.373,0
251.553,0
251.734,0
251.914,0
252.095,0
252.275,0
252.456,0
252.636,0
252.816,0
252.997,0
253.177,0
253.358,0
253.538,0
253.719,0
253.899,0
254.079,0
254.26,0
254.44,0
254.621,0
254.801,0
254.982,0
255.162,0
255.342,0
255.523,0
255.703,0
255.884,0
256.064,0
256.245,0
256.425,0
256.605,0
256.786,0
256.966,0
257.147,0
257.327,0
257.508,0
257.688,0
257.868,0
258.049,0
258.229,0
258.41,0
258.59,0
258.771,0
258.951,0
259.131,0
259.312,0
259.492,0
259.673,0
259.853,0
260.034,0
260.214,0
260.394,0
260.575,0
260.755,0
260.936,0
261.116,0
261.297,0
261.477,0
261.657,0
261.838,0
262.018,0
262.199,0
262.379,0
262.56,0
262.74,0
262.92,0
263.101,0
263.281,0
263.462,0
263.642,0
263.822,0
264.003,0
264.183,0
264.364,0
264.544,0
264.725,0
264.905,0
265.085,0
265.266,0
265.446,0
265.627,0
265.807,0
265.988,0
266.168,0
266.348,0
266.529,0
266.709,0
266.89,0
267.07,0
267.251,0
267.431,0
267.611,0
267.792,0
267.972,0
268.153,0
268.333,0
268.514,0
268.694,0
268.874,0
269.055,0
269.235,0
269.416,0
269.596,0
269.777,0
269.957,0
270.137,0
270.318,0
270.498,0
270.679,0
270.859,0
271.04,0
271.22,0
271.4,0
271.581,0
271.761,0
271.942,0
272.122,0
272.303,0
272.483,0
272.663,0
272.844,0
273.024,0
273.205,0
273.385,0
273.566,0
273.746,0
273.926,0
274.107,0
274.287,0
274.468,0
274.648,0
274.829,0
275.009,0
275.189,0
275.37,0
275.55,0
275.731,0
275.911,0
276.092,0
276.272,0
276.452,0
276.633,0
276.813,0
276.994,0
277.174,0
277.355,0
277.535,0
277.715,0
277.896,0
278.076,0
278.257,0
278.437,0
278.618,0
278.798,0
278.978,0
279.159,0
279.339,0
279.52,0
279.7,0
279.88,0
280.061,0
280.241,0
280.422,0
280.602,0
280.783,0
280.963,0
281.143,0
281.324,0
281.504,0
281.685,0
281.865,0
282.046,0
282.226,0
282.406,0
282.587,0
282.767,0
282.948,0
283.128,0
283.309,0
283.489,0
283.669,0
283.85,0
284.03,0
284.211,0
284.391,0
284.572,0
284.752,0
284.932,0
285.113,0
285.293,0
285.474,0
285.654,0
285.835,0
286.015,0
286.195,0
286.376,0
286.556,0
286.737,0
286.917,0
287.098,0
287.278,0
287.458,0
287.639,0
287.819,0
288,0
288.18,0
288.361,0
288.541,0
288.721,0
288.902,0
289.082,0
289.263,0
289.443,0
289.624,0
289.804,0
289.984,0
290.165,0
290.345,0
290.526,0
290.706,0
290.887,0
291.067,0
291.247,0
291.428,0
291.608,0
291.789,0
291.969,0
292.15,0
292.33,0
292.51,0
292.691,0
292.871,0
293.052,0
293.232,0
293.413,0
293.593,0
293.773,0
293.954,0
294.134,0
294.315,0
294.495,0
294.675,0
294.856,0
295.036,0
295.217,0
295.397,0
295.578,0
295.758,0
295.938,0
296.119,0
296.299,0
296.48,0
296.66,0
296.841,0
297.021,0
297.201,0
297.382,0
297.562,0
297.743,0
297.923,0
298.104,0
298.284,0
298.464,0
298.645,0
298.825,0
299.006,0
299.186,0
299.367,0
299.547,0
299.727,0
299.908,0
300.088,0
300.269,0
300.449,0
300.63,0
300.81,0
300.99,0
301.171,0
301.351,0
301.532,0
301.712,0
301.893,0
302.073,0
302.253,0
302.434,0
302.614,0
302.795,0
302.975,0
303.156,0
303.336,0
303.516,0
303.697,0
303.877,0
304.058,0
304.238,0
304.419,0
304.599,0
304.779,0
304.96,0
305.14,0
305.321,0
305.501,0
305.682,0
305.862,0
306.042,0
306.223,0
306.403,0
306.584,0
306.764,0
306.945,0
307.125,0
307.305,0
307.486,0
307.666,0
307.847,0
308.027,0
308.208,0
308.388,0
308.568,0
308.749,0
308.929,0
309.11,0
309.29,0
309.47,0
309.651,0
309.831,0
310.012,0
310.192,0
310.373,0
310.553,0
310.733,0
310.914,0
311.094,0
311.275,0
311.455,0
311.636,0
311.816,0
311.996,0
312.177,0
312.357,0
312.538,0
312.718,0
312.899,0
313.079,0
313.259,0
313.44,0
313.62,0
313.801,0
313.981,0
314.162,0
314.342,0
314.522,0
314.703,0
314.883,0
315.064,0
315.244,0
315.425,0
315.605,0
315.785,0
315.966,0
316.146,0
316.327,0
316.507,0
316.688,0
316.868,0
317.048,0
317.229,0
317.409,0
317.59,0
317.77,0
317.951,0
318.131,0
318.311,0
318.492,0
318.672,0
318.853,0
319.033,0
319.214,0
319.394,0
319.574,0
319.755,0
319.935,0
320.116,0
320.296,0
320.477,0
320.657,0
320.837,0
321.018,0
321.198,0
321.379,0
321.559,0
321.74,0
321.92,0
322.1,0
322.281,0
322.461,0
322.642,0
322.822,0
323.003,0
323.183,0
323.363,0
323.544,0
323.724,0
323.905,0
324.085,0
324.266,0
324.446,0
324.626,0
324.807,0
324.987,0
325.168,0
325.348,0
325.528,0
325.709,0
325.889,0
326.07,0
326.25,0
326.431,0
326.611,0
326.791,0
326.972,0
327.152,0
327.333,0
327.513,0
327.694,0
327.874,0
328.054,0
328.235,0
328.415,0
328.596,0
328.776,0
328.957,0
329.137,0
329.317,0
329.498,0
329.678,0
329.859,0
330.039,0
330.22,0
330.4,0
330.58,0
330.761,0
330.941,0
331.122,0
331.302,0
331.483,0
331.663,0
331.843,0
332.024,0
332.204,0
332.385,0
332.565,0
332.746,0
332.926,0
333.106,0
333.287,0
333.467,0
333.648,0
333.828,0
334.009,0
334.189,0
334.369,0
334.55,0
334.73,0
334.911,0
335.091,0
335.272,0
335.452,0
335.632,0
335.813,0
335.993,0
336.174,0
336.354,0
336.535,0
336.715,0
336.895,0
337.076,0
337.256,0
337.437,0
337.617,0
337.798,0
337.978,0
338.158,0
338.339,0
338.519,0
338.7,0
338.88,0
339.061,0
339.241,0
339.421,0
339.602,0
339.782,0
339.963,0
340.143,0
340.323,0
340.504,0
340.684,0
340.865,0
341.045,0
341.226,0
341.406,0
341.586,0
341.767,0
341.947,0
342.128,0
342.308,0
342.489,0
342.669,0
342.849,0
343.03,0
343.21,0
343.391,0
343.571,0
343.752,0
343.932,0
344.112,0
344.293,0
344.473,0
344.654,0
344.834,0
345.015,0
345.195,0
345.375,0
345.556,0
345.736,0
345.917,0
346.097,0
346.278,0
346.458,0
346.638,0
346.819,0
346.999,0
347.18,0
347.36,0
347.541,0
347.721,0
347.901,0
348.082,0
348.262,0
348.443,0
348.623,0
348.804,0
348.984,0
349.164,0
349.345,0
349.525,0
349.706,0
349.886,0
350.067,1
350.247,0
350.427,1
350.608,2
350.788,4
350.969,8
351.149,7
351.33,16
351.51,24
351.69,29
351.871,42
352.051,41
352.232,65
352.412,70
352.593,107
352.773,114
352.953,155
353.134,149
353.314,190
353.495,229
353.675,281
353.856,282
354.036,395
354.216,437
354.397,522
354.577,595
354.758,708
354.938,734
355.119,796
355.299,817
355.479,759
355.66,729
355.84,671
356.021,586
356.201,558
356.381,515
356.562,511
356.742,505
356.923,571
357.103,657
357.284,699
357.464,904
357.644,1114
357.825,1345
358.005,1581
358.186,1832
358.366,1891
358.547,2040
358.727,2194
358.907,2179
359.088,2124
359.268,2084
359.449,2050
359.629,1921
359.81,1788
359.99,863
360.17,0
360.351,0
360.531,0
