timestamp,x,y,z,utc,rm,dbm,buffer_voltage_mv,resistance,pwr_nw
1719931107.1755912,1.0,2.0,3.0,16:38:26,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.75966377862919,247,1000000,61
1719931107.79156,1.0,2.0,3.0,16:38:26,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.719523533053636,247,1000000,61
1719931108.3933904,1.0,2.0,3.0,16:38:27,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.754439468133853,247,1000000,61
1719931109.043755,1.0,2.0,3.0,16:38:28,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.720243028807328,247,1000000,61
1719931109.6698844,1.0,2.0,3.0,16:38:28,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.715734463673847,247,1000000,61
1719931110.2711267,1.0,2.0,3.0,16:38:29,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.710800552723377,247,1000000,61
1719931110.871013,1.0,2.0,3.0,16:38:29,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.709054925551808,247,1000000,61
1719931111.4655886,1.0,2.0,3.0,16:38:30,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.711374308270095,247,1000000,61
1719931112.0696065,1.0,2.0,3.0,16:38:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.69929358500299,247,1000000,61
1719931112.6647372,1.0,2.0,3.0,16:38:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.707986290684275,247,1000000,61
1719931113.2849193,1.0,2.0,3.0,16:38:32,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.691461866685742,247,1000000,61
1719931113.8798578,1.0,2.0,3.0,16:38:32,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.717811341870657,247,1000000,61
1719931114.4708714,1.0,2.0,3.0,16:38:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.726043554291387,247,1000000,61
1719931115.0719576,1.0,2.0,3.0,16:38:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.719480672405297,247,1000000,61
1719931115.6738591,1.0,2.0,3.0,16:38:34,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.1071070534143,247,1000000,61
1719931116.2633538,1.0,2.0,3.0,16:38:35,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.078408429431285,247,1000000,61
1719931116.883937,1.0,2.0,3.0,16:38:35,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.05751387484287,247,1000000,61
1719931117.5070825,1.0,2.0,3.0,16:38:36,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.035156450210344,247,1000000,61
1719931118.1456895,1.0,2.0,3.0,16:38:37,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.02822798041157,247,1000000,61
1719931118.783165,1.0,2.0,3.0,16:38:38,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.035317354275303,247,1000000,61
1719931119.3855362,1.0,2.0,3.0,16:38:38,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.060096758222436,247,1000000,61
1719931119.9735641,1.0,2.0,3.0,16:38:39,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.046780704756234,247,1000000,61
1719931120.5625865,1.0,2.0,3.0,16:38:39,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.111494980231335,247,1000000,61
1719931121.1394708,1.0,2.0,3.0,16:38:40,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.05189854633528,247,1000000,61
1719931121.7728727,1.0,2.0,3.0,16:38:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.030047455616483,247,1000000,61
1719931122.3694625,1.0,2.0,3.0,16:38:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.034561879872694,247,1000000,61
1719931122.9712331,1.0,2.0,3.0,16:38:42,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-16.97519288522095,247,1000000,61
1719931123.5694056,1.0,2.0,3.0,16:38:42,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.040748797917775,247,1000000,61
1719931124.1734784,1.0,2.0,3.0,16:38:43,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.02155636738248,247,1000000,61
1719931124.772422,1.0,2.0,3.0,16:38:44,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.04336170733546,247,1000000,61
1719931125.3919578,1.0,2.0,3.0,16:38:44,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.693163811645498,247,1000000,61
1719931126.016149,1.0,2.0,3.0,16:38:45,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.692356412806568,247,1000000,61
1719931126.5980144,1.0,2.0,3.0,16:38:45,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.684408708710443,247,1000000,61
1719931127.205989,1.0,2.0,3.0,16:38:46,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.738971061921816,247,1000000,61
1719931127.8183193,1.0,2.0,3.0,16:38:47,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.68043095356569,247,1000000,61
1719931128.4419992,1.0,2.0,3.0,16:38:47,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.69105276595376,247,1000000,61
1719931129.0395272,1.0,2.0,3.0,16:38:48,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.686788238422935,247,1000000,61
1719931129.6354175,1.0,2.0,3.0,16:38:48,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.698059362754577,247,1000000,61
1719931130.2522857,1.0,2.0,3.0,16:38:49,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.710575824740701,247,1000000,61
1719931130.8774586,1.0,2.0,3.0,16:38:49,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.730585027755481,247,1000000,61
1719931131.503785,1.0,2.0,3.0,16:38:50,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.718779189841264,247,1000000,61
1719931132.1096387,1.0,2.0,3.0,16:38:51,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.712053545046494,247,1000000,61
1719931132.736128,1.0,2.0,3.0,16:38:51,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.711863945106753,247,1000000,61
1719931133.331056,1.0,2.0,3.0,16:38:52,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.693037504402938,247,1000000,61
1719931133.9145806,1.0,2.0,3.0,16:38:52,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.700635543597805,247,1000000,61
1719931134.499766,1.0,2.0,3.0,16:38:53,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.6860820129642,247,1000000,61
1719931135.0993445,1.0,2.0,3.0,16:38:54,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.726877427769836,247,1000000,61
1719931135.694582,1.0,2.0,3.0,16:38:54,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-14.733313277564687,247,1000000,61
1719931136.3076198,1.0,2.0,3.0,16:38:55,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-14.713615011008585,247,1000000,61
1719931136.9255633,1.0,2.0,3.0,16:38:55,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-14.701823948551702,247,1000000,61
1719931137.5291026,1.0,2.0,3.0,16:38:56,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-14.717747238980166,247,1000000,61
