timestamp,buffer_voltage_mv,resistance,pwr_nw
1722349935808,43,1000000,1
1722349935810,43,1000000,1
1722349935812,42,1000000,1
1722349935814,42,1000000,1
1722349935817,42,1000000,1
1722349935818,43,1000000,1
1722349935820,44,1000000,1
1722349935823,45,1000000,1
1722349935825,44,1000000,1
1722349935827,43,1000000,1
1722349935829,43,1000000,1
1722349935831,42,1000000,1
1722349935833,42,1000000,1
1722349935835,42,1000000,1
1722349935837,42,1000000,1
1722349935839,43,1000000,1
1722349935841,43,1000000,1
1722349935843,45,1000000,2
1722349935845,44,1000000,2
1722349935847,43,1000000,1
1722349935849,43,1000000,1
1722349935851,42,1000000,1
1722349935853,42,1000000,1
1722349935855,42,1000000,1
1722349935857,42,1000000,1
1722349935859,43,1000000,1
1722349935861,43,1000000,1
1722349935863,45,1000000,2
1722349935865,44,1000000,1
1722349935867,43,1000000,1
1722349935869,42,1000000,1
1722349935871,43,1000000,1
1722349935873,42,1000000,1
1722349935875,42,1000000,1
1722349935877,42,1000000,1
1722349935879,43,1000000,1
1722349935881,43,1000000,1
1722349935883,45,1000000,2
1722349935885,43,1000000,1
1722349935887,43,1000000,1
1722349935889,43,1000000,1
1722349935891,42,1000000,1
1722349935893,42,1000000,1
1722349935895,42,1000000,1
1722349935897,42,1000000,1
1722349935899,42,1000000,1
1722349935901,45,1000000,1
1722349935903,45,1000000,2
1722349935905,44,1000000,1
1722349935907,43,1000000,1
1722349935909,43,1000000,1
1722349935911,42,1000000,1
1722349935913,42,1000000,1
1722349935915,42,1000000,1
1722349935917,42,1000000,1
1722349935920,42,1000000,1
1722349935922,44,1000000,1
1722349935923,44,1000000,2
1722349935926,44,1000000,1
1722349935928,43,1000000,1
1722349935930,43,1000000,1
1722349935932,42,1000000,1
1722349935934,42,1000000,1
1722349935936,42,1000000,1
1722349935938,42,1000000,1
1722349935940,43,1000000,1
1722349935942,44,1000000,1
1722349935944,44,1000000,2
1722349935946,43,1000000,1
1722349935948,43,1000000,1
1722349935950,43,1000000,1
1722349935952,42,1000000,1
1722349935954,42,1000000,1
