timestamp,x,y,z,utc,rm,dbm,buffer_voltage_mv,resistance,pwr_nw
1719407225.1484694,1.0,2.0,3.0,15:07:01,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-42.48495449979649,1352,1000000,1827
1719407225.737976,1.0,2.0,3.0,15:07:02,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-38.76244982880051,1360,1000000,1844
1719407226.2939284,1.0,2.0,3.0,15:07:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-39.193738743019814,1360,1000000,1844
1719407226.8785572,1.0,2.0,3.0,15:07:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-39.91562004249761,1360,1000000,1844
1719407227.4379299,1.0,2.0,3.0,15:07:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-43.4165750218576,1185,1000000,1423
1719407228.0025804,1.0,2.0,3.0,15:07:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-41.5696143580181,1185,1000000,1423
1719407228.5726285,1.0,2.0,3.0,15:07:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-58.060580351216075,1207,1000000,1456
1719407229.201178,1.0,2.0,3.0,15:07:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-47.99831649321567,1436,1000000,2096
1719407229.9724252,1.0,2.0,3.0,15:07:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-44.198227138368296,1423,1000000,1912
1719407230.5306325,1.0,2.0,3.0,15:07:07,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-47.33602557188494,1171,1000000,1468
1719407231.098633,1.0,2.0,3.0,15:07:08,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-41.839163919026944,1171,1000000,1468
1719407231.6857646,1.0,2.0,3.0,15:07:08,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-43.906562770492215,1211,1000000,1510
1719407232.253195,1.0,2.0,3.0,15:07:09,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-37.18437778609484,1293,1000000,1545
1719407232.9538355,1.0,2.0,3.0,15:07:09,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-36.74931015212425,1293,1000000,1545
