0,1.2246485433190017,1.1915148934012876,1.3247917226504557,13:28:32,-11.224954237084113
1,1.2295433110801122,1.1909200775289297,1.3270639598927232,13:28:34,-11.513872096659668
3,1.236075454756097,1.1983265430940628,1.3190532289965922,13:28:36,-11.46228102612288
5,1.2322505967811406,1.1947583737766445,1.326641719073403,13:28:38,-11.454668529362458
7,1.2325571247666367,1.1947636803431714,1.325844227786508,13:28:40,-11.36203809073649
9,1.2324832522059441,1.1943072804730712,1.326773983932002,13:28:42,-11.421422194922222
11,1.2293695986146236,1.1998958742276278,1.3163781605049454,13:28:44,-10.957405197825587
14,1.2836427516207725,0.9810084074157255,1.4879544554002284,13:28:46,-11.500672158502255
16,1.341409812467954,1.7171702073948336,1.4636906338349873,13:28:48,-10.276693851357408
18,1.2811313929634025,2.3627654571869234,1.4349960765820933,13:28:50,-10.887177827956364
20,1.4981711593077474,2.6918615287045595,1.4490035793451386,13:28:52,-10.801229644408359
22,2.0413129663503287,2.766056725683134,1.6291021301073438,13:28:54,-11.000762865827522
24,2.5911078962780776,2.496417231853652,1.4820217746750652,13:28:56,-11.811681221011451
26,3.2435295348478883,2.3797708425873143,1.8828530741428327,13:28:59,-9.906682337270333
28,3.839617682323197,2.3704594713143767,1.484628756891495,13:29:01,-11.86609291204423
30,4.4785387608652245,2.3249443175477316,1.6169421284473193,13:29:03,-10.925642564486445
32,5.070568647621429,2.431459701600947,1.4551983713195555,13:29:05,-10.810506705196175
35,5.610322042757394,2.5298889361301504,1.5368805964475407,13:29:07,-10.402108620257419
37,6.085939035254048,2.2812215201451824,1.510875856076146,13:29:09,-10.662822940737758
39,6.614303498804686,1.9770588037048784,1.6726569152414246,13:29:11,-11.275749202611259
41,7.144296923416872,1.948709405360891,1.861143322550513,13:29:13,-9.904128183186671
43,7.875571187417432,2.341733923137446,1.8220447584070252,13:29:15,-10.314686402751331
45,8.103715531924426,2.1765710247475125,2.0687151609465824,13:29:18,-10.952863530484347
47,8.07116515167553,1.6511317832139563,1.7355674612912242,13:29:20,-10.265325767556508
49,7.942332033297459,1.0016182561322526,1.7554401354701894,13:29:22,-8.147101225340258
51,7.511400118335312,0.9503595389353658,1.835158191612392,13:29:24,-8.773372272138136
53,6.863197304343621,1.092574251261896,1.7977114761514223,13:29:26,-8.781128441082451
55,6.452289955786369,1.1763024492388656,1.7360165035195303,13:29:28,-9.792552412284273
57,6.089435125864095,1.2586615377308592,1.9661663274281218,13:29:30,-10.239654217992225
60,5.346918449174226,1.1656176229924644,2.220705554956061,13:29:32,-8.632240413601131
62,4.656847406151935,1.2286026031122437,2.019391966915614,13:29:34,-9.075449986170234
64,4.0791064878116785,1.2885956818329565,1.842578476573531,13:29:36,-8.314310071246542
66,3.5155434769495733,1.3318999045187025,1.9220566750809653,13:29:39,-10.372210716083544
68,2.9184263334557903,1.4622579987606585,1.7398880584168697,13:29:41,-8.566788553421524
70,2.1937777367247695,1.62968496190461,1.9069887023298897,13:29:43,-11.304866757888774
72,1.6641492549478052,1.6498330132037815,1.71560001556695,13:29:45,-9.672592058508712
74,1.0201945604170495,1.684015478840241,1.7397640260307763,13:29:47,-9.695341709034953
76,1.1161071465287609,1.529991386472458,1.9377860012871275,13:29:49,-9.842829932350423
78,1.9235780644596296,2.006426100629851,1.785573887859961,13:29:51,-10.404652551305489
81,2.6723714738458133,1.985635306166673,1.8730871586809459,13:29:53,-10.432971313178982
83,3.501982489731947,1.9451365282141633,1.7018986074376068,13:29:55,-10.63620985652043
85,4.371726563823474,1.8935764145575644,1.5870888100529774,13:29:57,-9.69261039397696
87,5.2413092053818655,1.7963570545294045,1.5941103776027794,13:30:00,-9.347704710001931
89,5.276818643636789,1.9732980868097054,1.544012826377428,13:30:02,-8.778064457191451
91,5.359821638560475,2.0508173193987616,1.3393732481227598,13:30:04,-8.682848580856636
94,5.34710992403109,2.056928279188122,1.3412062899896833,13:30:06,-8.48496275487625
96,5.349022273073899,2.0613922365121082,1.3333401252932193,13:30:08,-8.318506350588294
98,5.36109049541754,2.0490213247404343,1.3417215585071778,13:30:10,-8.67567973942727
100,5.359710402752819,2.049945099065052,1.3402907220190565,13:30:12,-8.376623222750702
