1;T04;LB;0.0;0.0;0.7167757;2.200132;0.0;0.0
1;T04;PLL;0.0;0.0;0.71137524;3.5015256;0.0;0.0
1;T04;LBCK;0.0;-2.200132;0.7272463;6.260598;0.0;0.0
1;T04;PLLCK;0.0;-1.4887567;0.72902733;0.7471506;0.0;0.0
2;T04;LB;0.0;0.0;3.2461917;2.1973515;0.0;0.0
2;T04;PLL;0.0;0.0;3.2403934;3.683999;0.0;0.0
2;T04;LBCK;0.0;-2.1973515;3.253699;6.2624054;0.0;0.0
2;T04;PLLCK;0.0;1.043042;3.251343;3.234939;0.0;0.0
3;T04;LB;0.0;0.0;5.5009975;3.0304074;0.0;0.0
3;T04;PLL;0.0;0.0;5.499723;3.4656825;0.0;0.0
3;T04;LBCK;0.0;-3.0304074;5.500572;6.2722178;0.0;0.0
3;T04;PLLCK;0.0;2.4693155;5.5020638;5.506833;0.0;0.0
4;T04;LB;0.0;0.0;0.6658136;4.642027;0.0;0.0
4;T04;PLL;0.0;0.0;0.6597804;3.5309951;0.0;0.0
4;T04;LBCK;0.0;-4.642027;0.66878074;6.235478;0.0;0.0
4;T04;PLLCK;0.0;-3.9822464;0.67094606;0.6176064;0.0;0.0
5;T04;LB;0.0;0.0;0.6654783;1.5707891;0.0;0.0
5;T04;PLL;0.0;0.0;0.6614192;3.607053;0.0;0.0
5;T04;LBCK;0.0;-1.5707891;0.66813076;6.1619797;0.0;0.0
5;T04;PLLCK;0.0;-0.9093699;0.67145777;0.5568849;0.0;0.0
6;T04;LB;0.0;0.0;2.1417348;3.7890198;0.0;0.0
6;T04;PLL;0.0;0.0;2.130733;3.6440258;0.0;0.0
6;T04;LBCK;0.0;-3.7890198;2.1307464;6.24764;0.0;0.0
6;T04;PLLCK;0.0;-1.6582868;2.1294053;2.1099548;0.0;0.0
7;T04;LB;0.0;0.0;1.376715;6.144316;0.0;0.0
7;T04;PLL;0.0;0.0;1.3710063;3.5837452;0.0;0.0
7;T04;LBCK;0.0;-6.144316;1.3817511;0.00312952;0.0;0.0
7;T04;PLLCK;0.0;-4.7733097;1.381723;1.380715;0.0;0.0
8;T04;LB;0.0;0.0;2.9350772;3.0248315;0.0;0.0
8;T04;PLL;0.0;0.0;2.9276502;3.620888;0.0;0.0
8;T04;LBCK;0.0;-3.0248315;2.941037;6.269931;0.0;0.0
8;T04;PLLCK;0.0;-0.09718132;2.9419572;2.9257565;0.0;0.0
9;T04;LB;0.0;0.0;3.9295342;4.6279097;0.0;0.0
9;T04;PLL;0.0;0.0;3.929493;3.6489496;0.0;0.0
9;T04;LBCK;0.0;-4.6279097;3.929507;6.2429147;0.0;0.0
9;T04;PLLCK;0.0;-0.6984167;3.9295046;3.906611;0.0;0.0
10;T04;LB;0.0;0.0;0.080719866;3.0312598;0.0;0.0
10;T04;PLL;0.0;0.0;0.07698595;3.5421932;0.0;0.0
10;T04;LBCK;0.0;-3.0312598;0.083500676;6.27193;0.0;0.0
10;T04;PLLCK;0.0;-2.954274;0.08321573;0.065724395;0.0;0.0
11;T04;LB;0.0;0.0;3.8745544;4.623193;0.0;0.0
11;T04;PLL;0.0;0.0;3.8724952;3.5342915;0.0;0.0
11;T04;LBCK;0.0;-4.623193;3.8909557;6.246682;0.0;0.0
11;T04;PLLCK;0.0;-0.7506976;3.8910613;3.8670533;0.0;0.0
12;T04;LB;0.0;0.0;5.5478654;0.6519697;0.0;0.0
12;T04;PLL;0.0;0.0;5.538843;3.4759986;0.0;0.0
12;T04;LBCK;0.0;-0.6519697;5.553193;6.2510867;0.0;0.0
12;T04;PLLCK;0.0;4.8868732;5.558346;5.5182896;0.0;0.0
13;T04;LB;0.0;0.0;4.712344;2.2037344;0.0;0.0
13;T04;PLL;0.0;0.0;4.7123065;3.554091;0.0;0.0
13;T04;LBCK;0.0;-2.2037344;4.7123294;6.26659;0.0;0.0
