exp_id,node_id,rx_gain,rx_gain_diff,angle_diff,real_diff,angle_diff_std,max_IQ_ampl_ch0,max_IQ_ampl_ch1,rx_ch0_gain
20240906105616,T03,39,8,0.110129796,125.1,89.90453,0.2867835,0.65175563,31
20240906105616,T03,37,6,0.21796924,125.1,89.81649,0.28675297,0.5330077,31
20240906105616,T03,15,-16,-119.83773,125.1,0.1891384,0.28785163,0.042634513,31
20240906105616,T03,14,-17,-119.83135,125.1,0.18733956,0.28809577,0.04266503,31
20240906105616,T03,14,-17,-119.833565,125.1,0.18791556,0.2881263,0.042634513,31
20240906105616,T03,14,-17,-119.83514,125.1,0.18861991,0.2879737,0.042634513,31
20240906105616,T03,14,-17,-119.842926,125.1,0.1908826,0.28806525,0.037873607,31
20240906105616,T03,13,-18,-119.82999,125.1,0.1902678,0.28803474,0.03784309,31
20240906105616,T03,13,-18,-119.83104,125.1,0.18802904,0.28800422,0.037873607,31
20240906105616,T03,13,-18,-119.832634,125.1,0.18956907,0.2879737,0.037812572,31
20240906105616,T03,13,-18,-119.836205,125.1,0.19163881,0.28824836,0.034852266,31
20240906105616,T03,12,-19,-119.838066,125.1,0.1918256,0.28803474,0.0349133,31
20240906105616,T03,37,6,0.13626644,125.1,89.891174,0.28684452,0.5330382,31
20240906105616,T03,12,-19,-119.83194,125.1,0.18972667,0.2881568,0.034791227,31
20240906105616,T03,12,-19,-119.82997,125.1,0.1918007,0.28791267,0.034791227,31
20240906105616,T03,12,-19,-119.83175,125.1,0.24064817,0.28806525,0.030396545,31
20240906105616,T03,11,-20,-119.83426,125.1,0.24000762,0.28849253,0.030427065,31
20240906105616,T03,11,-20,-119.835304,125.1,0.24143791,0.2879737,0.030518621,31
20240906105616,T03,11,-20,-119.832985,125.1,0.23976623,0.28791267,0.030457582,31
20240906105616,T03,11,-20,-119.83423,125.1,0.24693051,0.28806525,0.027100535,31
20240906105616,T03,10,-21,-119.8319,125.1,0.24461158,0.2881263,0.027100535,31
20240906105616,T03,10,-21,-119.840195,125.1,0.24587347,0.28818733,0.027100535,31
20240906105616,T03,10,-21,-119.83251,125.1,0.24539347,0.28821784,0.027100535,31
20240906105616,T03,37,6,0.1605409,125.1,89.87319,0.28690556,0.4669349,31
20240906105616,T03,10,-21,-119.8449,125.1,0.26260164,0.28800422,0.02410971,31
20240906105616,T03,9,-22,-119.8521,125.1,0.27940136,0.28800422,0.024079192,31
20240906105616,T03,9,-22,-119.82867,125.1,0.26149434,0.2881568,0.02414023,31
20240906105616,T03,36,5,0.097517446,125.1,89.92112,0.28690556,0.46684334,31
20240906105616,T03,36,5,0.05501106,125.1,89.94543,0.28684452,0.46687385,31
20240906105616,T03,36,5,0.10926453,125.1,89.91247,0.28702763,0.46687385,31
20240906105616,T03,36,5,-0.013950778,125.1,89.84399,0.28702763,0.38087237,31
20240906105616,T03,35,4,-0.020184057,125.1,89.850586,0.28693607,0.38108602,31
20240906105616,T03,35,4,-0.0038199723,125.1,89.83769,0.2869666,0.38087237,31
20240906105616,T03,35,4,0.018478503,125.1,89.8189,0.28711918,0.38126913,31
20240906105616,T03,39,8,0.17916319,125.1,89.85395,0.28687504,0.65199983,31
20240906105616,T03,35,4,-0.051282726,125.1,89.87124,0.28687504,0.33387372,31
20240906105616,T03,34,3,0.011634522,125.1,89.824066,0.28690556,0.3338432,31
20240906105616,T03,34,3,0.01169363,125.1,89.83295,0.28693607,0.33405682,31
20240906105616,T03,34,3,0.011137528,125.1,89.831436,0.28693607,0.33375162,31
20240906105616,T03,34,3,-123.35146,125.1,0.09879781,0.28739384,0.3604249,31
20240906105616,T03,33,2,-123.34747,125.1,0.09779073,0.2875159,0.3600892,31
20240906105616,T03,33,2,-123.3496,125.1,0.095873676,0.28769904,0.3602418,31
20240906105616,T03,33,2,-123.34313,125.1,0.09576682,0.28794318,0.36033335,31
20240906105616,T03,33,2,-123.349945,125.1,0.1123555,0.28757697,0.32023188,31
20240906105616,T03,32,1,-123.35116,125.1,0.11059733,0.2877906,0.32017085,31
20240906105616,T03,39,8,0.17568235,125.1,89.86298,0.286814,0.65251863,31
20240906105616,T03,32,1,-123.34692,125.1,0.10977393,0.2876075,0.32032344,31
20240906105616,T03,32,1,-123.35216,125.1,0.11068819,0.28772956,0.32020137,31
20240906105616,T03,32,1,-123.349335,125.1,0.10306329,0.28809577,0.28589845,31
20240906105616,T03,31,0,-123.35395,125.1,0.10479937,0.28785163,0.28589845,31
20240906105616,T03,31,0,-123.34932,125.1,0.10235105,0.28794318,0.2858069,31
20240906105616,T03,31,0,-123.34188,125.1,0.10142054,0.2878211,0.28586793,31
20240906105616,T03,31,0,-123.343185,125.1,0.0969311,0.2879737,0.25376233,31
20240906105616,T03,30,-1,-123.34532,125.1,0.09670233,0.28800422,0.2534266,31
20240906105616,T03,30,-1,-123.34853,125.1,0.09649876,0.28766853,0.25376233,31
20240906105616,T03,30,-1,-123.34566,125.1,0.097561054,0.2878211,0.25348765,31
20240906105616,T03,39,8,0.08401159,125.1,89.92149,0.28693607,0.57860255,31
20240906105616,T03,30,-1,-121.75242,125.1,0.114109345,0.2879737,0.21866591,31
20240906105616,T03,29,-2,-121.749725,125.1,0.11512157,0.28803474,0.21881852,31
20240906105616,T03,29,-2,-121.75125,125.1,0.11559347,0.28794318,0.21854384,31
20240906105616,T03,29,-2,-121.74367,125.1,0.11406511,0.28772956,0.21866591,31
20240906105616,T03,29,-2,-121.74092,125.1,0.109309755,0.2879737,0.19431205,31
20240906105616,T03,28,-3,-121.73532,125.1,0.10712686,0.2878211,0.19449517,31
20240906105616,T03,28,-3,-121.71854,125.1,0.18342747,0.28788215,0.19425102,31
20240906105616,T03,28,-3,-121.75873,125.1,0.15185674,0.287638,0.1943731,31
20240906105616,T03,28,-3,-121.85408,125.1,0.1282779,0.2878211,0.17563467,31
20240906105616,T03,27,-4,-121.85333,125.1,0.12840687,0.28818733,0.17542103,31
20240906105616,T03,38,7,-0.034536123,125.1,90.010605,0.28690556,0.5788467,31
20240906105616,T03,27,-4,-121.85876,125.1,0.12780441,0.287638,0.17551258,31
20240906105616,T03,27,-4,-121.86307,125.1,0.13115574,0.28788215,0.17557362,31
20240906105616,T03,27,-4,-121.86269,125.1,0.1198356,0.28776008,0.15665208,31
20240906105616,T03,26,-5,-121.86326,125.1,0.11960713,0.28794318,0.15662156,31
20240906105616,T03,26,-5,-121.86186,125.1,0.11931047,0.2878211,0.15677415,31
20240906105616,T03,26,-5,-121.87257,125.1,0.1200429,0.28791267,0.15665208,31
20240906105616,T03,26,-5,-121.86986,125.1,0.11525598,0.28785163,0.1389818,31
20240906105616,T03,25,-6,-121.86424,125.1,0.11347739,0.28788215,0.13901232,31
20240906105616,T03,25,-6,-121.86825,125.1,0.11309041,0.28800422,0.13901232,31
20240906105616,T03,25,-6,-121.86883,125.1,0.112776324,0.28803474,0.1389818,31
20240906105616,T03,38,7,0.09301817,125.1,89.92253,0.286814,0.57878566,31
20240906105616,T03,25,-6,-121.868065,125.1,0.11071472,0.28800422,0.1278425,31
20240906105616,T03,24,-7,-121.863846,125.1,0.1103106,0.2878211,0.12790354,31
20240906105616,T03,24,-7,-121.86656,125.1,0.109905206,0.2877906,0.12790354,31
20240906105616,T03,24,-7,-121.86324,125.1,0.112391725,0.28803474,0.12799509,31
20240906105616,T03,24,-7,-121.868805,125.1,0.12752005,0.28785163,0.11197282,31
20240906105616,T03,23,-8,-121.86234,125.1,0.1289706,0.28785163,0.11206438,31
20240906105616,T03,23,-8,-121.86901,125.1,0.12716115,0.2881263,0.11197282,31
20240906105616,T03,23,-8,-121.870995,125.1,0.12986407,0.28772956,0.112003334,31
20240906105616,T03,23,-8,-121.8628,125.1,0.12149813,0.28803474,0.099673815,31
20240906105616,T03,22,-9,-121.870995,125.1,0.12218093,0.28800422,0.09952122,31
20240906105616,T03,38,7,0.13170603,125.1,89.89136,0.28672245,0.5788772,31
