exp_id,node_id,rx_gain,rx_gain_diff,angle_diff,real_diff,angle_diff_std,max_IQ_ampl_ch0,max_IQ_ampl_ch1,rx_ch0_gain
20240906123807,T04,40,20,0.24367009,122.3,90.48487,0.080904864,0.9212351,20
20240906123807,T04,36,16,-0.1063481,122.3,89.99689,0.08099642,0.48118708,20
20240906123807,T04,35,15,-0.07600455,122.3,90.01052,0.08093538,0.39246947,20
20240906123807,T04,35,15,-0.081177644,122.3,90.01102,0.080904864,0.39323243,20
20240906123807,T04,34,14,-0.023086969,122.3,89.974236,0.08093538,0.34318188,20
20240906123807,T04,34,14,-0.028343255,122.3,89.979385,0.08105746,0.3432429,20
20240906123807,T04,33,13,-124.839134,122.3,0.1352753,0.08114901,0.3648196,20
20240906123807,T04,33,13,-124.830055,122.3,0.13481455,0.08130161,0.3648501,20
20240906123807,T04,32,12,-124.838486,122.3,0.14622554,0.08108798,0.3236805,20
20240906123807,T04,32,12,-124.83897,122.3,0.14906503,0.08117953,0.32358894,20
20240906123807,T04,31,11,-124.83194,122.3,0.14032592,0.08121005,0.2889808,20
20240906123807,T04,40,20,0.5469731,122.3,90.31771,0.08093538,0.9006045,20
20240906123807,T04,31,11,-124.82822,122.3,0.1412436,0.081118494,0.2889503,20
20240906123807,T04,30,10,-124.82925,122.3,0.13616383,0.08117953,0.25641745,20
20240906123807,T04,30,10,-124.83868,122.3,0.13453878,0.08108798,0.25629538,20
20240906123807,T04,29,9,-123.25991,122.3,0.14911978,0.081118494,0.22348785,20
20240906123807,T04,29,9,-123.24736,122.3,0.15026465,0.081118494,0.22318268,20
20240906123807,T04,28,8,-123.25166,122.3,0.14452907,0.08105746,0.19916451,20
20240906123807,T04,28,8,-123.24943,122.3,0.14400262,0.08105746,0.19919504,20
20240906123807,T04,27,7,-123.37243,122.3,0.1428704,0.081118494,0.17944948,20
20240906123807,T04,27,7,-123.11927,122.3,1.3854134,0.081118494,0.17941897,20
20240906123807,T04,26,6,-123.37202,122.3,0.1572487,0.08117953,0.16049743,20
20240906123807,T04,39,19,0.026224859,122.3,89.898476,0.0809659,0.67281353,20
20240906123807,T04,26,6,-123.3655,122.3,0.15440968,0.08108798,0.16019224,20
20240906123807,T04,25,5,-123.371445,122.3,0.14766425,0.08105746,0.14212522,20
20240906123807,T04,25,5,-123.372986,122.3,0.14810082,0.08121005,0.14218625,20
20240906123807,T04,24,4,-123.36757,122.3,0.14775395,0.081240565,0.13092488,20
20240906123807,T04,24,4,-123.37132,122.3,0.14559679,0.081118494,0.13098592,20
20240906123807,T04,23,3,-123.37878,122.3,0.16064987,0.08121005,0.114505865,20
20240906123807,T04,23,3,-123.37972,122.3,0.16129702,0.081118494,0.114292234,20
20240906123807,T04,22,2,-123.37646,122.3,0.15785739,0.08108798,0.10196271,20
20240906123807,T04,22,2,-123.37196,122.3,0.15683413,0.08099642,0.10199323,20
20240906123807,T04,21,1,-123.37485,122.3,0.1534286,0.081118494,0.09045719,20
20240906123807,T04,39,19,-0.04955292,122.3,89.95221,0.080782786,0.6737596,20
20240906123807,T04,21,1,-123.36878,122.3,0.15378723,0.08105746,0.09045719,20
20240906123807,T04,20,0,-123.38253,122.3,0.16679204,0.08105746,0.080874346,20
20240906123807,T04,20,0,-123.382225,122.3,0.16598415,0.08108798,0.08084383,20
20240906123807,T04,19,-1,-121.420876,122.3,0.18016021,0.08117953,0.077730924,20
20240906123807,T04,19,-1,-121.4324,122.3,0.18225461,0.08121005,0.077578336,20
20240906123807,T04,18,-2,-121.42181,122.3,0.1805871,0.08121005,0.07150513,20
