exp_id,node_id,rx_gain_ch0,rx_gain_ch1,rx_gain_diff,angle_diff,real_diff,angle_diff_std,max_IQ_ampl_ch0,max_IQ_ampl_ch1
20240909190225,T04,44,44,0,82.8931356915512,-83.75,3.151448714735505,1.0000342,1.0000342
20240909190225,T04,40,44,4,83.79607077703983,-83.75,1.9122626492755783,1.0000342,0.68026006
20240909190225,T04,30,43,13,-88.12446188537373,-83.75,2.6116524772588754,1.0000342,0.2260209
20240909190225,T04,35,30,-5,-95.2317399211985,-83.75,0.01386057980963833,0.24704823,0.3481259
20240909190225,T04,34,30,-4,-95.22792383253861,-83.75,0.013335260764000953,0.24695668,0.34803435
20240909190225,T04,34,30,-4,85.25520894349974,-83.75,0.016585944624074374,0.24741445,0.36997724
20240909190225,T04,33,30,-3,85.2647009295883,-83.75,0.016274695922502115,0.24744497,0.3699162
20240909190225,T04,33,30,-3,85.2567065998805,-83.75,0.015693456603251416,0.24753653,0.32825828
20240909190225,T04,32,30,-2,85.25596532478347,-83.75,0.01593258404477881,0.24750601,0.32807517
20240909190225,T04,32,30,-2,85.2597001466769,-83.75,0.016455502206211066,0.24744497,0.29294825
20240909190225,T04,31,30,-1,85.25776468748076,-83.75,0.016091094387181513,0.24759756,0.29300928
20240909190225,T04,31,30,-1,85.26852152297192,-83.75,0.01699460197520964,0.24741445,0.2599576
20240909190225,T04,30,30,0,85.2619402536948,-83.75,0.01674033136683009,0.24765861,0.2601102
20240909190225,T04,29,43,14,-88.73955398492853,-83.75,2.738552446120917,1.0000342,0.22623454
20240909190225,T04,30,30,0,86.8473936477611,-83.75,0.019729552207261282,0.24738394,0.22644816
20240909190225,T04,29,30,1,86.85182071876586,-83.75,0.01997729057436269,0.2476281,0.22660075
20240909190225,T04,29,30,1,86.84636383891534,-83.75,0.020254877553804153,0.24747549,0.20181964
20240909190225,T04,28,30,2,86.85189081818467,-83.75,0.020205524133381773,0.24793327,0.20230794
20240909190225,T04,28,30,2,86.742465656618,-83.75,0.022505177539852324,0.24771965,0.18207408
20240909190225,T04,27,30,3,86.73544490559522,-83.75,0.02263774187269276,0.24753653,0.1822572
20240909190225,T04,27,30,3,86.7375626078158,-83.75,0.022208628731273276,0.24750601,0.16281684
20240909190225,T04,26,30,4,86.73238909793318,-83.75,0.022345437114988376,0.24765861,0.16269477
20240909190225,T04,26,30,4,86.72977332556476,-83.75,0.02280641358835045,0.24747549,0.14429204
20240909190225,T04,25,30,5,86.73398425141917,-83.75,0.02300517372780942,0.24768913,0.14429204
20240909190225,T04,29,43,14,-89.14861316499393,-83.75,2.6995474596975084,1.0000342,0.201606
20240909190225,T04,25,30,5,86.67009681686383,-83.75,0.08944950099758364,0.24771965,0.13287808
20240909190225,T04,24,30,6,86.63389125356693,-83.75,0.14702954484514935,0.24750601,0.13278651
20240909190225,T04,24,30,6,86.72948920357827,-83.75,0.02440501758324811,0.24765861,0.11618439
20240909190225,T04,23,30,7,86.72495156712334,-83.75,0.024546057003121746,0.2476281,0.11609283
20240909190225,T04,23,30,7,86.72254882544513,-83.75,0.024938111907390554,0.24765861,0.103397086
20240909190225,T04,22,30,8,86.72331954627494,-83.75,0.025303684461371455,0.24768913,0.1035802
20240909190225,T04,22,30,8,86.73579093691698,-83.75,0.026082051868356184,0.24756704,0.091769494
20240909190225,T04,21,30,9,86.72836886115,-83.75,0.026175129951473183,0.24759756,0.09183053
20240909190225,T04,21,30,9,86.72104388997442,-83.75,0.027727703118335625,0.24759756,0.082125604
