skipped,ok,dark,failures,ignored,rescued,processed,changed
{},"{'G02': 2, 'G01': 2, 'F01': 2, 'G04': 2, 'G03': 2, 'E01': 2, 'F03': 2, 'F02': 2, 'F04': 2, 'E02': 2, 'E04': 2, 'E03': 2, 'D03': 2, 'D02': 2, 'D01': 2, 'D04': 2, 'C03': 2, 'C01': 2, 'C04': 2, 'C02': 2, 'B01': 2, 'B04': 2, 'B02': 2, 'B03': 2, 'A01': 2, 'A02': 2, 'A11': 2, 'A04': 2, 'A03': 2, 'A12': 2, 'A13': 2, 'B11': 2, 'A14': 2, 'B12': 2, 'B14': 2, 'B13': 2, 'C11': 2, 'C12': 2, 'C13': 2, 'C14': 2, 'D11': 2, 'D13': 2, 'D12': 2, 'D14': 2, 'E12': 2, 'E11': 2, 'E14': 2, 'F11': 2, 'F12': 2, 'F13': 2, 'E13': 2, 'F14': 2, 'G11': 2, 'G13': 2, 'G14': 2, 'G12': 2}",{},{},{},{},"{'G02': 1, 'G01': 1, 'F01': 1, 'G04': 1, 'G03': 1, 'E01': 1, 'F03': 1, 'F02': 1, 'F04': 1, 'E02': 1, 'E04': 1, 'E03': 1, 'D03': 1, 'D02': 1, 'D01': 1, 'D04': 1, 'C03': 1, 'C01': 1, 'C04': 1, 'C02': 1, 'B01': 1, 'B04': 1, 'B02': 1, 'B03': 1, 'A01': 1, 'A02': 1, 'A11': 1, 'A04': 1, 'A03': 1, 'A12': 1, 'A13': 1, 'B11': 1, 'A14': 1, 'B12': 1, 'B14': 1, 'B13': 1, 'C11': 1, 'C12': 1, 'C13': 1, 'C14': 1, 'D11': 1, 'D13': 1, 'D12': 1, 'D14': 1, 'E12': 1, 'E11': 1, 'E14': 1, 'F11': 1, 'F12': 1, 'F13': 1, 'E13': 1, 'F14': 1, 'G11': 1, 'G13': 1, 'G14': 1, 'G12': 1}","{'G04': 1, 'G03': 1, 'G01': 1, 'F01': 1, 'G02': 1, 'F02': 1, 'F04': 1, 'F03': 1, 'E01': 1, 'E02': 1, 'E03': 1, 'E04': 1, 'D01': 1, 'D02': 1, 'D03': 1, 'D04': 1, 'C01': 1, 'C02': 1, 'C03': 1, 'C04': 1, 'B01': 1, 'B02': 1, 'B03': 1, 'B04': 1, 'A01': 1, 'A02': 1, 'A03': 1, 'A04': 1, 'A11': 1, 'A12': 1, 'A13': 1, 'A14': 1, 'B11': 1, 'B12': 1, 'B13': 1, 'B14': 1, 'C11': 1, 'C12': 1, 'C13': 1, 'C14': 1, 'D11': 1, 'D12': 1, 'D14': 1, 'D13': 1, 'E11': 1, 'E12': 1, 'E13': 1, 'E14': 1, 'F11': 1, 'F12': 1, 'F13': 1, 'F14': 1, 'G11': 1, 'G12': 1, 'G13': 1, 'G14': 1}"
