x, y\\
100.0, -49.418359915270074\\
105.00000000000001, -73.1564482012523\\
110.0, -63.77573081300372\\
115.0, -51.62678269465039\\
119.99999999999999, -64.51986110874981\\
124.99999999999999, -61.38606105576944\\
130.0, -51.55217399814859\\
135.0, -56.52648183929568\\
140.0, -53.44887186118545\\
145.0, -53.392773848334485\\
150.0, -54.30162263415462\\
155.0, -66.48854662903358\\
160.0, -54.88722284524586\\
165.0, -56.32238680499575\\
170.0, -66.05567647400855\\
174.99999999999997, -59.56754043505032\\
5.0, -45.4702553977879\\
10.0, -46.136337758287226\\
14.999999999999998, -45.548713178340265\\
20.0, -46.824092349520996\\
25.0, -46.53504041093265\\
29.999999999999996, -46.60918482751722\\
35.0, -47.892896043778634\\
40.0, -47.45156517274394\\
45.0, -47.224574425877826\\
50.0, -50.45337073124049\\
55.0, -51.18013012820154\\
59.99999999999999, -52.93385404274958\\
65.0, -46.27144738044082\\
70.0, -51.64659059969368\\
75.0, -51.828990508755275\\
80.0, -53.09661413124672\\
85.0, -56.079810211763444\\
90.0, -50.87710286808406\\
95.0, -57.62543001812031\\
100.0, -63.40006396774044\\
105.00000000000001, -55.903249225783554\\
110.0, -55.62866942948676\\
115.0, -59.04489368280963\\
119.99999999999999, -65.78547728951781\\
124.99999999999999, -51.84852682107464\\
130.0, -61.17869709309534\\
135.0, -54.17393553093109\\
140.0, -50.86615014996595\\
145.0, -54.94736850582483\\
150.0, -52.20914948788702\\
155.0, -54.966649522108\\
160.0, -57.420264194225325\\
165.0, -71.93941193084505\\
170.0, -56.73941489878064\\
174.99999999999997, -58.168002905653324\\
5.0, -45.7092216028484\\
10.0, -46.39479312033313\\
14.999999999999998, -46.844147141009785\\
20.0, -45.745058346387644\\
25.0, -47.28781605168358\\
29.999999999999996, -47.79540522777968\\
35.0, -47.190877169531745\\
40.0, -49.7261806361682\\
45.0, -47.673180114169085\\
50.0, -51.971101768655515\\
55.0, -45.71640958599974\\
59.99999999999999, -51.98976744008433\\
65.0, -53.85051870115275\\
70.0, -52.029187667253524\\
75.0, -47.46246345769825\\
80.0, -49.163268640360435\\
85.0, -51.30540969954089\\
90.0, -54.04316375777583\\
95.0, -50.99823520744553\\
100.0, -59.50363692503471\\
105.00000000000001, -57.404851030026805\\
110.0, -50.8513540996733\\
115.0, -55.244386415480704\\
119.99999999999999, -57.607232395304194\\
124.99999999999999, -51.44459984434359\\
130.0, -71.94921549852155\\
135.0, -50.28155007988435\\
140.0, -51.64400183218642\\
145.0, -55.72726703435113\\
150.0, -65.07961062678241\\
155.0, -59.54766716698462\\
160.0, -69.88876269630951\\
165.0, -55.16323308929043\\
170.0, -52.22805529452751\\
174.99999999999997, -70.98984100590737\\
5.0, -45.956876954294984\\
10.0, -46.200100992631434\\
14.999999999999998, -46.98196761923565\\
20.0, -46.660097524972414\\
25.0, -47.272707415081285\\
29.999999999999996, -47.556530794744695\\
35.0, -47.26413133893854\\
40.0, -44.969857082533544\\
45.0, -48.12263392027919\\
50.0, -47.892967645787365\\
55.0, -50.35767577168012\\
59.99999999999999, -50.55348371354324\\
65.0, -48.89400178349817\\
70.0, -50.733650632131756\\
75.0, -50.73284990635617\\
80.0, -50.00568770182778\\
85.0, -55.33586259722963\\
90.0, -56.12992977775449\\
95.0, -53.414132875947864\\
100.0, -64.80710829585598\\
105.00000000000001, -54.06190247380182\\
110.0, -50.419261649997665\\
115.0, -49.09829395318666\\
119.99999999999999, -57.8510925035312\\
124.99999999999999, -55.52644273188844\\
130.0, -67.69375312659218\\
135.0, -54.870757529710836\\
140.0, -53.89050710836709\\
145.0, -53.619678383867324\\
150.0, -60.5025164817217\\
155.0, -61.87002361943751\\
160.0, -54.88400454965215\\
165.0, -58.45971860925326\\
170.0, -53.25803061220579\\
174.99999999999997, -57.55471193997807\\
5.0, -46.2338866261139\\
10.0, -47.14197163057076\\
14.999999999999998, -46.87043228366942\\
20.0, -47.09160680933572\\
25.0, -47.144479808171454\\
29.999999999999996, -47.48828504977897\\
35.0, -47.68862895890169\\
40.0, -47.68150256475117\\
45.0, -47.60511285558351\\
50.0, -50.59696982370688\\
55.0, -50.95609786582445\\
59.99999999999999, -50.9434381691382\\
65.0, -50.117589860658654\\
70.0, -50.29256785672422\\
75.0, -52.583077962257946\\
80.0, -53.30409916325092\\
85.0, -51.84204001613031\\
90.0, -55.6303846115585\\
95.0, -54.05895170157582\\
100.0, -54.15405408673536\\
105.00000000000001, -55.83952766318993\\
110.0, -54.381112201412556\\
115.0, -50.688366150978574\\
119.99999999999999, -54.377760360422336\\
124.99999999999999, -51.51270625502928\\
130.0, -55.18419065726278\\
135.0, -54.61087612218226\\
140.0, -50.32398839778212\\
145.0, -53.921537213616716\\
150.0, -71.98641639341653\\
155.0, -56.921640411007786\\
160.0, -54.84989926994607\\
165.0, -60.67125476584293\\
170.0, -65.66887969350782\\
174.99999999999997, -53.09087917881095\\
5.0, -46.32897970518596\\
10.0, -46.23983020132194\\
14.999999999999998, -46.21668737553772\\
20.0, -46.26660290095049\\
25.0, -45.30661712286105\\
29.999999999999996, -48.30243900336349\\
35.0, -51.50636276416443\\
40.0, -46.57633895967696\\
45.0, -47.40551588583246\\
50.0, -49.304665395170844\\
55.0, -46.60251000401765\\
59.99999999999999, -57.87072239703494\\
65.0, -52.39974881124722\\
70.0, -51.59668883977692\\
75.0, -55.05354031367457\\
80.0, -59.13656023984889\\
85.0, -58.88563481621088\\
90.0, -52.24131426830911\\
95.0, -57.23285971250425\\
100.0, -65.08422388504569\\
105.00000000000001, -57.519556232679925\\
110.0, -53.34583759255878\\
115.0, -66.36728248863083\\
119.99999999999999, -56.47342065473075\\
124.99999999999999, -53.298114907225404\\
130.0, -66.38000164592823\\
135.0, -49.622317068493295\\
140.0, -56.41087402962142\\
145.0, -72.71199594082988\\
150.0, -69.78676988926111\\
155.0, -49.891604207153094\\
160.0, -59.48774606054167\\
165.0, -55.42257125113355\\
170.0, -59.46682140617418\\
174.99999999999997, -52.323126212409605\\
5.0, -45.62645668204479\\
10.0, -45.98985067871898\\
14.999999999999998, -45.767569835024\\
20.0, -46.52485521723158\\
25.0, -47.95714508014353\\
29.999999999999996, -46.13960621782948\\
35.0, -46.281856220120396\\
40.0, -52.919660219739335\\
45.0, -47.749524079726385\\
50.0, -51.37685568667784\\
55.0, -51.08504912425264\\
59.99999999999999, -49.37119190004617\\
65.0, -53.28059174346968\\
70.0, -48.090083262164384\\
75.0, -54.23591456181643\\
80.0, -46.806349351534536\\
85.0, -51.01977236838324\\
90.0, -56.41780861135797\\
95.0, -50.90497514817301\\
100.0, -53.07427852413977\\
105.00000000000001, -51.09690415653441\\
110.0, -55.48422921638861\\
115.0, -59.315717807821706\\
119.99999999999999, -52.84276807496799\\
124.99999999999999, -64.99566283159253\\
130.0, -55.8431633034343\\
135.0, -63.50062588124726\\
140.0, -53.25149201079658\\
145.0, -53.82824861261243\\
150.0, -49.527078392892406\\
155.0, -63.83574414987027\\
160.0, -52.20718642471853\\
165.0, -53.456442148622884\\
170.0, -51.52712762409514\\
174.99999999999997, -53.05964498909987\\
5.0, -46.0854537214645\\
10.0, -47.11253370089015\\
14.999999999999998, -45.617643569394176\\
20.0, -45.868241141243935\\
25.0, -45.78096518224727\\
29.999999999999996, -45.849872844380364\\
35.0, -46.45181140782686\\
40.0, -47.5011880042411\\
45.0, -46.61154267582187\\
50.0, -48.539240626897296\\
55.0, -44.70429644128866\\
59.99999999999999, -51.657019528473455\\
65.0, -48.81078320968043\\
70.0, -51.85219104438603\\
75.0, -49.905453766951105\\
80.0, -48.83267433185171\\
85.0, -52.699790009144316\\
90.0, -51.86299781221188\\
95.0, -49.96256518158474\\
100.0, -59.54539244727595\\
105.00000000000001, -63.49155501984196\\
110.0, -56.38441044763777\\
115.0, -49.88633374718504\\
119.99999999999999, -52.20732634024807\\
124.99999999999999, -52.329364348280755\\
130.0, -51.162257932594805\\
135.0, -58.25223258900361\\
140.0, -56.39490837879286\\
145.0, -52.2712701235372\\
150.0, -65.46444806793293\\
155.0, -60.358406928244875\\
160.0, -52.20791287832769\\
165.0, -62.61888999934762\\
170.0, -56.54834220027767\\
174.99999999999997, -53.191850415218944\\
5.0, -45.57753714930176\\
10.0, -45.70855193326231\\
14.999999999999998, -45.97046233959233\\
20.0, -46.67724950358223\\
25.0, -45.464935613528084\\
29.999999999999996, -47.976267503408266\\
35.0, -47.51227976653445\\
40.0, -47.94346502488081\\
45.0, -49.620176412078195\\
50.0, -50.41233139147341\\
55.0, -48.34923790372849\\
59.99999999999999, -51.226981296390726\\
65.0, -48.52441134222114\\
70.0, -47.385884142755486\\
75.0, -52.927957973502984\\
80.0, -56.327339184607006\\
85.0, -48.521887405290585\\
90.0, -50.25955317046521\\
95.0, -57.67935347281997\\
100.0, -59.97041265148427\\
105.00000000000001, -49.12228285358197\\
110.0, -50.47410357913413\\
115.0, -55.344307494632105\\
119.99999999999999, -50.97613355421905\\
124.99999999999999, -55.759891766441136\\
130.0, -58.807590272321704\\
135.0, -52.42795635043068\\
140.0, -57.086092466876096\\
145.0, -61.047422416083876\\
150.0, -56.61297534615067\\
155.0, -60.83748313031302\\
160.0, -59.591001105715435\\
165.0, -51.70115876473542\\
170.0, -69.44915081276987\\
174.99999999999997, -55.05106291690993\\
5.0, -46.27188083879409\\
10.0, -45.477475952936466\\
14.999999999999998, -46.266874395319135\\
20.0, -45.3588028291998\\
25.0, -47.57299931046244\\
29.999999999999996, -45.977185036027876\\
35.0, -45.74777748557775\\
40.0, -46.7571321630319\\
45.0, -48.77629029765391\\
50.0, -48.1750676755905\\
55.0, -49.72869308448687\\
59.99999999999999, -57.66432464845437\\
65.0, -54.57094219862145\\
70.0, -61.685572362515245\\
75.0, -50.18003762780602\\
80.0, -60.49026260526303\\
85.0, -53.505192774099875\\
90.0, -50.82089916277046\\
95.0, -48.48051469450255\\
100.0, -49.56682111920771\\
105.00000000000001, -54.003158052016275\\
110.0, -54.15909703898899\\
115.0, -50.787776986505555\\
119.99999999999999, -64.75246696470336\\
124.99999999999999, -50.045564685380725\\
130.0, -57.523589681185136\\
135.0, -64.05924786555077\\
140.0, -53.499857874645606\\
145.0, -63.303478312934786\\
150.0, -57.8580010903336\\
155.0, -62.74273291062443\\
160.0, -59.75373536133198\\
165.0, -58.160223992921445\\
170.0, -56.60046367096491\\
174.99999999999997, -64.9905676372961\\
5.0, -45.799107948850505\\
10.0, -46.34132869141577\\
14.999999999999998, -45.50587017405499\\
20.0, -46.80810412755906\\
25.0, -47.417091965830814\\
29.999999999999996, -49.36405199512822\\
35.0, -47.548124173741215\\
40.0, -46.94168838198121\\
45.0, -48.237456588070515\\
50.0, -49.48855695998549\\
55.0, -53.839246315030564\\
59.99999999999999, -50.843822115072044\\
65.0, -50.79002325617728\\
70.0, -54.62644463526581\\
75.0, -52.16221609989966\\
80.0, -54.863758124735014\\
85.0, -54.558767434852314\\
90.0, -54.61439601851613\\
95.0, -50.89924983441192\\
100.0, -50.34705011366331\\
105.00000000000001, -48.37381679217987\\
110.0, -52.21395432613833\\
115.0, -54.13399486054929\\
119.99999999999999, -58.20168457673265\\
124.99999999999999, -50.48591219203743\\
130.0, -59.570604583808624\\
135.0, -56.66567614289734\\
140.0, -54.29849901258357\\
145.0, -53.76867873253647\\
150.0, -63.75969336217035\\
155.0, -61.74839210992165\\
160.0, -51.70240253282661\\
165.0, -63.34177360894682\\
170.0, -54.336982126737674\\
174.99999999999997, -52.69757070295572\\
5.0, -45.749641061534035\\
10.0, -45.81172077970335\\
14.999999999999998, -46.32541051228098\\
20.0, -45.52300112495496\\
25.0, -48.14541599171893\\
29.999999999999996, -47.71178409640171\\
35.0, -47.385525662255496\\
40.0, -46.37596438006458\\
45.0, -49.84336454948392\\
50.0, -48.24424269943887\\
55.0, -48.8276138433111\\
59.99999999999999, -49.46437113464535\\
65.0, -49.8202718318919\\
70.0, -50.838223243471354\\
75.0, -55.214471153202965\\
80.0, -53.5105542884537\\
85.0, -55.57062138968295\\
90.0, -51.406902311766785\\
95.0, -59.11653404539928\\
100.0, -52.721505182421154\\
105.00000000000001, -62.63182598015777\\
110.0, -53.312613558122656\\
115.0, -61.41628430340845\\
119.99999999999999, -60.45487787314181\\
124.99999999999999, -65.47865079576749\\
130.0, -58.66767996157812\\
135.0, -55.12648588090336\\
140.0, -64.92509766071964\\
145.0, -53.93614681916322\\
150.0, -51.799002301345055\\
155.0, -51.8588603741547\\
160.0, -56.51745624441229\\
165.0, -57.499701190551\\
170.0, -55.08191385227464\\
174.99999999999997, -69.5653609096581\\
5.0, -45.96173331022615\\
10.0, -46.54118687304924\\
14.999999999999998, -48.199972169011154\\
20.0, -45.965559140260964\\
25.0, -46.21914156602201\\
29.999999999999996, -46.89607673323424\\
35.0, -47.066041802597866\\
40.0, -51.90197552383508\\
45.0, -49.969216580117156\\
50.0, -53.71219131453199\\
55.0, -51.061729188676495\\
59.99999999999999, -53.03709981250141\\
65.0, -50.02823454895139\\
70.0, -49.53428699868711\\
75.0, -50.12446703377733\\
80.0, -56.58918920630089\\
85.0, -50.57941720320603\\
90.0, -50.992051960585485\\
95.0, -53.00109438743099\\
100.0, -51.15740498879022\\
105.00000000000001, -61.58681278075292\\
110.0, -53.729513877935176\\
115.0, -50.917699283113585\\
119.99999999999999, -49.62783408379706\\
124.99999999999999, -52.008656323258904\\
130.0, -51.38732812274399\\
135.0, -65.52530065820955\\
140.0, -56.751525972380236\\
145.0, -61.7117118181218\\
150.0, -59.0465565603413\\
155.0, -61.810117440423625\\
160.0, -59.82391786391523\\
165.0, -55.924309572618405\\
170.0, -48.13991278994238\\
174.99999999999997, -55.44069506798703\\
5.0, -47.23220896930741\\
10.0, -46.14800173458164\\
14.999999999999998, -46.15816545721454\\
20.0, -45.82780392334496\\
25.0, -46.66623312047987\\
29.999999999999996, -47.31538778934079\\
35.0, -45.23205572805975\\
40.0, -49.51988517535037\\
45.0, -51.407637981454464\\
50.0, -50.25046394605865\\
55.0, -48.64195570982169\\
59.99999999999999, -52.6572054534327\\
65.0, -52.51799903851558\\
70.0, -48.38999719721245\\
75.0, -55.282747835053726\\
80.0, -49.006117495756584\\
85.0, -51.220386636269176\\
90.0, -54.51115493376757\\
95.0, -55.850205632944096\\
100.0, -57.419270802530136\\
105.00000000000001, -52.191173253620704\\
110.0, -53.3992962374289\\
115.0, -54.46374636578261\\
119.99999999999999, -56.667936189888906\\
124.99999999999999, -69.50790656169428\\
130.0, -55.501982035648574\\
135.0, -61.84248720454235\\
140.0, -50.70348192824881\\
145.0, -55.33220213536653\\
150.0, -67.32818231328383\\
155.0, -54.26426117366972\\
160.0, -55.86183670686444\\
165.0, -64.45107236267638\\
170.0, -60.61425100405785\\
