timestamp,buffer_voltage_mv,resistance,pwr_nw
1722352876961,42,1000000,1
1722352876963,42,1000000,1
1722352876965,42,1000000,1
1722352876967,43,1000000,1
1722352876969,43,1000000,1
1722352876971,44,1000000,2
1722352876973,44,1000000,1
1722352876975,43,1000000,1
1722352876977,43,1000000,1
1722352876979,43,1000000,1
1722352876981,42,1000000,1
1722352876983,42,1000000,1
1722352876985,42,1000000,1
1722352876987,42,1000000,1
1722352876989,43,1000000,1
1722352876991,45,1000000,2
1722352876993,44,1000000,1
1722352876995,43,1000000,1
1722352876997,43,1000000,1
1722352876999,42,1000000,1
1722352877001,42,1000000,1
1722352877003,42,1000000,1
1722352877005,42,1000000,1
1722352877007,42,1000000,1
1722352877009,44,1000000,1
1722352877011,45,1000000,2
1722352877013,44,1000000,1
1722352877015,43,1000000,1
1722352877017,43,1000000,1
1722352877019,42,1000000,1
1722352877021,42,1000000,1
1722352877023,42,1000000,1
1722352877025,42,1000000,1
1722352877027,43,1000000,1
1722352877029,44,1000000,1
1722352877031,44,1000000,2
1722352877034,44,1000000,1
1722352877035,43,1000000,1
1722352877037,43,1000000,1
1722352877039,42,1000000,1
1722352877042,42,1000000,1
1722352877043,42,1000000,1
1722352877046,42,1000000,1
1722352877048,43,1000000,1
1722352877050,43,1000000,1
1722352877052,44,1000000,2
1722352877054,43,1000000,1
1722352877056,43,1000000,1
1722352877058,43,1000000,1
1722352877060,42,1000000,1
1722352877062,42,1000000,1
1722352877064,42,1000000,1
1722352877066,42,1000000,1
1722352877068,42,1000000,1
1722352877070,45,1000000,1
1722352877072,45,1000000,2
1722352877074,44,1000000,1
1722352877076,43,1000000,1
1722352877078,43,1000000,1
1722352877080,42,1000000,1
1722352877082,42,1000000,1
1722352877084,42,1000000,1
1722352877086,42,1000000,1
1722352877088,42,1000000,1
1722352877090,45,1000000,1
1722352877092,44,1000000,2
1722352877094,44,1000000,1
1722352877096,43,1000000,1
1722352877098,43,1000000,1
1722352877100,43,1000000,1
1722352877102,43,1000000,1
1722352877104,42,1000000,1
1722352877106,42,1000000,1
1722352877108,43,1000000,1
1722352877110,44,1000000,1
1722352877112,44,1000000,2
1722352877114,44,1000000,1
1722352877116,43,1000000,1
1722352877118,43,1000000,1
1722352877120,42,1000000,1
1722352877122,42,1000000,1
1722352877124,42,1000000,1
1722352877126,42,1000000,1
1722352877128,43,1000000,1
1722352877130,45,1000000,1
1722352877132,44,1000000,2
1722352877134,43,1000000,1
1722352877137,43,1000000,1
1722352877138,43,1000000,1
1722352877140,42,1000000,1
1722352877142,42,1000000,1
1722352877145,42,1000000,1
1722352877146,42,1000000,1
1722352877149,43,1000000,1
1722352877151,45,1000000,1
1722352877153,45,1000000,2
1722352877155,43,1000000,1
1722352877157,43,1000000,1
1722352877159,43,1000000,1
1722352877161,42,1000000,1
1722352877163,43,1000000,1
1722352877165,42,1000000,1
1722352877167,42,1000000,1
1722352877169,43,1000000,1
1722352877171,45,1000000,1
1722352877173,44,1000000,1
1722352877175,43,1000000,1
1722352877177,43,1000000,1
1722352877179,42,1000000,1
1722352877181,42,1000000,1
1722352877183,42,1000000,1
1722352877185,42,1000000,1
1722352877187,42,1000000,1
1722352877189,43,1000000,1
1722352877191,44,1000000,1
1722352877193,44,1000000,2
1722352877195,43,1000000,1
1722352877197,43,1000000,1
1722352877199,43,1000000,1
1722352877201,42,1000000,1
1722352877203,42,1000000,1
1722352877205,42,1000000,1
1722352877207,42,1000000,1
1722352877209,43,1000000,1
1722352877211,45,1000000,1
1722352877213,44,1000000,1
1722352877215,43,1000000,1
1722352877217,43,1000000,1
1722352877219,43,1000000,1
1722352877221,42,1000000,1
1722352877223,42,1000000,1
1722352877225,42,1000000,1
1722352877227,42,1000000,1
1722352877229,43,1000000,1
1722352877231,45,1000000,1
1722352877233,44,1000000,1
1722352877235,43,1000000,1
1722352877237,43,1000000,1
1722352877240,43,1000000,1
1722352877241,42,1000000,1
1722352877243,42,1000000,1
1722352877245,42,1000000,1
1722352877248,42,1000000,1
1722352877249,44,1000000,1
1722352877251,45,1000000,1
1722352877254,44,1000000,2
1722352877256,43,1000000,1
1722352877258,43,1000000,1
1722352877260,43,1000000,1
1722352877262,42,1000000,1
1722352877264,42,1000000,1
1722352877266,42,1000000,1
1722352877268,42,1000000,1
1722352877270,43,1000000,1
1722352877272,44,1000000,2
1722352877274,44,1000000,1
1722352877276,43,1000000,1
1722352877278,43,1000000,1
1722352877280,43,1000000,1
1722352877282,42,1000000,1
1722352877284,42,1000000,1
1722352877286,42,1000000,1
1722352877288,43,1000000,1
1722352877290,43,1000000,1
1722352877292,45,1000000,2
1722352877294,44,1000000,1
1722352877296,43,1000000,1
1722352877298,43,1000000,1
1722352877300,43,1000000,1
1722352877302,42,1000000,1
1722352877304,42,1000000,1
1722352877306,42,1000000,1
1722352877308,42,1000000,1
1722352877310,45,1000000,1
1722352877312,45,1000000,2
1722352877314,44,1000000,1
1722352877315,43,1000000,1
1722352877317,43,1000000,1
1722352877319,42,1000000,1
1722352877321,42,1000000,1
1722352877323,42,1000000,1
1722352877325,42,1000000,1
1722352877327,43,1000000,1
1722352877329,44,1000000,1
1722352877331,45,1000000,2
1722352877333,44,1000000,1
1722352877335,43,1000000,1
1722352877337,43,1000000,1
1722352877339,42,1000000,1
1722352877341,42,1000000,1
1722352877343,42,1000000,1
1722352877345,42,1000000,1
1722352877347,42,1000000,1
1722352877350,44,1000000,1
1722352877351,44,1000000,2
1722352877353,44,1000000,1
1722352877356,43,1000000,1
1722352877358,43,1000000,1
1722352877360,42,1000000,1
1722352877362,42,1000000,1
1722352877364,42,1000000,1
1722352877366,42,1000000,1
1722352877368,43,1000000,1
1722352877370,44,1000000,1
1722352877372,44,1000000,2
1722352877374,43,1000000,1
1722352877376,43,1000000,1
1722352877378,43,1000000,1
1722352877380,42,1000000,1
1722352877382,42,1000000,1
1722352877384,42,1000000,1
1722352877386,42,1000000,1
1722352877388,43,1000000,1
1722352877390,45,1000000,1
1722352877392,45,1000000,2
1722352877394,44,1000000,1
1722352877396,43,1000000,1
1722352877398,43,1000000,1
1722352877400,42,1000000,1
1722352877402,42,1000000,1
1722352877404,42,1000000,1
1722352877406,42,1000000,1
1722352877408,43,1000000,1
1722352877410,45,1000000,1
1722352877412,44,1000000,2
1722352877414,44,1000000,1
1722352877416,43,1000000,1
1722352877418,43,1000000,1
1722352877420,42,1000000,1
1722352877422,42,1000000,1
1722352877424,42,1000000,1
1722352877426,42,1000000,1
1722352877428,43,1000000,1
1722352877430,44,1000000,1
1722352877432,44,1000000,2
1722352877434,43,1000000,1
1722352877436,43,1000000,1
1722352877438,43,1000000,1
1722352877440,42,1000000,1
1722352877442,42,1000000,1
1722352877444,42,1000000,1
1722352877446,42,1000000,1
1722352877448,43,1000000,1
1722352877450,45,1000000,1
1722352877453,44,1000000,2
1722352877455,43,1000000,1
1722352877456,43,1000000,1
1722352877459,43,1000000,1
1722352877461,42,1000000,1
1722352877463,43,1000000,1
1722352877465,42,1000000,1
1722352877467,42,1000000,1
1722352877469,43,1000000,1
1722352877471,45,1000000,1
1722352877473,44,1000000,1
1722352877475,43,1000000,1
1722352877477,43,1000000,1
1722352877479,43,1000000,1
1722352877481,42,1000000,1
1722352877483,42,1000000,1
1722352877485,42,1000000,1
1722352877487,42,1000000,1
1722352877489,43,1000000,1
1722352877491,45,1000000,1
1722352877493,44,1000000,2
1722352877495,43,1000000,1
1722352877497,43,1000000,1
1722352877499,42,1000000,1
1722352877501,42,1000000,1
1722352877503,43,1000000,1
1722352877505,42,1000000,1
1722352877507,43,1000000,1
1722352877509,43,1000000,1
1722352877511,45,1000000,2
1722352877513,44,1000000,2
1722352877515,43,1000000,1
1722352877517,43,1000000,1
1722352877519,43,1000000,1
1722352877521,42,1000000,1
1722352877523,42,1000000,1
1722352877525,42,1000000,1
1722352877527,43,1000000,1
1722352877529,43,1000000,1
1722352877531,45,1000000,2
1722352877533,44,1000000,1
1722352877535,43,1000000,1
1722352877537,43,1000000,1
1722352877539,43,1000000,1
1722352877541,42,1000000,1
1722352877543,42,1000000,1
1722352877545,42,1000000,1
1722352877547,42,1000000,1
1722352877550,43,1000000,1
1722352877551,45,1000000,1
1722352877553,44,1000000,1
1722352877556,43,1000000,1
1722352877558,43,1000000,1
1722352877559,42,1000000,1
1722352877561,42,1000000,1
1722352877564,42,1000000,1
1722352877566,42,1000000,1
1722352877568,43,1000000,1
1722352877570,44,1000000,1
1722352877572,45,1000000,1
1722352877574,44,1000000,1
1722352877576,43,1000000,1
1722352877578,43,1000000,1
1722352877580,42,1000000,1
1722352877582,42,1000000,1
1722352877584,42,1000000,1
1722352877586,42,1000000,1
1722352877588,43,1000000,1
1722352877590,43,1000000,1
1722352877592,44,1000000,2
1722352877594,44,1000000,1
1722352877596,43,1000000,1
1722352877598,43,1000000,1
1722352877600,42,1000000,1
1722352877602,42,1000000,1
1722352877604,42,1000000,1
1722352877606,42,1000000,1
1722352877608,43,1000000,1
1722352877610,43,1000000,1
1722352877612,45,1000000,2
1722352877614,43,1000000,1
1722352877616,43,1000000,1
1722352877618,43,1000000,1
1722352877620,42,1000000,1
1722352877622,42,1000000,1
1722352877624,42,1000000,1
1722352877626,42,1000000,1
1722352877628,43,1000000,1
1722352877630,45,1000000,1
1722352877632,44,1000000,2
1722352877634,43,1000000,1
1722352877636,43,1000000,1
1722352877638,43,1000000,1
1722352877640,42,1000000,1
1722352877642,42,1000000,1
1722352877644,42,1000000,1
1722352877646,42,1000000,1
1722352877648,42,1000000,1
1722352877650,45,1000000,1
1722352877652,45,1000000,2
1722352877655,43,1000000,1
1722352877656,43,1000000,1
1722352877658,43,1000000,1
1722352877661,42,1000000,1
1722352877663,42,1000000,1
1722352877664,42,1000000,1
1722352877667,42,1000000,1
1722352877669,43,1000000,1
1722352877671,44,1000000,1
1722352877673,44,1000000,2
1722352877675,44,1000000,1
1722352877677,43,1000000,1
1722352877679,43,1000000,1
1722352877681,42,1000000,1
1722352877683,42,1000000,1
1722352877685,42,1000000,1
1722352877687,42,1000000,1
1722352877688,43,1000000,1
1722352877690,43,1000000,1
1722352877692,45,1000000,2
1722352877694,43,1000000,1
1722352877696,43,1000000,1
1722352877698,43,1000000,1
1722352877700,42,1000000,1
1722352877702,42,1000000,1
1722352877704,42,1000000,1
1722352877706,42,1000000,1
1722352877708,43,1000000,1
1722352877710,45,1000000,1
1722352877712,45,1000000,2
1722352877714,43,1000000,1
1722352877716,43,1000000,1
1722352877718,43,1000000,1
1722352877720,42,1000000,1
1722352877722,43,1000000,1
1722352877724,42,1000000,1
1722352877726,42,1000000,1
1722352877728,43,1000000,1
1722352877730,45,1000000,1
1722352877732,44,1000000,2
1722352877734,44,1000000,1
1722352877736,43,1000000,1
1722352877738,42,1000000,1
1722352877740,42,1000000,1
1722352877742,42,1000000,1
1722352877744,42,1000000,1
1722352877746,42,1000000,1
1722352877748,43,1000000,1
1722352877750,45,1000000,1
1722352877752,44,1000000,2
1722352877754,43,1000000,1
1722352877756,43,1000000,1
1722352877759,43,1000000,1
1722352877760,42,1000000,1
1722352877763,42,1000000,1
1722352877765,42,1000000,1
1722352877767,43,1000000,1
1722352877768,43,1000000,1
1722352877771,45,1000000,1
1722352877773,44,1000000,2
1722352877775,43,1000000,1
1722352877777,43,1000000,1
1722352877779,43,1000000,1
1722352877781,42,1000000,1
1722352877783,42,1000000,1
1722352877785,42,1000000,1
1722352877787,42,1000000,1
1722352877789,43,1000000,1
1722352877791,45,1000000,1
1722352877793,44,1000000,1
1722352877795,43,1000000,1
1722352877797,43,1000000,1
1722352877799,43,1000000,1
1722352877801,42,1000000,1
1722352877803,42,1000000,1
1722352877805,42,1000000,1
1722352877807,42,1000000,1
1722352877809,43,1000000,1
1722352877811,45,1000000,1
1722352877813,44,1000000,2
1722352877815,43,1000000,1
1722352877817,43,1000000,1
1722352877819,42,1000000,1
1722352877821,42,1000000,1
1722352877823,43,1000000,1
1722352877825,42,1000000,1
1722352877827,42,1000000,1
1722352877829,43,1000000,1
1722352877831,45,1000000,2
1722352877833,44,1000000,1
1722352877835,43,1000000,1
1722352877837,43,1000000,1
1722352877839,43,1000000,1
1722352877841,42,1000000,1
1722352877843,43,1000000,1
1722352877845,42,1000000,1
1722352877847,43,1000000,1
1722352877849,43,1000000,1
1722352877851,45,1000000,2
1722352877853,44,1000000,1
1722352877855,43,1000000,1
1722352877857,43,1000000,1
1722352877859,43,1000000,1
1722352877862,42,1000000,1
1722352877863,42,1000000,1
1722352877865,42,1000000,1
1722352877868,43,1000000,1
1722352877870,43,1000000,1
1722352877872,45,1000000,1
1722352877874,43,1000000,1
1722352877876,43,1000000,1
1722352877878,43,1000000,1
1722352877880,42,1000000,1
1722352877882,42,1000000,1
1722352877884,42,1000000,1
1722352877886,42,1000000,1
1722352877888,43,1000000,1
1722352877890,44,1000000,1
1722352877892,45,1000000,2
1722352877894,44,1000000,1
1722352877896,43,1000000,1
1722352877898,43,1000000,1
1722352877900,42,1000000,1
1722352877902,42,1000000,1
1722352877904,42,1000000,1
1722352877906,42,1000000,1
1722352877908,42,1000000,1
1722352877910,44,1000000,1
1722352877912,44,1000000,2
1722352877914,44,1000000,1
1722352877916,43,1000000,1
1722352877918,43,1000000,1
1722352877920,42,1000000,1
1722352877922,42,1000000,1
1722352877924,42,1000000,1
1722352877926,42,1000000,1
1722352877928,43,1000000,1
1722352877930,43,1000000,1
1722352877932,45,1000000,2
1722352877934,43,1000000,1
1722352877936,43,1000000,1
1722352877938,43,1000000,1
1722352877940,42,1000000,1
1722352877942,42,1000000,1
1722352877944,42,1000000,1
1722352877946,42,1000000,1
1722352877948,42,1000000,1
1722352877950,45,1000000,1
1722352877952,45,1000000,2
1722352877954,43,1000000,1
1722352877956,43,1000000,1
1722352877958,43,1000000,1
1722352877960,42,1000000,1
1722352877962,42,1000000,1
1722352877964,42,1000000,1
1722352877967,43,1000000,1
1722352877968,42,1000000,1
1722352877970,45,1000000,1
1722352877973,44,1000000,2
1722352877975,44,1000000,1
1722352877977,43,1000000,1
1722352877979,43,1000000,1
1722352877981,42,1000000,1
1722352877983,43,1000000,1
1722352877985,42,1000000,1
1722352877987,42,1000000,1
1722352877989,43,1000000,1
1722352877991,44,1000000,1
1722352877993,45,1000000,2
1722352877995,44,1000000,1
1722352877997,43,1000000,1
1722352877999,43,1000000,1
1722352878001,42,1000000,1
1722352878003,43,1000000,1
1722352878005,42,1000000,1
1722352878007,42,1000000,1
1722352878009,43,1000000,1
1722352878011,44,1000000,1
1722352878013,44,1000000,2
1722352878015,43,1000000,1
1722352878017,43,1000000,1
1722352878019,43,1000000,1
1722352878021,42,1000000,1
1722352878023,42,1000000,1
1722352878025,42,1000000,1
1722352878027,42,1000000,1
1722352878029,43,1000000,1
1722352878031,45,1000000,1
1722352878033,44,1000000,1
1722352878035,43,1000000,1
1722352878037,43,1000000,1
1722352878039,43,1000000,1
1722352878041,42,1000000,1
1722352878043,42,1000000,1
1722352878045,42,1000000,1
1722352878047,42,1000000,1
1722352878049,42,1000000,1
1722352878050,45,1000000,1
1722352878052,44,1000000,2
1722352878054,44,1000000,1
1722352878056,42,1000000,1
1722352878058,43,1000000,1
1722352878060,42,1000000,1
1722352878062,43,1000000,1
1722352878064,42,1000000,1
1722352878066,43,1000000,1
1722352878069,43,1000000,1
1722352878071,45,1000000,2
1722352878072,44,1000000,2
1722352878075,43,1000000,1
1722352878077,43,1000000,1
1722352878079,43,1000000,1
1722352878081,42,1000000,1
1722352878083,43,1000000,1
1722352878085,42,1000000,1
1722352878087,43,1000000,1
