timestamp,buffer_voltage_mv,resistance,pwr_nw
1722353211779,43,1000000,1
1722353211780,42,1000000,1
1722353211782,42,1000000,1
1722353211785,42,1000000,1
1722353211787,43,1000000,1
1722353211789,44,1000000,1
1722353211791,44,1000000,2
1722353211793,44,1000000,1
1722353211795,43,1000000,1
1722353211797,43,1000000,1
1722353211799,42,1000000,1
1722353211801,42,1000000,1
1722353211803,42,1000000,1
1722353211805,42,1000000,1
1722353211807,43,1000000,1
1722353211809,43,1000000,1
1722353211811,45,1000000,2
1722353211813,43,1000000,1
1722353211815,43,1000000,1
1722353211817,43,1000000,1
1722353211819,42,1000000,1
1722353211821,42,1000000,1
1722353211823,42,1000000,1
1722353211825,42,1000000,1
1722353211827,43,1000000,1
1722353211829,45,1000000,1
1722353211831,45,1000000,2
1722353211833,44,1000000,1
1722353211835,43,1000000,1
1722353211837,43,1000000,1
1722353211839,42,1000000,1
1722353211841,42,1000000,1
1722353211843,42,1000000,1
1722353211845,43,1000000,1
1722353211847,42,1000000,1
1722353211849,45,1000000,1
1722353211851,44,1000000,2
1722353211853,43,1000000,1
1722353211855,43,1000000,1
1722353211857,43,1000000,1
1722353211859,42,1000000,1
1722353211861,42,1000000,1
1722353211863,42,1000000,1
1722353211865,42,1000000,1
1722353211867,43,1000000,1
1722353211869,44,1000000,1
1722353211871,44,1000000,2
1722353211873,43,1000000,1
1722353211875,43,1000000,1
1722353211877,43,1000000,1
1722353211879,42,1000000,1
1722353211882,42,1000000,1
1722353211883,42,1000000,1
1722353211885,42,1000000,1
1722353211888,43,1000000,1
1722353211890,45,1000000,1
1722353211892,44,1000000,2
1722353211894,43,1000000,1
1722353211896,43,1000000,1
1722353211898,43,1000000,1
1722353211900,42,1000000,1
1722353211902,42,1000000,1
1722353211904,42,1000000,1
1722353211906,42,1000000,1
1722353211908,42,1000000,1
1722353211910,45,1000000,1
1722353211912,44,1000000,1
1722353211914,43,1000000,1
1722353211916,43,1000000,1
1722353211918,43,1000000,1
1722353211920,42,1000000,1
1722353211922,42,1000000,1
1722353211924,42,1000000,1
1722353211926,42,1000000,1
1722353211928,43,1000000,1
1722353211930,45,1000000,1
1722353211932,44,1000000,2
1722353211934,43,1000000,1
1722353211936,43,1000000,1
1722353211938,43,1000000,1
1722353211940,42,1000000,1
1722353211942,42,1000000,1
1722353211944,42,1000000,1
1722353211946,42,1000000,1
1722353211948,43,1000000,1
1722353211950,45,1000000,2
1722353211952,44,1000000,2
1722353211954,43,1000000,1
1722353211956,43,1000000,1
1722353211958,43,1000000,1
1722353211960,42,1000000,1
