timestamp,x,y,z,utc,dbm,buffer_voltage_mv,resistance,pwr_nw
1718719397.1605508,1.0,2.0,3.0,16:03:16,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,3
1718719397.6781201,1.0,2.0,3.0,16:03:16,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,3
1718719398.1873171,1.0,2.0,3.0,16:03:17,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,3
1718719398.7166672,1.0,2.0,3.0,16:03:17,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,2
1718719399.2057874,1.0,2.0,3.0,16:03:18,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,2
1718719399.6980731,1.0,2.0,3.0,16:03:18,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,2
1718719400.2113137,1.0,2.0,3.0,16:03:19,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,2
1718719400.724671,1.0,2.0,3.0,16:03:20,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,2
1718719401.2304227,1.0,2.0,3.0,16:03:20,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,2
1718719401.7497506,1.0,2.0,3.0,16:03:21,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,2
1718719402.2509544,1.0,2.0,3.0,16:03:21,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,2
1718719402.7893977,1.0,2.0,3.0,16:03:22,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,55,1000000,2
1718719403.2720778,1.0,2.0,3.0,16:03:22,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,55,1000000,2
1718719403.7735174,1.0,2.0,3.0,16:03:23,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,55,1000000,2
1718719404.2858906,1.0,2.0,3.0,16:03:23,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,2
1718719404.785582,1.0,2.0,3.0,16:03:24,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,2
1718719405.29873,1.0,2.0,3.0,16:03:24,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,54,1000000,2
1718719405.8309603,1.0,2.0,3.0,16:03:25,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,55,1000000,3
1718719406.3080647,1.0,2.0,3.0,16:03:25,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,55,1000000,3
1718719406.8442929,1.0,2.0,3.0,16:03:26,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,55,1000000,3
1718719407.3351233,1.0,2.0,3.0,16:03:26,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719407.829804,1.0,2.0,3.0,16:03:27,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719408.3281019,1.0,2.0,3.0,16:03:27,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719408.836537,1.0,2.0,3.0,16:03:28,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719409.337165,1.0,2.0,3.0,16:03:28,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719409.8515737,1.0,2.0,3.0,16:03:29,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719410.3779,1.0,2.0,3.0,16:03:29,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,49,1000000,2
1718719410.8833988,1.0,2.0,3.0,16:03:30,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,49,1000000,2
1718719411.3905888,1.0,2.0,3.0,16:03:30,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,49,1000000,2
1718719411.9089427,1.0,2.0,3.0,16:03:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719412.445073,1.0,2.0,3.0,16:03:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719412.9579544,1.0,2.0,3.0,16:03:32,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719413.478642,1.0,2.0,3.0,16:03:32,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719413.9834769,1.0,2.0,3.0,16:03:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719414.4925785,1.0,2.0,3.0,16:03:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719415.0086145,1.0,2.0,3.0,16:03:34,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719415.525811,1.0,2.0,3.0,16:03:34,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719416.033042,1.0,2.0,3.0,16:03:35,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,49,1000000,2
1718719416.5371246,1.0,2.0,3.0,16:03:35,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,530,1000000,281
1718719417.0363548,1.0,2.0,3.0,16:03:36,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,530,1000000,281
1718719417.5591,1.0,2.0,3.0,16:03:36,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,529,1000000,279
1718719418.0656698,1.0,2.0,3.0,16:03:37,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,533,1000000,283
1718719418.5769427,1.0,2.0,3.0,16:03:37,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,533,1000000,283
1718719419.0913372,1.0,2.0,3.0,16:03:38,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,530,1000000,280
1718719419.6118581,1.0,2.0,3.0,16:03:38,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,536,1000000,287
1718719420.1233642,1.0,2.0,3.0,16:03:39,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,536,1000000,287
1718719420.6387172,1.0,2.0,3.0,16:03:39,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,531,1000000,284
1718719421.1423333,1.0,2.0,3.0,16:03:40,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,530,1000000,281
1718719421.6648479,1.0,2.0,3.0,16:03:40,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,530,1000000,281
1718719422.155068,1.0,2.0,3.0,16:03:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,531,1000000,278
1718719422.6714616,1.0,2.0,3.0,16:03:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,529,1000000,280
1718719423.184795,1.0,2.0,3.0,16:03:42,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,532,1000000,281
1718719423.6979878,1.0,2.0,3.0,16:03:42,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,532,1000000,281
1718719424.1978922,1.0,2.0,3.0,16:03:43,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,532,1000000,283
1718719424.7183645,1.0,2.0,3.0,16:03:43,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,532,1000000,283
1718719425.2289636,1.0,2.0,3.0,16:03:44,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,534,1000000,281
1718719425.7247987,1.0,2.0,3.0,16:03:44,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,529,1000000,279
1718719426.2400703,1.0,2.0,3.0,16:03:45,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719426.7554634,1.0,2.0,3.0,16:03:46,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719427.2566986,1.0,2.0,3.0,16:03:46,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719427.7657168,1.0,2.0,3.0,16:03:47,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719428.2673872,1.0,2.0,3.0,16:03:47,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719428.7789931,1.0,2.0,3.0,16:03:48,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,51,1000000,2
1718719429.2904174,1.0,2.0,3.0,16:03:48,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719429.7939801,1.0,2.0,3.0,16:03:49,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719430.2904987,1.0,2.0,3.0,16:03:49,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,51,1000000,2
1718719430.7969706,1.0,2.0,3.0,16:03:50,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719431.318269,1.0,2.0,3.0,16:03:50,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719431.798735,1.0,2.0,3.0,16:03:51,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719432.3102841,1.0,2.0,3.0,16:03:51,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719432.8212566,1.0,2.0,3.0,16:03:52,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719433.3088489,1.0,2.0,3.0,16:03:52,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719433.8189201,1.0,2.0,3.0,16:03:53,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719434.3337202,1.0,2.0,3.0,16:03:53,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719434.8492575,1.0,2.0,3.0,16:03:54,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719435.3448513,1.0,2.0,3.0,16:03:54,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719435.8436663,1.0,2.0,3.0,16:03:55,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719436.3554747,1.0,2.0,3.0,16:03:55,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,50,1000000,2
1718719436.8694875,1.0,2.0,3.0,16:03:56,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1261,1000000,1602
1718719437.3808427,1.0,2.0,3.0,16:03:56,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1261,1000000,1602
1718719437.8788843,1.0,2.0,3.0,16:03:57,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1269,1000000,1610
1718719438.3928342,1.0,2.0,3.0,16:03:57,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1263,1000000,1595
1718719438.8944283,1.0,2.0,3.0,16:03:58,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1263,1000000,1595
1718719439.387184,1.0,2.0,3.0,16:03:58,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1269,1000000,1605
1718719439.8990378,1.0,2.0,3.0,16:03:59,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1267,1000000,1600
1718719440.405205,1.0,2.0,3.0,16:03:59,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1267,1000000,1600
1718719440.9123154,1.0,2.0,3.0,16:04:00,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1268,1000000,1605
1718719441.422697,1.0,2.0,3.0,16:04:00,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1268,1000000,1605
1718719441.9375036,1.0,2.0,3.0,16:04:01,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1268,1000000,1605
1718719442.4443583,1.0,2.0,3.0,16:04:01,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1265,1000000,1597
1718719442.9523609,1.0,2.0,3.0,16:04:02,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1265,1000000,1597
1718719443.4659433,1.0,2.0,3.0,16:04:02,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1265,1000000,1597
1718719443.9684489,1.0,2.0,3.0,16:04:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1265,1000000,1600
1718719444.4893987,1.0,2.0,3.0,16:04:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1265,1000000,1600
1718719445.0067682,1.0,2.0,3.0,16:04:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1265,1000000,1592
1718719445.5188687,1.0,2.0,3.0,16:04:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1265,1000000,1592
1718719446.0363512,1.0,2.0,3.0,16:04:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,1265,1000000,1592
1718719446.5415998,1.0,2.0,3.0,16:04:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,332,1000000,110
1718719447.059948,1.0,2.0,3.0,16:04:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,332,1000000,110
1718719447.558541,1.0,2.0,3.0,16:04:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,327,1000000,107
1718719448.108342,1.0,2.0,3.0,16:04:07,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,327,1000000,107
1718719448.585582,1.0,2.0,3.0,16:04:07,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,327,1000000,107
1718719449.0915508,1.0,2.0,3.0,16:04:08,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,327,1000000,107
1718719449.607809,1.0,2.0,3.0,16:04:08,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,330,1000000,107
1718719450.1115787,1.0,2.0,3.0,16:04:09,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,330,1000000,107
1718719450.6334174,1.0,2.0,3.0,16:04:09,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,338,1000000,112
1718719451.1456873,1.0,2.0,3.0,16:04:10,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,329,1000000,108
1718719451.6409395,1.0,2.0,3.0,16:04:10,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,329,1000000,108
1718719452.1441882,1.0,2.0,3.0,16:04:11,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,320,1000000,103
1718719452.6598146,1.0,2.0,3.0,16:04:11,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,320,1000000,103
1718719453.1762676,1.0,2.0,3.0,16:04:12,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,320,1000000,103
1718719453.6850493,1.0,2.0,3.0,16:04:12,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,319,1000000,101
1718719454.1924791,1.0,2.0,3.0,16:04:13,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,322,1000000,103
1718719454.7067575,1.0,2.0,3.0,16:04:13,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,322,1000000,103
1718719455.217658,1.0,2.0,3.0,16:04:14,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,325,1000000,103
1718719455.7225122,1.0,2.0,3.0,16:04:14,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,303,1000000,90
1718719456.2243288,1.0,2.0,3.0,16:04:15,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,303,1000000,90
1718719456.7229645,1.0,2.0,3.0,16:04:15,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719457.2234786,1.0,2.0,3.0,16:04:16,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719457.732119,1.0,2.0,3.0,16:04:16,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719458.2377434,1.0,2.0,3.0,16:04:17,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719458.7343092,1.0,2.0,3.0,16:04:17,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719459.2457302,1.0,2.0,3.0,16:04:18,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719459.7582006,1.0,2.0,3.0,16:04:19,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,53,1000000,2
1718719460.2775776,1.0,2.0,3.0,16:04:19,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,53,1000000,2
1718719460.7805629,1.0,2.0,3.0,16:04:20,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,53,1000000,2
1718719461.2835047,1.0,2.0,3.0,16:04:20,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719461.782482,1.0,2.0,3.0,16:04:21,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719462.2993188,1.0,2.0,3.0,16:04:21,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719462.795588,1.0,2.0,3.0,16:04:22,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719463.336535,1.0,2.0,3.0,16:04:22,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719463.8212464,1.0,2.0,3.0,16:04:23,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719464.3201523,1.0,2.0,3.0,16:04:23,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719464.832996,1.0,2.0,3.0,16:04:24,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719465.347738,1.0,2.0,3.0,16:04:24,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719465.848002,1.0,2.0,3.0,16:04:25,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719466.3508663,1.0,2.0,3.0,16:04:25,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,52,1000000,2
1718719466.8542728,1.0,2.0,3.0,16:04:26,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,775,1000000,597
1718719467.3890276,1.0,2.0,3.0,16:04:26,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,775,1000000,597
1718719467.895131,1.0,2.0,3.0,16:04:27,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,780,1000000,609
1718719468.408296,1.0,2.0,3.0,16:04:27,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,737,1000000,543
1718719468.9215848,1.0,2.0,3.0,16:04:28,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,737,1000000,543
1718719469.420479,1.0,2.0,3.0,16:04:28,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,737,1000000,543
1718719469.931891,1.0,2.0,3.0,16:04:29,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,742,1000000,552
1718719470.443315,1.0,2.0,3.0,16:04:29,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,742,1000000,552
1718719470.955076,1.0,2.0,3.0,16:04:30,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,747,1000000,558
1718719471.456806,1.0,2.0,3.0,16:04:30,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,747,1000000,558
1718719471.9685764,1.0,2.0,3.0,16:04:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,747,1000000,558
1718719472.4728203,1.0,2.0,3.0,16:04:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,752,1000000,565
1718719472.9648917,1.0,2.0,3.0,16:04:32,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,752,1000000,565
1718719473.4763494,1.0,2.0,3.0,16:04:32,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,752,1000000,565
1718719473.9945183,1.0,2.0,3.0,16:04:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,755,1000000,570
1718719474.5120609,1.0,2.0,3.0,16:04:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,755,1000000,570
1718719475.039887,1.0,2.0,3.0,16:04:34,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,755,1000000,570
1718719475.5704234,1.0,2.0,3.0,16:04:34,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,768,1000000,588
1718719476.0832992,1.0,2.0,3.0,16:04:35,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,768,1000000,588
1718719476.59291,1.0,2.0,3.0,16:04:35,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,768,1000000,588
1718719477.115149,1.0,2.0,3.0,16:04:36,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,55,1000000,2
1718719477.637019,1.0,2.0,3.0,16:04:36,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,55,1000000,2
1718719478.1363323,1.0,2.0,3.0,16:04:37,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,55,1000000,2
1718719478.6416194,1.0,2.0,3.0,16:04:37,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,55,1000000,3
1718719479.148233,1.0,2.0,3.0,16:04:38,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-100,55,1000000,3
