x,y,z,utc,dbm,buffer_voltage_mv,resistance,pwr_nw
1.0,2.0,3.0,14:34:15,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-27.00345102199983,49,1000000,2
1.0,2.0,3.0,14:34:16,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.97191791034949,49,1000000,2
1.0,2.0,3.0,14:34:17,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-27.01899047410714,507,1000000,255
1.0,2.0,3.0,14:34:18,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-27.021596302928728,507,1000000,255
1.0,2.0,3.0,14:34:19,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-27.017727735208545,507,1000000,255
1.0,2.0,3.0,14:34:20,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.993085059481608,511,1000000,258
1.0,2.0,3.0,14:34:21,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.978107984565867,510,1000000,260
1.0,2.0,3.0,14:34:22,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.947578117318898,506,1000000,259
1.0,2.0,3.0,14:34:23,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.96403364751481,515,1000000,265
1.0,2.0,3.0,14:34:24,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-27.01655840971985,515,1000000,265
1.0,2.0,3.0,14:34:25,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.98827152749366,511,1000000,264
1.0,2.0,3.0,14:34:26,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.094776250408778,507,1000000,259
1.0,2.0,3.0,14:34:27,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-27.99714187038783,636,1000000,405
1.0,2.0,3.0,14:34:28,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.105112675087888,637,1000000,407
1.0,2.0,3.0,14:34:29,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.042926188121513,629,1000000,396
1.0,2.0,3.0,14:34:30,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.006731505592597,628,1000000,396
1.0,2.0,3.0,14:34:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.167416549437924,627,1000000,394
1.0,2.0,3.0,14:34:32,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.10048811279237,630,1000000,396
1.0,2.0,3.0,14:34:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.03012233393825,629,1000000,394
1.0,2.0,3.0,14:34:34,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.125336410505184,625,1000000,393
1.0,2.0,3.0,14:34:35,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.075739007464996,627,1000000,390
1.0,2.0,3.0,14:34:36,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.320186145306344,627,1000000,390
1.0,2.0,3.0,14:34:37,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.24072314779233,940,1000000,887
1.0,2.0,3.0,14:34:38,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.329414518426404,943,1000000,889
1.0,2.0,3.0,14:34:39,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.498532767128317,940,1000000,879
1.0,2.0,3.0,14:34:40,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.43628547813288,938,1000000,879
1.0,2.0,3.0,14:34:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.386622650935507,939,1000000,879
1.0,2.0,3.0,14:34:42,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.4684072523398,940,1000000,883
1.0,2.0,3.0,14:34:43,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.355378632549332,939,1000000,876
1.0,2.0,3.0,14:34:44,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.437904195730354,938,1000000,876
1.0,2.0,3.0,14:34:45,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.448295060080554,941,1000000,877
1.0,2.0,3.0,14:34:46,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.267810487198453,941,1000000,877
1.0,2.0,3.0,14:34:47,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.193657899044005,830,1000000,688
1.0,2.0,3.0,14:34:48,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.240383531487645,827,1000000,690
1.0,2.0,3.0,14:34:49,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.1597605016236,827,1000000,683
1.0,2.0,3.0,14:34:50,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.16128747135847,827,1000000,683
1.0,2.0,3.0,14:34:51,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.193418039563866,829,1000000,685
1.0,2.0,3.0,14:34:52,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.18204632741444,828,1000000,674
1.0,2.0,3.0,14:34:53,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.19554552323585,828,1000000,687
1.0,2.0,3.0,14:34:54,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.09577407044805,825,1000000,675
1.0,2.0,3.0,14:34:55,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.038580345790848,818,1000000,665
1.0,2.0,3.0,14:34:56,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.15765943179862,197,1000000,38
1.0,2.0,3.0,14:34:57,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.457669269114,197,1000000,38
1.0,2.0,3.0,14:34:58,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.19969084625621,235,1000000,54
1.0,2.0,3.0,14:34:59,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.06985608952658,226,1000000,51
1.0,2.0,3.0,14:35:00,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.196336557492856,226,1000000,51
1.0,2.0,3.0,14:35:01,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.208641404345713,171,1000000,29
1.0,2.0,3.0,14:35:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.07336367164006,209,1000000,43
1.0,2.0,3.0,14:35:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.80004704047041,209,1000000,43
1.0,2.0,3.0,14:35:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.93982615209012,245,1000000,59
1.0,2.0,3.0,14:35:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.190288862559655,232,1000000,53
