timestamp,x,y,z,utc,dbm,buffer_voltage_mv,resistance,pwr_nw
1718719879.893624,1.0,2.0,3.0,16:11:18,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.30128874639142,1419,1000000,2022
1718719880.4315732,1.0,2.0,3.0,16:11:19,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.2029238930485,1411,1000000,1996
1718719880.9696026,1.0,2.0,3.0,16:11:19,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.38610773156003,1411,1000000,1996
1718719881.4947143,1.0,2.0,3.0,16:11:20,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.323195435711234,1411,1000000,1996
1718719882.011534,1.0,2.0,3.0,16:11:20,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.230243242498105,1418,1000000,2005
1718719882.5298612,1.0,2.0,3.0,16:11:21,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.331784246039632,1418,1000000,2005
1718719883.1140387,1.0,2.0,3.0,16:11:21,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.25168970016449,1420,1000000,2022
1718719883.7222104,1.0,2.0,3.0,16:11:22,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.33757422880911,1420,1000000,2022
1718719884.2984362,1.0,2.0,3.0,16:11:22,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.235773969865832,1420,1000000,2022
1718719884.879812,1.0,2.0,3.0,16:11:23,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.2174857636671,1418,1000000,2013
1718719885.4665718,1.0,2.0,3.0,16:11:23,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.141967185637178,1418,1000000,2013
1718719886.0339112,1.0,2.0,3.0,16:11:24,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.26951675135767,1315,1000000,1742
1718719886.6474473,1.0,2.0,3.0,16:11:25,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.315059465703,1321,1000000,1750
1718719887.250644,1.0,2.0,3.0,16:11:25,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.19149812780165,1321,1000000,1750
1718719887.8115249,1.0,2.0,3.0,16:11:26,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.251095119790726,1319,1000000,1739
1718719888.419879,1.0,2.0,3.0,16:11:26,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.220733281587833,1319,1000000,1739
1718719888.973638,1.0,2.0,3.0,16:11:27,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.23251478831522,1319,1000000,1739
1718719889.5288303,1.0,2.0,3.0,16:11:28,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.196413960842726,1314,1000000,1729
1718719890.0395358,1.0,2.0,3.0,16:11:28,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.176266888136887,1314,1000000,1729
1718719890.5547256,1.0,2.0,3.0,16:11:29,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.299396948016422,1314,1000000,1726
1718719891.1225822,1.0,2.0,3.0,16:11:29,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.178568890873642,1319,1000000,1729
1718719891.6555436,1.0,2.0,3.0,16:11:30,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.233471549459466,1319,1000000,1729
1718719892.1812122,1.0,2.0,3.0,16:11:30,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.299324015742684,1320,1000000,1737
1718719892.6982243,1.0,2.0,3.0,16:11:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.225652234800876,1320,1000000,1737
1718719893.2370808,1.0,2.0,3.0,16:11:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.241832283762335,1320,1000000,1737
1718719893.7707472,1.0,2.0,3.0,16:11:32,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.154990185617656,1322,1000000,1747
1718719894.344513,1.0,2.0,3.0,16:11:32,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.258439903316535,1322,1000000,1747
1718719894.9052246,1.0,2.0,3.0,16:11:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.258107718427176,1318,1000000,1729
1718719895.5329454,1.0,2.0,3.0,16:11:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.29695598201654,1318,1000000,1729
1718719896.1526072,1.0,2.0,3.0,16:11:34,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.491111396332396,1311,1000000,1731
1718719896.7728775,1.0,2.0,3.0,16:11:35,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.377371344642274,515,1000000,265
1718719897.4084902,1.0,2.0,3.0,16:11:35,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.271252723551406,515,1000000,265
1718719898.0403821,1.0,2.0,3.0,16:11:36,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.33090900880366,531,1000000,287
1718719898.689476,1.0,2.0,3.0,16:11:36,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.31988629327069,531,1000000,287
1718719899.3120635,1.0,2.0,3.0,16:11:37,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.253779810879287,531,1000000,287
1718719899.953624,1.0,2.0,3.0,16:11:38,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.298136830354437,520,1000000,279
1718719900.5951395,1.0,2.0,3.0,16:11:38,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.17859557515846,532,1000000,295
1718719901.1707582,1.0,2.0,3.0,16:11:39,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.288916252439257,532,1000000,295
1718719901.7891605,1.0,2.0,3.0,16:11:39,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.486445242589784,532,1000000,295
1718719902.378991,1.0,2.0,3.0,16:11:40,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.547011280868457,494,1000000,244
1718719902.941711,1.0,2.0,3.0,16:11:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.481237195236154,494,1000000,244
1718719903.535617,1.0,2.0,3.0,16:11:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.41073828147199,507,1000000,248
1718719904.1351717,1.0,2.0,3.0,16:11:42,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.51196110831991,507,1000000,248
1718719904.7223518,1.0,2.0,3.0,16:11:43,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.677974354306166,518,1000000,268
1718719905.3219035,1.0,2.0,3.0,16:11:43,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.75894662388036,524,1000000,267
1718719905.9447296,1.0,2.0,3.0,16:11:44,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.767407685457904,524,1000000,267
1718719906.5478485,1.0,2.0,3.0,16:11:45,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.71183348490954,1399,1000000,1957
1718719907.1217856,1.0,2.0,3.0,16:11:45,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.714876074347373,1399,1000000,1957
1718719907.7474644,1.0,2.0,3.0,16:11:46,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.695147335263023,1401,1000000,1971
1718719908.3474534,1.0,2.0,3.0,16:11:46,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.561541514527768,1399,1000000,1965
1718719908.928909,1.0,2.0,3.0,16:11:47,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.514792909588998,1399,1000000,1965
1718719909.5244048,1.0,2.0,3.0,16:11:48,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.907457869474765,1390,1000000,1932
1718719910.1359258,1.0,2.0,3.0,16:11:48,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.649681754149604,1390,1000000,1932
1718719910.7450042,1.0,2.0,3.0,16:11:49,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.747709231060885,1390,1000000,1932
1718719911.3393934,1.0,2.0,3.0,16:11:49,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.731679552482845,1402,1000000,1965
1718719911.9417746,1.0,2.0,3.0,16:11:50,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.634183130986045,1402,1000000,1965
1718719912.533681,1.0,2.0,3.0,16:11:51,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.70409003914429,1400,1000000,1968
1718719913.134908,1.0,2.0,3.0,16:11:51,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.657511890586854,1400,1000000,1968
1718719913.706626,1.0,2.0,3.0,16:11:52,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.647259343160865,1382,1000000,1926
1718719914.3103786,1.0,2.0,3.0,16:11:52,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.640921617553687,1389,1000000,1929
1718719914.9253538,1.0,2.0,3.0,16:11:53,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.681487624678205,1389,1000000,1929
1718719915.4319196,1.0,2.0,3.0,16:11:54,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.86788910138597,105,1000000,11
1718719915.9535103,1.0,2.0,3.0,16:11:54,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-33.03630496811984,105,1000000,11
1718719916.5058715,1.0,2.0,3.0,16:11:55,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.918885946263956,105,1000000,11
1718719917.0513272,1.0,2.0,3.0,16:11:55,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.54631477645083,111,1000000,12
1718719917.582843,1.0,2.0,3.0,16:11:56,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-33.071059943465535,111,1000000,12
1718719918.1059422,1.0,2.0,3.0,16:11:56,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.93349924400055,111,1000000,12
1718719918.6599178,1.0,2.0,3.0,16:11:57,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.936534089045324,111,1000000,12
1718719919.2196598,1.0,2.0,3.0,16:11:57,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-33.065361691442874,108,1000000,11
1718719919.7439485,1.0,2.0,3.0,16:11:58,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.66259527792941,108,1000000,11
1718719920.271941,1.0,2.0,3.0,16:11:58,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.943935344067434,108,1000000,11
1718719920.8238547,1.0,2.0,3.0,16:11:59,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.80391751139958,107,1000000,11
1718719921.3539767,1.0,2.0,3.0,16:11:59,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.64701016822124,107,1000000,11
1718719921.9225707,1.0,2.0,3.0,16:12:00,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.75566884914624,107,1000000,11
1718719922.458113,1.0,2.0,3.0,16:12:00,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.600232327566054,108,1000000,11
1718719922.9834023,1.0,2.0,3.0,16:12:01,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.77859468045932,108,1000000,11
1718719923.5423715,1.0,2.0,3.0,16:12:01,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.796464413865664,109,1000000,11
1718719924.0604901,1.0,2.0,3.0,16:12:02,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-33.00829408566234,107,1000000,11
1718719924.601817,1.0,2.0,3.0,16:12:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.89477876706289,107,1000000,11
1718719925.1356564,1.0,2.0,3.0,16:12:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.61773352123523,108,1000000,11
1718719925.6746447,1.0,2.0,3.0,16:12:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.6590798335139,108,1000000,11
1718719926.2189682,1.0,2.0,3.0,16:12:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.47770028331731,108,1000000,11
1718719926.776028,1.0,2.0,3.0,16:12:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.288266253186784,789,1000000,633
1718719927.3277276,1.0,2.0,3.0,16:12:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.29714116829053,789,1000000,633
1718719927.8919532,1.0,2.0,3.0,16:12:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.024908313848016,789,1000000,633
1718719928.4524417,1.0,2.0,3.0,16:12:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.76750738939424,782,1000000,613
1718719929.012309,1.0,2.0,3.0,16:12:07,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.687810605476564,782,1000000,613
1718719929.544603,1.0,2.0,3.0,16:12:07,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.56347487550493,798,1000000,632
1718719930.131043,1.0,2.0,3.0,16:12:08,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.454581009987407,796,1000000,633
1718719930.6982348,1.0,2.0,3.0,16:12:08,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.27577340393941,796,1000000,633
1718719931.238635,1.0,2.0,3.0,16:12:09,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.275786208060474,799,1000000,635
1718719931.7910597,1.0,2.0,3.0,16:12:10,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.249009461111072,799,1000000,635
1718719932.3377028,1.0,2.0,3.0,16:12:10,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.261728210584423,799,1000000,635
1718719932.887621,1.0,2.0,3.0,16:12:11,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.641019777222965,792,1000000,635
1718719933.4189005,1.0,2.0,3.0,16:12:12,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.552249346158476,792,1000000,635
1718719933.945952,1.0,2.0,3.0,16:12:12,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.54581773564761,792,1000000,627
1718719934.506652,1.0,2.0,3.0,16:12:13,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.52783924755073,797,1000000,630
1718719935.0657785,1.0,2.0,3.0,16:12:13,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.40956474217279,797,1000000,630
1718719935.6850584,1.0,2.0,3.0,16:12:14,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.38061663803674,789,1000000,625
1718719936.300247,1.0,2.0,3.0,16:12:14,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.306293887210725,831,1000000,675
1718719936.8992195,1.0,2.0,3.0,16:12:15,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.346761575040745,831,1000000,675
1718719937.5055664,1.0,2.0,3.0,16:12:16,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.375945570047733,822,1000000,682
1718719938.1235092,1.0,2.0,3.0,16:12:16,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.33342522593101,811,1000000,683
1718719938.7201703,1.0,2.0,3.0,16:12:17,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.380236268431325,811,1000000,683
1718719939.3713803,1.0,2.0,3.0,16:12:17,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.368404557595518,811,1000000,683
1718719940.0275161,1.0,2.0,3.0,16:12:18,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.406054386931128,814,1000000,662
1718719940.6149993,1.0,2.0,3.0,16:12:19,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.33756038053983,814,1000000,662
1718719941.247811,1.0,2.0,3.0,16:12:19,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.45591841433467,813,1000000,656
1718719941.8700535,1.0,2.0,3.0,16:12:20,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.294389985589135,813,1000000,656
1718719942.472844,1.0,2.0,3.0,16:12:20,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.346494489370066,813,1000000,656
1718719943.1012948,1.0,2.0,3.0,16:12:21,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.48007646915074,815,1000000,656
1718719943.6992605,1.0,2.0,3.0,16:12:22,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.44046861870104,815,1000000,656
1718719944.3143244,1.0,2.0,3.0,16:12:22,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.33894130456418,821,1000000,670
1718719944.9485457,1.0,2.0,3.0,16:12:23,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.43406082434753,821,1000000,670
1718719945.574174,1.0,2.0,3.0,16:12:24,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.931086716945146,594,1000000,352
1718719946.1725104,1.0,2.0,3.0,16:12:24,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.009116016501412,594,1000000,352
1718719946.8217263,1.0,2.0,3.0,16:12:25,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.068468124386627,591,1000000,349
1718719947.44064,1.0,2.0,3.0,16:12:25,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.08710318823836,590,1000000,348
1718719948.0799484,1.0,2.0,3.0,16:12:26,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.061215653567405,590,1000000,348
1718719948.6901846,1.0,2.0,3.0,16:12:27,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.012852420252717,591,1000000,344
1718719949.2934937,1.0,2.0,3.0,16:12:27,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.94046450718121,591,1000000,344
1718719949.935414,1.0,2.0,3.0,16:12:28,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.04283972630587,600,1000000,362
1718719950.5582242,1.0,2.0,3.0,16:12:28,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.95311321336929,588,1000000,345
1718719951.1876767,1.0,2.0,3.0,16:12:29,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.916141112537016,588,1000000,345
1718719951.772361,1.0,2.0,3.0,16:12:30,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.91530651954272,597,1000000,356
1718719952.3631988,1.0,2.0,3.0,16:12:30,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.909753705352863,597,1000000,356
1718719952.983129,1.0,2.0,3.0,16:12:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.86942299178421,594,1000000,351
1718719953.585296,1.0,2.0,3.0,16:12:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.897227210705847,594,1000000,351
1718719954.2160244,1.0,2.0,3.0,16:12:32,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.982569036900426,595,1000000,354
1718719954.8447995,1.0,2.0,3.0,16:12:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.96962305569969,605,1000000,367
1718719955.3908093,1.0,2.0,3.0,16:12:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.009979404297972,605,1000000,367
1718719955.938024,1.0,2.0,3.0,16:12:34,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-27.920716726092962,55,1000000,3
1718719956.517406,1.0,2.0,3.0,16:12:34,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.031376488242884,55,1000000,3
1718719957.153968,1.0,2.0,3.0,16:12:35,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-27.996799912776062,55,1000000,3
1718719957.732558,1.0,2.0,3.0,16:12:36,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-27.982391056025463,55,1000000,3
1718719958.3243241,1.0,2.0,3.0,16:12:36,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.017358306556147,55,1000000,3
1718719958.8974664,1.0,2.0,3.0,16:12:37,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-27.968693543416528,55,1000000,3
1718719959.4545825,1.0,2.0,3.0,16:12:37,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.1909440992524,55,1000000,3
1718719960.0061085,1.0,2.0,3.0,16:12:38,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-27.982311418993888,55,1000000,3
1718719960.5456023,1.0,2.0,3.0,16:12:38,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.048523000229018,55,1000000,3
1718719961.0707679,1.0,2.0,3.0,16:12:39,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.092986573097924,55,1000000,3
1718719961.6232271,1.0,2.0,3.0,16:12:39,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.147076737786513,55,1000000,3
1718719962.1841383,1.0,2.0,3.0,16:12:40,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.492773828062504,56,1000000,3
1718719962.7306585,1.0,2.0,3.0,16:12:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-30.080190067888637,62,1000000,3
1718719963.32567,1.0,2.0,3.0,16:12:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-30.09781093916977,62,1000000,3
1718719963.8555396,1.0,2.0,3.0,16:12:42,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.03395606696965,62,1000000,3
1718719964.37688,1.0,2.0,3.0,16:12:43,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.297604744866092,59,1000000,3
1718719964.9287608,1.0,2.0,3.0,16:12:43,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.2699568247714,59,1000000,3
1718719965.55172,1.0,2.0,3.0,16:12:44,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-19.67583030352237,59,1000000,3
1718719966.141812,1.0,2.0,3.0,16:12:44,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-19.757870805004877,1109,1000000,1225
1718719966.7392595,1.0,2.0,3.0,16:12:45,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-19.69713368917697,1109,1000000,1225
