x,y,z,utc,dbm,buffer_voltage_mv,resistance,pwr_nw
1.0,2.0,3.0,15:30:51,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.771831640556858,831,1000000,698
1.0,2.0,3.0,15:30:51,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-16.211065289082928,831,1000000,698
1.0,2.0,3.0,15:30:52,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-16.245986889486016,869,1000000,756
1.0,2.0,3.0,15:30:53,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-14.363873874577607,865,1000000,756
1.0,2.0,3.0,15:30:54,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-14.388551136042494,874,1000000,755
1.0,2.0,3.0,15:30:55,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-14.492517245901176,1239,1000000,1535
1.0,2.0,3.0,15:30:56,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.5138434994529,1233,1000000,1520
1.0,2.0,3.0,15:30:56,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.356706706730776,1233,1000000,1520
1.0,2.0,3.0,15:30:57,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.413762492256204,1646,574218,4712
1.0,2.0,3.0,15:30:58,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.5115949004298,1646,574218,4712
1.0,2.0,3.0,15:30:59,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.71002865145308,57,1000000,3
1.0,2.0,3.0,15:31:00,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.56236214134625,57,1000000,3
1.0,2.0,3.0,15:31:00,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-23.38519914969644,57,1000000,3
1.0,2.0,3.0,15:31:01,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.402618698259985,372,1000000,134
1.0,2.0,3.0,15:31:02,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.20729315847575,1800,710937,4557
1.0,2.0,3.0,15:31:02,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.410158250483242,1800,710937,4557
1.0,2.0,3.0,15:31:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-22.814044442446757,1800,710937,4557
1.0,2.0,3.0,15:31:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-22.840695173282704,1800,710937,4557
1.0,2.0,3.0,15:31:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-22.885925611208094,1616,484375,5398
1.0,2.0,3.0,15:31:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-22.83960186220021,1616,484375,5398
1.0,2.0,3.0,15:31:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.694485986540023,1623,484375,5391
1.0,2.0,3.0,15:31:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.73071659006476,1623,484375,5391
1.0,2.0,3.0,15:31:07,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-29.773204752072033,1632,238281,11218
1.0,2.0,3.0,15:31:07,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.456818837693397,1632,238281,11218
1.0,2.0,3.0,15:31:08,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.37356010151552,1632,238281,11218
1.0,2.0,3.0,15:31:09,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.337057253522875,1205,1000000,1432
1.0,2.0,3.0,15:31:10,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.86273108291836,1208,1000000,1452
1.0,2.0,3.0,15:31:10,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.00981223047998,1208,1000000,1452
1.0,2.0,3.0,15:31:11,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.442178643395266,514,1000000,262
1.0,2.0,3.0,15:31:12,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.40901599650212,514,1000000,262
1.0,2.0,3.0,15:31:13,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.313149122986808,155,1000000,25
1.0,2.0,3.0,15:31:13,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.25965010916869,155,1000000,25
1.0,2.0,3.0,15:31:14,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.041351614370896,155,1000000,25
1.0,2.0,3.0,15:31:15,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.183534723329032,1639,238281,11259
1.0,2.0,3.0,15:31:15,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.667655320659723,1640,238281,11287
1.0,2.0,3.0,15:31:16,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.750170826162105,114,1000000,12
1.0,2.0,3.0,15:31:17,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.751989338411125,112,1000000,12
1.0,2.0,3.0,15:31:17,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.905776318976134,112,1000000,12
1.0,2.0,3.0,15:31:18,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.935902456715827,112,1000000,12
1.0,2.0,3.0,15:31:19,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.603325142268147,1616,109375,23935
1.0,2.0,3.0,15:31:20,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.67241761972211,1416,707031,2835
1.0,2.0,3.0,15:31:21,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.65968837298977,1529,1000000,2337
1.0,2.0,3.0,15:31:21,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-35.01478657569854,1536,1000000,2337
1.0,2.0,3.0,15:31:22,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-35.30468963309713,1536,1000000,2337
1.0,2.0,3.0,15:31:23,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-35.189680723411925,1536,1000000,2337
1.0,2.0,3.0,15:31:23,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.376787170641,1643,312500,8627
1.0,2.0,3.0,15:31:24,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.376650858885075,1606,125000,20633
1.0,2.0,3.0,15:31:25,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.31905392882853,1608,125000,20711
1.0,2.0,3.0,15:31:25,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.6748650847288,1608,125000,20711
1.0,2.0,3.0,15:31:26,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.575654277183766,53,1000000,2
1.0,2.0,3.0,15:31:27,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.649743029377014,53,1000000,2
1.0,2.0,3.0,15:31:27,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.36517656763354,53,1000000,2
1.0,2.0,3.0,15:31:28,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.37879684314506,53,1000000,2
1.0,2.0,3.0,15:31:29,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.352305017897727,1646,687500,3945
1.0,2.0,3.0,15:31:29,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-31.97131697194203,1646,687500,3945
1.0,2.0,3.0,15:31:30,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-31.95363598151871,1646,687500,3945
1.0,2.0,3.0,15:31:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-32.019792532975515,1646,687500,3945
1.0,2.0,3.0,15:31:31,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-16.442006316359024,1646,687500,3945
1.0,2.0,3.0,15:31:32,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-16.44947160691946,814,1000000,662
1.0,2.0,3.0,15:31:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-16.504220406145436,807,1000000,656
1.0,2.0,3.0,15:31:33,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.62157174703667,807,1000000,656
1.0,2.0,3.0,15:31:34,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.5462951175516,780,1000000,608
1.0,2.0,3.0,15:31:35,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.653414959164124,780,1000000,608
1.0,2.0,3.0,15:31:35,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.410508690561088,780,1000000,608
1.0,2.0,3.0,15:31:36,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-21.34225135050802,1635,308593,8641
1.0,2.0,3.0,15:31:37,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.890890177872006,1635,308593,8641
1.0,2.0,3.0,15:31:38,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.936577597665966,1635,191406,13949
1.0,2.0,3.0,15:31:38,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.91339212632652,1635,191406,13949
1.0,2.0,3.0,15:31:39,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.889553618182344,1633,191406,13983
1.0,2.0,3.0,15:31:39,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-30.66127532001667,1633,191406,13983
1.0,2.0,3.0,15:31:40,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-30.676726385385997,1633,191406,13983
1.0,2.0,3.0,15:31:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-30.67353827796665,645,1000000,419
1.0,2.0,3.0,15:31:41,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.775796232701897,645,1000000,419
1.0,2.0,3.0,15:31:42,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.705357098848832,110,1000000,12
1.0,2.0,3.0,15:31:43,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.67904998653755,110,1000000,12
1.0,2.0,3.0,15:31:44,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-19.41362941594617,114,1000000,12
1.0,2.0,3.0,15:31:44,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-19.47491175598618,76,1000000,5
1.0,2.0,3.0,15:31:45,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.668006949315068,76,1000000,5
1.0,2.0,3.0,15:31:46,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.7244201154573,76,1000000,5
1.0,2.0,3.0,15:31:47,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-15.715994789467352,510,1000000,259
1.0,2.0,3.0,15:31:48,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.74141206373782,505,1000000,255
1.0,2.0,3.0,15:31:48,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-28.423879542495598,505,1000000,255
1.0,2.0,3.0,15:31:49,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-19.967174616049867,227,1000000,49
1.0,2.0,3.0,15:31:50,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-19.803006032585195,49,1000000,2
1.0,2.0,3.0,15:31:51,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-19.914052990685537,50,1000000,2
1.0,2.0,3.0,15:31:52,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.888062121792593,1639,316406,8541
1.0,2.0,3.0,15:31:52,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-26.004542324837303,1639,316406,8541
1.0,2.0,3.0,15:31:53,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.60571898829616,1637,316406,8510
1.0,2.0,3.0,15:31:54,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.50285037059328,1637,316406,8510
1.0,2.0,3.0,15:31:55,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.47935726484871,1197,1000000,1432
1.0,2.0,3.0,15:31:56,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-22.118732861172617,1197,1000000,1432
1.0,2.0,3.0,15:31:56,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-22.065391569772636,1598,113281,22542
1.0,2.0,3.0,15:31:57,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.282837539931194,1598,113281,22542
1.0,2.0,3.0,15:31:58,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.200721476969125,1562,964843,2522
1.0,2.0,3.0,15:31:59,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-18.332772085629152,1562,964843,2522
1.0,2.0,3.0,15:32:00,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.2577851689933,1568,964843,2548
1.0,2.0,3.0,15:32:00,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.185971224788815,1643,660156,4074
1.0,2.0,3.0,15:32:01,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-13.485797157161755,1645,656250,4123
1.0,2.0,3.0,15:32:02,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-13.480290776275229,1554,660156,3653
1.0,2.0,3.0,15:32:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-13.468082286867311,1557,660156,3681
1.0,2.0,3.0,15:32:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.35512576271048,1557,660156,3658
1.0,2.0,3.0,15:32:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-25.381411539741677,1557,660156,3658
1.0,2.0,3.0,15:32:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.856694478149503,1588,613281,4080
1.0,2.0,3.0,15:32:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-20.781430943244846,852,1000000,731
1.0,2.0,3.0,15:32:07,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.076502257815175,852,1000000,731
1.0,2.0,3.0,15:32:07,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.135495775527456,852,1000000,731
1.0,2.0,3.0,15:32:08,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-17.0562388374807,567,1000000,322
1.0,2.0,3.0,15:32:09,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-16.897210492628453,567,1000000,322
