timestamp,x,y,z,utc,rm,dbm,buffer_voltage_mv,resistance,pwr_nw
1718721184.145564,1.0,2.0,3.0,16:33:02,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.361036311414033,49,1000000,2
1718721184.7342272,1.0,2.0,3.0,16:33:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.338522654487562,49,1000000,2
1718721185.35738,1.0,2.0,3.0,16:33:03,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.199891348156903,255,1000000,64
1718721186.175706,1.0,2.0,3.0,16:33:04,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.296318550310318,255,1000000,64
1718721186.887346,1.0,2.0,3.0,16:33:05,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.218156688240676,265,1000000,72
1718721187.6349351,1.0,2.0,3.0,16:33:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.278939257730023,265,1000000,72
1718721188.3312767,1.0,2.0,3.0,16:33:06,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.475298882264532,253,1000000,64
1718721189.0249252,1.0,2.0,3.0,16:33:07,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.527007906903968,253,1000000,64
1718721189.6924546,1.0,2.0,3.0,16:33:08,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.42003573386134,256,1000000,64
1718721190.3808362,1.0,2.0,3.0,16:33:08,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.315552815286175,254,1000000,65
1718721191.1207066,1.0,2.0,3.0,16:33:09,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.334998889943485,254,1000000,65
1718721191.9206944,1.0,2.0,3.0,16:33:10,"[-0.1, -0.2, 0.3, 0.4, -0.5, -0.6, 0.7, 0.8, 0.9]",-24.102744331809717,263,1000000,67
